N	3gram	Propp_Morf_1	Istorich
1	и т д	39	18
2	в этих случаях	11	8
3	до сих пор	1	6
4	точно так же	1	6
5	в этом случае	8	5
6	мы имеем в	1	5
7	мы видим что	9	5
8	в том что	3	5
9	но все же	3	4
10	мы увидим ниже	5	4
11	в иное царство	5	4
12	в связи с	8	4
13	в лес и	1	4
14	в лесной избушке	1	3
15	по отношению к	4	3
16	подобно тому как	5	3
17	вход в иное	1	3
18	с одной стороны	1	3
19	дочь в лес	1	3
20	превращаться в животных	1	3
21	мы увидим что	1	3
22	в тот момент	1	2
23	и может быть	1	2
24	иметь в виду	1	2
25	стоит в связи	1	2
26	на самом деле	4	2
27	для наших целей	1	2
28	вместо того чтобы	1	2
29	мы не будем	2	2
30	в таких случаях	2	2
31	наряду с этим	3	2
32	т д но	4	2
33	но они не	1	2
34	иное царство и	1	2
35	отдай то чего	1	2
36	если всмотреться в	1	2
37	случай мы имеем	3	2
38	то же происходит	1	2
39	в лесу на	1	2
40	в немецкой сказке	1	2
41	в одном случае	1	2
42	с другой стороны	4	2
43	не может быть	9	2
44	в третий раз	1	2
45	о том что	1	2
46	с самого начала	1	2
47	имеем то же	1	2
48	тот момент когда	1	2
49	на то что	2	2
50	после того как	1	2
51	дело не в	2	2
52	о том как	1	1
53	бросается в глаза	1	1
54	до наших дней	2	1
55	и есть то	1	1
56	из двенадцати равных	2	1
57	в подземное царство	1	1
58	что под этим	1	1
59	в лес но	1	1
60	это так то	1	1
61	т д здесь	1	1
62	то это значит	1	1
63	относительно друг друга	1	1
64	образом мы видим	3	1
65	но так как	1	1
66	это сказка о	3	1
67	здесь можно усмотреть	1	1
68	из дома а	1	1
69	что в сказках	1	1
70	т е мы	1	1
71	то же можно	1	1
72	ниже пока же	1	1
73	и вне связи	2	1
74	в подобных случаях	1	1
75	но и другие	1	1
76	но если это	2	1
77	а в русской	1	1
78	в руки героя	3	1
79	что в сказке	1	1
80	но наряду с	1	1
81	но это не	1	1
82	говоря что он	1	1
83	с этим и	1	1
84	не будем входить	1	1
85	будем входить в	1	1
86	есть на самом	1	1
87	мы должны теперь	1	1
88	выдает себя за	1	1
89	может быть разрешен	2	1
90	в самых разнообразных	1	1
91	в другой сказке	1	1
92	к нему в	1	1
93	представляют собой более	1	1
94	к заключению что	1	1
95	как видно будет	1	1
96	мы имеем то	1	1
97	таким образом мы	5	1
98	в обоих случаях	2	1
99	еще несколько случаев	1	1
100	в высшей степени	1	1
101	и то же	1	1
102	если мы не	3	1
103	в мифах и	1	1
104	с этим в	1	1
105	тем не менее	4	1
106	имеем в сказках	1	1
107	этим и с	1	1
108	еще не все	1	1
109	если это так	2	1
110	и пр с	1	1
111	связь сказки с	1	1
112	же случай мы	1	1
113	то что он	1	1
114	связи с изучением	1	1
115	т д все	1	1
116	как мы увидим	4	1
117	из них не	1	1
118	один из его	1	1
119	не в количестве	2	1
120	а на самом	1	1
121	д все эти	1	1
122	в сказке о	1	1
123	очень часто является	1	1
124	в тех случаях	2	1
125	наших целей это	1	1
126	а в сущности	1	1
127	раньше чем продолжать	1	1
128	в особую главу	1	1
129	в точности мы	1	1
130	так например в	1	1
131	с тем как	1	1
132	можно установить что	1	1
133	мы не можем	1	1
134	но об этом	1	1
135	одном случае герой	1	1
136	связи с этим	4	1
137	один из них	1	1
138	можно показать что	2	1
139	это значит что	1	1
140	а в другом	1	1
141	ниже в главе	1	1
142	сказки требует чтобы	1	1
143	но некоторые связи	1	1
144	также может быть	1	1
145	разнообразны и что	1	1
146	мы можем наблюдать	1	1
147	такой случай мы	1	1
148	то мы имеем	1	1
149	тех случаях когда	2	1
150	в другом случае	1	1
151	могла бы составить	1	1
152	дурак так и	1	1
153	друг с другом	1	1
154	целей это несущественно	1	1
155	том что он	1	1
156	и в нашей	1	1
157	но если мы	1	1
158	вне связи с	2	1
