N	3gram	Tiupa_Anal_2	Narrotol
1	в том что	6	8
2	в данном случае	5	6
3	не только в	2	6
4	по отношению к	4	5
5	в отличие от	2	5
6	с одной стороны	4	5
7	состоит в том	4	4
8	о том что	6	4
9	к тому же	4	4
10	тем не менее	3	4
11	при встрече с	1	3
12	в соответствии с	2	3
13	в этом отношении	3	3
14	и представляет собой	1	3
15	в известном смысле	1	3
16	той или иной	3	3
17	того или иного	3	3
18	то же время	2	3
19	в конечном счете	2	3
20	можно сказать что	1	3
21	в то же	2	3
22	к тому что	1	3
23	особое место в	1	2
24	с точки зрения	2	2
25	мы имеем дело	3	2
26	подобно тому как	3	2
27	в ответ на	2	2
28	уже говорилось выше	1	2
29	но и в	1	2
30	точно так же	1	2
31	имеем дело с	1	2
32	тому же в	1	2
33	а в том	1	2
34	я в мире	1	2
35	собой своего рода	1	2
36	и тем самым	2	2
37	не только не	2	2
38	не может быть	1	2
39	как уже говорилось	2	2
40	тогда как в	2	2
41	представляет собой своего	1	2
42	примет в осмысленном	1	1
43	а между тем	1	1
44	что иное как	1	1
45	качестве некоторого я	1	1
46	ни о чем	1	1
47	в обоих случаях	2	1
48	в данный момент	1	1
49	в тексте случай	1	1
50	в речи повествователя	1	1
51	одним и тем	1	1
52	как бы не	1	1
53	более или менее	1	1
54	в самом деле	1	1
55	в этом смысле	2	1
56	а не все	1	1
57	никак не может	1	1
58	свидетельствует о том	1	1
59	роль в организации	1	1
60	в осмысленном и	1	1
61	то же самое	1	1
62	начала и конца	1	1
63	в частности в	2	1
64	как раз и	1	1
65	а тем более	1	1
66	достаточно очевидным образом	1	1
67	самом деле не	1	1
68	присутствия человеческого я	1	1
69	счетом ничего не	1	1
70	в таком случае	2	1
71	креативного и рецептивного	1	1
72	автора и читателя	1	1
73	вступает в противоречие	1	1
74	слияние пространственных и	1	1
75	к тому или	1	1
76	в качестве некоторого	2	1
77	можно было бы	2	1
78	на этот вопрос	1	1
79	как будто он	1	1
80	и конкретном целом	1	1
81	в противном случае	1	1
82	и временных примет	1	1
83	ничего не доказывает	1	1
84	и рецептивного сознаний	1	1
85	текста так и	1	1
86	так или иначе	1	1
87	человеческого я в	1	1
88	текста в целом	1	1
89	как правило не	2	1
90	осмысленном и конкретном	1	1
91	еще в самом	1	1
92	имеет место слияние	1	1
93	а не только	2	1
94	в противоречие с	1	1
95	и тем же	1	1
96	тому или иному	1	1
97	и все его	1	1
98	и особенно в	1	1
99	в своем составе	3	1
100	текста а не	2	1
101	ровным счетом ничего	1	1
102	с действительной жизнью	1	1
103	по природе своей	2	1
104	уже говорилось о	1	1
105	и читателя в	1	1
106	иначе говоря это	1	1
107	в том или	2	1
108	в связи с	1	1
109	единственный в тексте	1	1
110	что ведет к	1	1
111	событием самого рассказывания	1	1
112	ответ на этот	1	1
113	место слияние пространственных	1	1
114	в полной мере	1	1
115	уже не к	1	1
116	этой точки зрения	1	1
117	потому что я	1	1
118	есть не что	1	1
119	едва ли не	2	1
120	имеет место в	1	1
121	повествователя рассказчика хроникера	2	1
122	с этой точки	1	1
123	во второй раз	1	1
124	временных примет в	1	1
125	место в тексте	1	1
126	то есть в	2	1
127	упускать из виду	1	1
128	поименованное в тексте	1	1
129	опыта присутствия в	1	1
130	не все что	1	1
131	данном случае это	1	1
132	если говорить о	2	1
133	встречи креативного и	1	1
134	имеет в своем	1	1
135	в этой системе	2	1
136	но и не	1	1
137	выше уже говорилось	2	1
138	в том смысле	1	1
139	мы привыкли понимать	1	1
140	в силу своей	1	1
141	не что иное	1	1
142	жизнью и смертью	1	1
143	том или ином	2	1
144	в этом втором	1	1
145	сознания тогда как	1	1
146	с той или	2	1
147	же в качестве	1	1
148	пространственных и временных	1	1
149	согласно классическому определению	1	1
150	обратим внимание на	1	1
