N	3gram	Medvedev_V_1	Problemy
1	в этом смысле	1	10
2	то же время	5	9
3	в то же	5	9
4	по отношению к	7	8
5	в том что	5	6
6	в зависимости от	5	5
7	но в то	1	5
8	в конце концов	2	5
9	не может быть	8	4
10	подобно тому как	2	3
11	и т п	9	3
12	сами по себе	1	3
13	все то что	1	3
14	в этом отношении	13	3
15	во всяком случае	1	3
16	с другой стороны	8	3
17	оно может быть	1	2
18	в самом деле	1	2
19	до сих пор	1	2
20	и не может	2	2
21	и в то	3	2
22	хотя бы и	5	2
23	только то что	2	2
24	т п все	1	2
25	романов достоевского и	1	2
26	т е в	2	2
27	в данном случае	1	2
28	не только в	2	2
29	все эти определения	1	2
30	но с другой	1	2
31	все же не	1	2
32	можно было бы	2	2
33	т е не	1	2
34	то все же	1	1
35	но и он	2	1
36	в другом месте	2	1
37	и есть то	1	1
38	хотя и не	1	1
39	то что должно	1	1
40	как например у	1	1
41	же как и	1	1
42	зависимости от различных	1	1
43	говорит об этом	1	1
44	является таким образом	1	1
45	а потому и	1	1
46	в свою очередь	1	1
47	у него был	1	1
48	большей или меньшей	3	1
49	выйти за пределы	1	1
50	то же самое	1	1
51	как если бы	1	1
52	свою внутреннюю логику	1	1
53	не могло бы	1	1
54	что все эти	1	1
55	он и не	1	1
56	не было бы	4	1
57	то что в	1	1
58	прежде всего необходимо	1	1
59	его творчества в	1	1
60	не отличается от	1	1
61	на этот вопрос	1	1
62	в каждом отдельном	2	1
63	приходится признать что	1	1
64	в противном случае	2	1
65	в процессе этого	1	1
66	по крайней мере	2	1
67	п все это	1	1
68	есть то что	1	1
69	может быть и	1	1
70	но у него	1	1
71	зависимости от них	1	1
72	в своем творчестве	3	1
73	вот что говорит	3	1
74	достоевского таким образом	1	1
75	мы полагаем что	1	1
76	то время как	1	1
77	так же как	1	1
78	а не только	1	1
79	между ними не	1	1
80	между собою в	1	1
81	таким образом и	1	1
82	видения мира и	1	1
83	как один из	1	1
84	как будто бы	1	1
85	и по отношению	1	1
86	единой и цельной	1	1
87	для него в	2	1
88	не могут быть	1	1
89	в большей или	2	1
90	или меньшей степени	2	1
91	не в том	2	1
92	отношение к сознанию	1	1
93	целом т е	1	1
94	именно в том	1	1
95	т д наконец	1	1
96	этой точки зрения	2	1
97	что они не	1	1
98	о том что	3	1
99	наконец и это	1	1
100	того или иного	1	1
101	а в том	1	1
102	более или менее	6	1
103	таким образом в	2	1
104	в одном из	3	1
105	по сравнению с	1	1
106	индивидуальности таким образом	1	1
107	крайней мере для	1	1
108	имеем в виду	1	1
109	в то время	1	1
110	это и есть	3	1
111	та или иная	1	1
112	и никогда не	1	1
113	не только не	2	1
114	ни одна из	1	1
115	художественного произведения и	1	1
116	в художественном произведении	4	1
117	но даже в	1	1
118	у него в	1	1
119	можно сказать что	4	1
120	все зависит от	1	1
121	о достоевском по	1	1
122	что должно быть	1	1
123	к тому что	3	1
124	сама по себе	1	1
125	для того чтобы	3	1
126	и т д	14	1
