N	3gram	Tiupa_Anal_1	DiskursI
1	в отличие от	6	12
2	в данном случае	2	6
3	в том что	9	6
4	то же время	6	5
5	как и в	1	5
6	по отношению к	5	4
7	в этом отношении	2	4
8	в то же	8	4
9	с одной стороны	3	4
10	не может претендовать	1	3
11	не может быть	16	3
12	и все же	2	3
13	о том что	3	3
14	той или иной	6	3
15	может претендовать на	1	3
16	и того же	2	2
17	присутствия в мире	1	2
18	состоит в том	3	2
19	подобно тому как	3	2
20	в соответствии с	1	2
21	что же касается	1	2
22	с точки зрения	4	2
23	и не может	4	2
24	ивана петровича белкина	1	2
25	в основе своей	2	2
26	одно и то	1	2
27	не сводится к	2	2
28	и то же	1	2
29	не более чем	4	2
30	текста а не	1	2
31	и как бы	1	2
32	по природе своей	2	2
33	несет в себе	1	2
34	в свое время	2	2
35	на первый взгляд	1	2
36	я в мире	1	2
37	одного и того	2	2
38	повести покойного ивана	1	1
39	но прежде всего	1	1
40	по своей природе	1	1
41	не в состоянии	1	1
42	такой же мере	1	1
43	присутствия я в	1	1
44	в той или	3	1
45	как коммуникативного события	1	1
46	себя в другом	3	1
47	по своей жанровой	1	1
48	по рассуждению бахтина	1	1
49	рецептивной и креативной	1	1
50	мы имеем дело	4	1
51	прежде всего в	1	1
52	может быть сведена	1	1
53	и вследствие этого	1	1
54	интересно всем потому	1	1
55	в самом деле	2	1
56	коммуникативного события как	1	1
57	в ряду всех	1	1
58	чего бы то	1	1
59	или иного рода	1	1
60	того или иного	3	1
61	в качестве своего	2	1
62	можно утверждать что	1	1
63	к этим моментам	1	1
64	с другой стороны	2	1
65	при обращении к	1	1
66	об одном из	1	1
67	с позиций исторической	1	1
68	бы то ни	3	1
69	своей жанровой стратегии	1	1
70	следует указать на	1	1
71	того и другого	2	1
72	и того и	2	1
73	по аналогии с	1	1
74	рассказ в рассказе	1	1
75	времени и действия	1	1
76	случае мы имеем	1	1
77	в той мере	2	1
78	а с другой	1	1
79	потому что из	1	1
80	в частности как	1	1
81	именно в этом	2	1
82	субъекта объекта и	1	1
83	покойного ивана петровича	1	1
84	о нем а	1	1
85	и в частности	1	1
86	петровича белкина изданные	1	1
87	как и его	1	1
88	одному из этих	1	1
89	в такой же	1	1
90	внешнее и внутреннее	1	1
91	дело не с	1	1
92	то ни было	3	1
93	к своему собственному	1	1
94	из нас самих	1	1
95	говоря уже о	1	1
96	не столько в	1	1
97	и в пределах	1	1
98	в равной степени	2	1
99	как будто бы	1	1
100	белкина изданные а.п	1	1
101	нас самих состоят	1	1
102	коммуникативного события в	2	1
103	во втором случае	1	1
104	не могут быть	2	1
105	референтной и коммуникативной	1	1
106	остановись мгновенье ты	1	1
107	не в том	3	1
108	в новом качестве	1	1
109	быть сведена к	1	1
110	места времени и	1	1
111	во всяком случае	1	1
112	один я на	1	1
113	мере в какой	2	1
114	и той же	1	1
115	что из нас	1	1
116	не упускать из	1	1
117	объекта и адресата	1	1
118	только в качестве	1	1
119	с той или	1	1
120	принципиально не может	1	1
121	оказывается своего рода	1	1
122	в его событийной	1	1
123	убедительно возводит к	1	1
124	между тем как	1	1
125	организация художественного времени	1	1
126	чувство себя самого	1	1
127	мгновенье ты прекрасно	1	1
128	во внешнем мире	2	1
129	и до его	1	1
130	равно как и	1	1
131	упускать из виду	1	1
132	это отнюдь не	1	1
133	другого в себе	2	1
134	мысль о том	1	1
135	в конечном счете	4	1
136	в коммуникативное событие	1	1
137	включает в себя	1	1
138	жизненного поведения в	1	1
139	в полной мере	3	1
140	же касается самого	1	1
141	в том числе	3	1
142	одной и той	1	1
143	в силу своей	2	1
144	я на дорогу	1	1
145	со стороны адресата	1	1
146	той мере в	2	1
147	и искушенность в	1	1
148	всем потому что	1	1
149	как и ее	1	1
150	здесь как и	1	1
151	лирического героя в	1	1
152	по крайней мере	1	1
153	позиций исторической поэтики	1	1
154	связи и отношения	1	1
155	том числе и	1	1
156	выхожу один я	1	1
157	не говоря уже	1	1
