N	2gram	Tiupa_Anal_1	Myshleni
1	в том	27	33
2	том что	12	27
3	точки зрения	6	26
4	то что	6	20
5	в этом	13	19
6	с точки	4	18
7	того что	4	17
8	не только	15	15
9	и в	18	15
10	речи и	1	15
11	таким образом	3	14
12	что в	5	14
13	того чтобы	3	12
14	и т.д	1	12
15	что он	3	12
16	в самом	6	11
17	в процессе	2	11
18	мы не	1	10
19	в целом	5	10
20	было бы	2	10
21	для того	4	10
22	но и	17	10
23	в сущности	6	9
24	мышления в	1	9
25	о том	5	9
26	связи с	1	9
27	может быть	29	9
28	что мы	3	9
29	не может	22	9
30	не является	2	9
31	заключается в	1	8
32	не в	14	8
33	никогда не	2	8
34	так и	4	8
35	если бы	3	8
36	и что	1	8
37	к действительности	1	8
38	едва ли	2	7
39	на основе	2	7
40	он не	3	7
41	по себе	4	7
42	к тому	7	7
43	и т.п	5	7
44	тот же	1	7
45	с одной	3	7
46	потому что	2	7
47	одной стороны	3	7
48	как бы	5	7
49	и не	21	7
50	во всяком	1	7
51	как известно	3	6
52	самом деле	2	6
53	в зависимости	1	6
54	мы уже	1	6
55	зависимости от	1	6
56	по отношению	6	6
57	в этой	5	6
58	мы должны	1	6
59	и к	3	6
60	что это	1	6
61	отношение между	1	6
62	как он	3	6
63	как и	13	6
64	всяком случае	1	6
65	точку зрения	1	6
66	речи в	1	6
67	в отношении	1	6
68	как мы	2	6
69	в виду	1	6
70	развития в	1	6
71	но в	8	6
72	по своей	6	6
73	по этому	1	6
74	мы находим	1	6
75	вовсе не	2	6
76	с другой	4	6
77	в частности	19	6
78	вместе с	4	6
79	как это	1	6
80	в связи	1	6
81	смысле слова	1	5
82	то же	9	5
83	вопрос о	2	5
84	внутренней речи	5	5
85	это не	6	5
86	тогда когда	2	5
87	во всей	1	5
88	и даже	1	5
89	связь между	1	5
90	друг друга	1	5
91	и др	1	5
92	отношению к	5	5
93	все что	1	5
94	из того	4	4
95	хотя бы	3	4
96	с его	3	4
97	из этих	2	4
98	конечном счете	4	4
99	независимо от	1	4
100	как в	1	4
101	все же	4	4
102	могли бы	2	4
103	в которой	2	4
104	том чтобы	7	4
105	что все	1	4
106	в них	1	4
107	несмотря на	2	4
108	в своей	6	4
109	является для	1	4
110	их в	1	4
111	даже в	3	4
112	и его	5	4
113	что оно	1	4
114	и с	2	4
115	на вопрос	4	4
116	в конечном	4	4
117	так как	2	4
118	только в	6	4
119	который в	2	4
120	в качестве	31	4
121	для всех	1	4
122	в начале	2	4
123	при помощи	2	4
124	как раз	1	4
125	фазу в	1	4
126	а с	3	4
127	прежде всего	6	4
128	для нас	1	4
129	а в	9	4
130	по поводу	1	4
131	человека и	1	3
132	на самом	2	3
133	отношения между	1	3
134	и до	2	3
135	собственном смысле	1	3
136	мы имеем	6	3
137	и ее	1	3
138	что можно	1	3
139	он сам	1	3
140	при объяснении	1	3
141	мы будем	1	3
142	языка и	1	3
143	что именно	2	3
144	что как	3	3
145	смысле этого	1	3
146	он в	1	3
147	все эти	2	3
148	при этом	12	3
149	интеллектуальной операции	1	3
150	состоит в	11	3
151	и по	2	3
152	те же	1	3
153	лишь в	5	3
154	с другими	4	3
155	во время	1	3
156	таким же	1	3
157	ни малейшего	1	3
158	в которых	1	3
159	при рассмотрении	3	3
160	для этого	2	3
161	из которых	4	3
162	в самой	1	3
163	этом отношении	2	3
164	в основе	6	3
165	числе и	1	3
166	для себя	2	3
167	данном случае	2	3
168	внутренняя речь	1	3
169	в собственном	3	3
170	и сам	2	3
171	с ним	4	3
172	ничего не	1	3
173	но мы	1	3
174	к установлению	1	3
175	и только	1	3
176	тем более	2	3
177	все время	1	3
178	но не	10	3
179	вернуться к	1	3
180	из них	2	3
181	для него	2	3
182	отличие от	6	3
183	со стороны	2	3
184	в отличие	6	3
185	что для	1	3
186	а не	17	3
187	и особенно	1	3
188	в данном	2	3
189	этого слова	7	3
190	только для	2	3
191	о мире	1	3
192	или в	1	3
193	в результате	1	3
194	и все	3	3
195	действительно не	1	3
196	бы с	1	3
197	того же	4	3
198	чем это	1	3
199	не можем	1	3
200	тем самым	7	3
201	том числе	3	3
202	они не	1	3
203	речь идет	1	2
204	также и	2	2
205	он показывает	1	2
206	и есть	3	2
207	в присутствии	2	2
208	в котором	3	2
209	все те	1	2
210	той же	2	2
211	на место	2	2
212	он как	1	2
213	оба эти	1	2
214	есть нечто	1	2
215	принадлежит к	1	2
216	в их	5	2
217	его практической	1	2
218	и самого	2	2
219	столь же	4	2
220	во всех	1	2
221	то он	2	2
222	только тогда	1	2
223	нет и	2	2
224	за пределы	2	2
225	отнюдь не	15	2
226	в течение	1	2
227	как говорит	2	2
228	перед нами	1	2
229	целом но	1	2
230	в полном	1	2
231	как уже	2	2
232	и как	5	2
233	его к	2	2
234	более или	1	2
235	в противоположность	2	2
236	представляет собой	16	2
237	или во	1	2
238	в известном	1	2
239	в себе	11	2
240	не следует	4	2
241	в силу	3	2
242	из виду	2	2
243	и более	4	2
244	друг с	1	2
245	для данной	1	2
246	подобно тому	3	2
247	мышления с	1	2
248	ни чисто	2	2
249	в другом	4	2
250	на все	2	2
251	этом смысле	1	2
252	свести к	1	2
253	в ином	1	2
254	ни в	4	2
255	жизни человека	1	2
256	все равно	1	2
257	должно быть	2	2
258	иначе говоря	9	2
259	и тогда	2	2
260	или менее	1	2
261	в этих	1	2
262	отрыве от	2	2
263	когда ее	1	2
264	речи от	1	2
265	том же	1	2
266	в такой	1	2
267	всякий раз	3	2
268	и той	1	2
269	бы мы	1	2
270	для данного	2	2
271	быть может	2	2
272	нас к	1	2
273	под этим	1	2
274	его речи	1	2
275	этих двух	1	2
276	иными словами	1	2
277	во всем	1	2
278	что речь	1	2
279	следует что	2	2
280	с другом	1	2
281	к себе	1	2
282	не могут	3	2
283	могут быть	4	2
284	но все	1	2
285	же самое	2	2
286	его с	1	2
287	той или	6	2
288	говоря словами	1	2
289	должен быть	6	2
290	как по	1	2
291	в себя	6	2
292	на том	1	2
293	можно сказать	2	2
294	а также	3	2
295	с целью	2	2
296	в его	13	2
297	что и	3	2
298	познания но	1	2
299	научного мышления	2	2
300	как нечто	1	2
301	бы ни	2	2
302	и тем	1	2
303	вопрос об	3	2
304	действительность но	1	2
305	ибо он	1	2
306	другой плоскости	1	2
307	в одном	1	2
308	у него	1	2
309	случае не	2	2
310	были бы	1	2
311	до всякого	1	2
312	в истинном	1	2
313	или иной	6	2
314	между которыми	1	2
315	именно в	4	2
316	и составляет	2	2
317	на множество	1	2
318	для человека	1	2
319	связь с	1	2
320	человека к	4	2
321	становится на	1	2
322	на втором	1	2
323	для обозначения	1	2
324	тому как	3	2
325	что же	2	2
326	остается в	1	2
327	в категориях	2	2
328	с этой	1	2
329	на которой	1	2
330	возникает в	1	2
331	и для	1	2
332	приводит нас	1	2
333	однако и	1	2
334	к реальности	1	2
335	мира и	1	2
336	в отдельных	1	2
337	по пути	1	2
338	к его	1	2
339	мы увидим	1	2
340	ее в	1	2
341	и эта	1	2
342	себя как	1	1
343	я и	6	1
344	частности к	1	1
345	говоря о	2	1
346	неотделима от	1	1
347	предполагает что	1	1
348	сам по	1	1
349	самим по	1	1
350	тех же	1	1
351	науки о	2	1
352	для науки	3	1
353	самом простом	1	1
354	недоступной для	1	1
355	по преимуществу	1	1
356	не имеют	1	1
357	видеть в	1	1
358	со своей	1	1
359	по его	1	1
360	есть не	8	1
361	она в	1	1
362	ни даже	1	1
363	и значение	1	1
364	на первый	1	1
365	что наиболее	1	1
366	по аналогии	1	1
367	и о	2	1
368	более других	1	1
369	этот факт	1	1
370	я не	1	1
371	пространство и	1	1
372	не способен	1	1
373	в ней	1	1
374	и то	2	1
375	быть понято	1	1
376	ожидать от	1	1
377	отсылает к	2	1
378	и на	5	1
379	он был	1	1
380	вещь в	1	1
381	между собой	2	1
382	его работы	1	1
383	заключенное в	1	1
384	здесь не	2	1
385	рода что	1	1
386	когда же	1	1
387	бы то	3	1
388	в чем	1	1
389	как правило	4	1
390	в ее	1	1
391	коем случае	2	1
392	но как	1	1
393	к которой	1	1
394	не входит	1	1
395	в противовес	2	1
396	он полагает	1	1
397	один и	1	1
398	более чем	4	1
399	в той	8	1
400	его на	1	1
401	данный момент	1	1
402	одном из	1	1
403	дифференцируется на	1	1
404	однако не	3	1
405	сознания в	4	1
406	и наконец	1	1
407	автора мы	1	1
408	и тот	1	1
409	смысла но	4	1
410	с той	1	1
411	ситуации в	1	1
412	точкой зрения	1	1
413	та же	1	1
414	в нашем	3	1
415	наличии у	1	1
416	учение о	1	1
417	думать что	2	1
418	только один	1	1
419	имеем в	1	1
420	тому же	4	1
421	в нем	3	1
422	еще а	1	1
423	которая является	1	1
424	не являются	2	1
425	функции и	1	1
426	не способно	1	1
427	не к	2	1
428	собой не	2	1
429	в предыдущих	1	1
430	свое время	2	1
431	любой из	1	1
432	том и	2	1
433	мысли как	1	1
434	на этом	2	1
435	всех своих	1	1
436	случае если	1	1
437	одно и	1	1
438	и заключается	2	1
439	в основу	1	1
440	исходя из	4	1
441	в любых	1	1
442	этом последнем	1	1
443	а вместе	1	1
444	то ни	3	1
445	могла бы	3	1
446	а затем	1	1
447	во внутреннюю	1	1
448	и может	1	1
449	материала и	1	1
450	его в	1	1
451	входит в	1	1
452	того или	3	1
453	с самим	1	1
454	полноте и	1	1
455	с вопросом	1	1
456	спор в	1	1
457	по мысли	3	1
458	мы постараемся	1	1
459	ниже при	1	1
460	ведь если	1	1
461	поведения и	1	1
462	который по	1	1
463	для них	1	1
464	и во-вторых	1	1
465	присущи и	1	1
466	что не	3	1
467	с тем	1	1
468	не всегда	4	1
469	такой же	2	1
470	автора и	3	1
471	своего изменения	1	1
472	что объективная	1	1
473	в ходе	3	1
474	и при	1	1
475	этому пути	1	1
476	место в	3	1
477	на каждом	2	1
478	речевого общения	1	1
479	то его	1	1
480	не от	1	1
481	своих частях	1	1
482	и другого	4	1
483	факторов в	1	1
484	есть его	1	1
485	которые в	2	1
486	ни было	4	1
487	однако в	3	1
488	и наоборот	1	1
489	бы быть	3	1
490	зрения и	1	1
491	мы встречаемся	1	1
492	случае мы	1	1
493	тому что	1	1
494	она по	1	1
495	а от	1	1
496	мы вынуждены	1	1
497	от сознания	1	1
498	существует независимо	1	1
499	сущности говоря	1	1
500	в обоих	1	1
501	занимает центральное	1	1
502	дело не	3	1
503	различных форм	1	1
504	к этим	1	1
505	на него	1	1
506	его собственного	1	1
507	в самых	1	1
508	в деятельности	1	1
509	наблюдений над	1	1
510	языком и	1	1
511	все без	1	1
512	только не	2	1
513	о природе	1	1
514	в коем	2	1
515	эта сторона	1	1
