N	3gram	Tiupa_Disk_2	Istorich
1	с другой стороны	1	8
2	с одной стороны	4	7
3	в этом случае	2	6
4	в том что	6	5
5	о том что	3	4
6	в данном случае	6	3
7	не может быть	3	3
8	том что в	1	2
9	только то что	1	2
10	такой же как	1	2
11	во всяком случае	1	2
12	по отношению к	4	2
13	как в сказании	1	2
14	это еще не	2	2
15	как и в	5	2
16	в другом месте	1	1
17	в этом мире	2	1
18	в обоих случаях	2	1
19	лицом к лицу	1	1
20	в том числе	1	1
21	одной стороны и	2	1
22	а потом и	2	1
23	одно из значений	1	1
24	человеком и богом	1	1
25	и не может	2	1
26	отличие от рассмотренных	2	1
27	друг на друга	1	1
28	что в одном	1	1
29	по аналогии с	1	1
30	том числе и	1	1
31	но это не	1	1
32	на первый взгляд	2	1
33	на спине и	1	1
34	и то что	2	1
35	одно и то	2	1
36	на передний план	1	1
37	и мн др	2	1
38	но тут же	1	1
39	но при этом	2	1
40	и то же	2	1
41	а также и	1	1
42	а с другой	1	1
43	между человеком и	1	1
44	он представляет собой	1	1
45	и на примере	1	1
46	о смерти а	1	1
47	в свое время	2	1
48	в общих чертах	1	1
49	так и в	3	1
50	жизнью и смертью	2	1
51	подобно тому как	2	1
52	речь идет о	1	1
53	не менее в	1	1
54	можно сказать что	1	1
55	от рассмотренных выше	1	1
56	тем не менее	1	1
57	здесь как и	1	1
58	в себе не	1	1
