N	2gram	Vygotskiy__5	Problema
1	в его	11	43
2	и не	12	42
3	и в	16	38
4	не может	18	27
5	может быть	9	26
6	как бы	5	22
7	по отношению	12	21
8	отношению к	12	19
9	и с	3	17
10	и его	3	16
11	в этом	25	15
12	в нем	7	15
13	только в	10	13
14	прежде всего	3	13
15	независимо от	1	13
16	но не	10	12
17	за пределы	4	12
18	в единстве	2	12
19	во всех	2	11
20	в области	12	11
21	ни в	1	11
22	и для	1	11
23	отношение к	11	10
24	таким образом	19	10
25	в их	3	10
26	к нему	3	10
27	не только	16	9
28	не имеет	4	9
29	его в	2	9
30	имеет дело	1	9
31	но и	6	9
32	и как	3	8
33	входит в	1	8
34	было бы	10	8
35	точки зрения	18	8
36	место в	1	8
37	в том	18	8
38	то что	26	8
39	еще не	4	7
40	в самом	4	7
41	вообще не	4	7
42	в плане	1	7
43	как и	8	7
44	не в	6	7
45	как мы	10	7
46	с другой	4	7
47	между тем	3	7
48	с помощью	10	7
49	совершенно не	2	7
50	в своей	2	7
51	что в	16	7
52	отношения к	2	6
53	самом деле	3	6
54	на основе	2	6
55	там где	1	6
56	и наконец	1	6
57	в пределах	4	6
58	с точки	9	6
59	не есть	4	6
60	и этим	1	6
61	ничего не	5	6
62	дело с	1	6
63	есть чисто	1	6
64	содержания и	1	6
65	мы можем	6	6
66	все же	3	6
67	а в	3	6
68	высшей степени	2	5
69	объект в	1	5
70	отличие от	2	5
71	в своем	5	5
72	все эти	4	5
73	при этом	4	5
74	то же	8	5
75	это не	4	5
76	в них	2	5
77	рядом с	1	5
78	в высшей	2	5
79	в отличие	2	5
80	так и	7	5
81	форму в	1	5
82	в основе	8	5
83	и о	1	5
84	никогда не	5	5
85	не нужно	1	5
86	с ним	5	5
87	может иметь	2	5
88	и прежде	1	5
89	не на	3	5
90	а не	10	5
91	могут быть	4	5
92	должно быть	8	5
93	имеет место	2	5
94	на самом	1	4
95	должна быть	5	4
96	в виду	2	4
97	в ней	2	4
98	относится к	1	4
99	как в	5	4
100	но в	6	4
101	в нашем	1	4
102	в себе	1	4
103	в данном	1	4
104	не менее	3	4
105	но они	2	4
106	тем самым	8	4
107	о значении	1	4
108	в то	5	4
109	известной степени	1	4
110	должны быть	2	4
