N	2gram	Savitsky_E_1	Narrotol
1	не только	18	26
2	а не	2	17
3	представляет собой	3	16
4	тогда как	1	15
5	но и	14	15
6	при этом	1	14
7	в том	11	14
8	в качестве	14	14
9	и не	14	14
10	в этом	12	13
11	и в	37	13
12	том что	6	13
13	состоит в	1	12
14	только в	9	11
15	в частности	5	11
16	может быть	6	10
17	в данном	3	10
18	сводится к	1	9
19	так и	10	9
20	то есть	6	9
21	к тому	8	9
22	а в	2	9
23	в себе	9	8
24	то что	6	8
25	не в	5	8
26	не может	9	8
27	иначе говоря	2	7
28	не сводится	1	7
29	в рамках	1	6
30	в своем	14	6
31	все же	1	6
32	и к	3	6
33	но в	14	6
34	всего лишь	3	6
35	в жизни	1	6
36	никогда не	3	6
37	данном случае	2	6
38	можно сказать	4	6
39	а также	7	6
40	в его	2	6
41	вслед за	6	6
42	того что	7	6
43	со стороны	5	6
44	прежде всего	9	6
45	как бы	6	6
46	жизни в	3	6
47	отличие от	1	5
48	как в	3	5
49	хотя и	2	5
50	в нем	1	5
51	он не	2	5
52	таким образом	2	5
53	и тем	3	5
54	далеко не	2	5
55	точки зрения	23	5
56	в котором	2	5
57	место в	3	5
58	тем самым	5	5
59	в то	16	5
60	о том	3	5
61	с одной	8	5
62	по отношению	1	5
63	с другой	7	5
64	одной стороны	8	5
65	в той	5	5
66	в отличие	1	5
67	то же	15	4
68	в ее	8	4
69	в этой	2	4
70	отнюдь не	9	4
71	что это	2	4
72	тому же	1	4
73	в силу	2	4
74	уже не	1	4
75	в мире	2	4
76	об этом	1	4
77	войны и	2	4
78	в своей	8	4
79	не к	2	4
80	не менее	1	4
81	если бы	2	4
82	истории в	1	4
83	в какой	2	4
84	для него	1	4
85	как и	7	4
86	мира в	4	4
87	как это	4	4
88	не является	3	4
89	и все	2	4
90	с ним	1	4
91	же в	2	4
92	жизни и	2	4
93	что в	21	4
94	все что	1	4
95	поскольку не	1	3
96	для себя	1	3
97	с его	1	3
98	но не	5	3
99	большей части	2	3
100	все эти	1	3
101	в известном	3	3
102	и его	1	3
103	и по	5	3
104	того или	4	3
105	соответствии с	1	3
106	и того	2	3
107	тому что	1	3
108	одна из	1	3
109	того чтобы	6	3
110	же время	14	3
111	по своей	2	3
112	этом отношении	3	3
113	в состав	1	3
114	той или	4	3
115	как по	1	3
116	и когда	1	3
117	и сам	1	3
118	мира и	3	3
119	между собой	2	3
120	о котором	1	3
121	внимание на	1	3
122	к ней	4	3
123	известном смысле	3	3
124	один из	1	3
125	с ними	1	3
126	между тем	8	3
127	то и	1	3
128	представить себе	1	3
129	и даже	6	3
130	или иной	4	3
131	по большей	1	3
132	только к	2	3
133	в соответствии	1	3
134	с этой	6	3
135	в аспекте	1	3
136	и для	3	3
137	лицо и	1	3
138	а к	1	3
139	сказать что	4	3
140	или иного	4	3
141	в таком	3	3
142	и т	1	2
143	должна быть	2	2
144	мы не	4	2
145	же как	5	2
146	в будущем	3	2
147	в каждой	1	2
148	в ней	4	2
149	он сам	2	2
150	столь же	5	2
151	в центре	1	2
152	ней в	1	2
153	однако не	1	2
154	могли бы	1	2
155	не являются	1	2
156	в самом	4	2
157	себя с	1	2
158	бы с	1	2
159	в нашем	1	2
160	на то	6	2
161	в случае	2	2
162	жизнью и	1	2
163	в принципе	1	2
164	чтобы в	1	2
165	не будет	3	2
166	той же	1	2
167	было бы	8	2
168	несмотря на	4	2
169	бы на	1	2
170	с точки	17	2
171	и что	2	2
172	и более	2	2
173	в культуре	3	2
174	мира не	2	2
175	что с	1	2
176	в обоих	1	2
177	не имеет	4	2
178	в процессе	4	2
179	говорить о	1	2
180	потому что	3	2
181	для нас	4	2
182	со своим	1	2
183	с таким	1	2
184	в сознании	1	2
185	в области	11	2
186	у нас	1	2
187	в направлении	4	2
188	имеет место	2	2
189	оно не	1	2
190	мысль о	1	2
191	то чтобы	1	2
192	на свой	1	2
193	можно было	3	2
194	те же	1	2
195	во второй	3	2
196	быть может	1	2
197	как было	3	2
198	существования в	3	2
199	или иначе	1	2
200	эти два	1	2
201	что и	3	2
202	дело с	1	2
203	исключительно в	2	2
204	в виде	5	2
205	в начале	1	2
206	участие в	2	2
207	обратиться к	1	2
208	одно из	1	2
209	вовсе не	6	2
210	в других	2	2
211	своему характеру	2	2
212	не обязательно	1	2
213	именно в	4	2
214	говорит о	3	2
215	принадлежит не	1	2
216	зависит от	1	2
217	если не	1	2
218	более чем	2	2
219	так же	9	2
220	по своему	7	2
221	в течение	5	2
222	его жизни	1	2
223	которое не	1	2
224	но это	1	2
225	ни для	1	2
226	к которому	1	2
227	в результате	3	2
228	но также	2	2
229	бы в	2	2
230	тем более	4	2
231	хотя бы	15	2
232	в свою	3	2
233	в своих	2	2
234	можно назвать	1	2
235	как на	3	2
236	также и	7	1
237	например в	1	1
238	самым в	2	1
239	определенный момент	1	1
240	перед лицом	1	1
241	в определенный	1	1
242	противном случае	1	1
243	ведь и	2	1
244	можно развернуть	1	1
245	вопрос о	4	1
246	именно к	2	1
247	развернуть в	1	1
248	как то	1	1
249	а для	1	1
250	на себя	3	1
251	о возможности	1	1
252	на практике	1	1
253	и другая	2	1
254	вместо того	1	1
255	в некотором	4	1
256	быть в	1	1
257	во всех	6	1
258	бы она	1	1
259	совершенно прав	2	1
260	а тем	2	1
261	в сторону	2	1
262	в общем	3	1
263	с совершенно	1	1
264	очевидно что	3	1
265	в новом	1	1
266	быть сведена	1	1
267	за пределы	1	1
268	можно представить	1	1
269	относится к	1	1
270	невозможна вне	1	1
271	наряду с	2	1
272	в одной	1	1
273	человеческого бытия	1	1
274	в противном	1	1
275	находящиеся в	1	1
276	и как	2	1
277	и наконец	2	1
278	его к	1	1
279	оказаться в	1	1
280	более или	1	1
281	себе не	3	1
282	тем для	1	1
283	то в	4	1
284	за свои	1	1
285	бы и	3	1
286	все так	1	1
287	поскольку в	1	1
288	по преимуществу	2	1
289	с их	1	1
290	своей судьбой	1	1
291	этой культуры	2	1
292	бы от	2	1
293	сейчас и	1	1
294	к некоторому	1	1
295	или иному	2	1
296	в формах	1	1
297	какой бы	2	1
298	на этом	1	1
299	его можно	1	1
300	такая постановка	1	1
301	с собой	1	1
302	поскольку она	2	1
303	которая при	1	1
304	в будущее	2	1
305	входит в	1	1
306	есть не	2	1
307	по природе	1	1
308	которая как	1	1
309	этом смысле	3	1
310	истории и	1	1
311	роли и	1	1
312	к которым	5	1
313	исключает возможности	1	1
314	нельзя признать	1	1
315	жизни но	1	1
316	определенного рода	1	1
317	в развитии	2	1
318	мировой истории	1	1
319	должно быть	1	1
320	между ними	2	1
321	одного и	1	1
322	или менее	1	1
323	есть в	2	1
324	но поскольку	2	1
325	в такой	1	1
326	всяком случае	3	1
327	она в	3	1
328	то его	1	1
329	в которых	3	1
330	от себя	1	1
331	признать что	1	1
332	же может	1	1
333	для нее	1	1
334	освободиться от	1	1
335	связи с	1	1
336	современного человека	1	1
337	в отношении	32	1
338	можно ли	3	1
339	на рубеже	1	1
340	вплоть до	1	1
