N	2gram	Vygotskiy__2	Vvedenie
1	и в	15	32
2	в том	33	31
3	в этом	19	30
4	том что	27	26
5	может быть	9	26
6	не только	15	22
7	для того	10	21
8	того чтобы	12	20
9	таким образом	14	19
10	также и	2	18
11	то что	20	16
12	потому что	7	15
13	так как	4	15
14	не может	9	14
15	в самом	11	13
16	в нем	1	13
17	о том	9	13
18	со стороны	3	13
19	в их	2	12
20	в общем	3	12
21	представляет собой	2	12
22	в его	2	12
23	того что	17	12
24	только в	4	12
25	и не	7	12
26	как на	1	12
27	как мы	6	11
28	в ее	1	11
29	в данном	3	11
30	что такое	1	11
31	языка и	3	10
32	что в	14	10
33	то же	5	9
34	в истории	6	9
35	и как	2	9
36	но в	6	9
37	по себе	7	9
38	как об	1	9
39	между тем	1	9
40	в той	1	9
41	этом смысле	2	9
42	науки о	1	8
43	это не	5	8
44	не в	8	8
45	с другой	6	8
46	именно в	2	8
47	самом деле	6	7
48	вопрос о	5	7
49	но не	3	7
50	все же	4	7
51	к выводу	6	7
52	было бы	10	7
53	точки зрения	26	7
54	уже и	2	7
55	в применении	2	7
56	можно было	5	7
57	выводу что	1	7
58	как нечто	2	7
59	прежде всего	4	7
60	смысле этого	3	7
61	о котором	1	7
62	смысле слова	5	6
63	и это	3	6
64	из этих	4	6
65	как он	6	6
66	том чтобы	4	6
67	его в	1	6
68	с тем	1	6
69	как и	6	6
70	вовсе не	6	6
71	в качестве	4	6
72	тем что	2	6
73	не могут	2	6
74	о природе	1	6
75	один из	1	6
76	этот вопрос	5	6
77	и его	4	6
78	и даже	5	6
79	до сих	1	6
80	но и	10	6
81	а именно	1	6
82	применении к	1	6
83	сих пор	1	6
84	все это	4	6
85	хотя бы	4	6
86	в целом	10	5
87	с их	2	5
88	приходим к	1	5
89	об этом	3	5
90	и тем	2	5
91	данном случае	3	5
92	в них	4	5
93	но если	2	5
94	в которых	3	5
95	сказать что	6	5
96	могут быть	2	5
97	как например	2	5
98	так что	1	5
99	уже в	5	5
100	не есть	1	5
101	что не	1	5
102	на этот	6	5
103	а не	3	5
104	в течение	2	5
105	как бы	7	5
106	другой стороны	1	5
107	вместе с	6	5
108	связана с	4	4
109	и то	1	4
110	как это	6	4
111	связи между	1	4
112	той же	2	4
113	мы имеем	3	4
114	по отношению	6	4
115	независимо от	4	4
116	как уже	2	4
117	от этого	2	4
118	в себе	2	4
119	но ведь	2	4
120	и заключается	1	4
121	должен был	1	4
122	в своей	4	4
123	в котором	2	4
124	по сравнению	5	4
125	как о	1	4
126	не имеет	4	4
127	нельзя не	1	4
128	только с	1	4
129	на вопрос	4	4
130	и т.д	12	4
131	и что	8	4
132	как она	1	4
133	что он	12	4
134	и ее	3	4
135	с одной	7	4
136	в виде	1	4
137	речь в	3	4
138	одно из	1	4
139	всяком случае	6	4
140	само по	2	4
141	как раз	4	4
142	этом отношении	3	4
143	в особенности	1	4
144	одной стороны	7	4
145	и обратно	2	4
146	по мере	1	4
147	еще и	1	4
148	видит в	2	4
149	сравнению с	5	4
150	с этой	2	4
151	и для	2	4
152	только что	3	4
153	а в	4	4
154	отношению к	5	4
155	во всяком	7	4
156	не признать	1	3
157	и есть	2	3
158	собственном смысле	3	3
159	в германии	1	3
160	всего того	1	3
161	что уже	1	3
162	в сущности	9	3
163	так чтобы	1	3
164	говорить о	2	3
165	то это	1	3
166	в виду	6	3
167	и на	1	3
168	он сам	3	3
169	ответа на	1	3
170	в чем	1	3
171	ответ на	1	3
172	сама по	2	3
173	нет надобности	1	3
174	стороны и	2	3
175	однако не	1	3
176	и к	6	3
177	за собой	2	3
178	бы и	3	3
179	что это	6	3
180	все эти	3	3
181	в этой	6	3
182	в известном	2	3
183	что она	3	3
184	при этом	3	3
185	если бы	8	3
186	что представляет	1	3
187	вообще не	1	3
188	свое время	1	3
189	на этом	1	3
190	на этой	2	3
191	заключается в	8	3
192	в свое	1	3
193	мы видели	6	3
194	чем в	2	3
195	нисколько не	2	3
196	со всей	4	3
197	в этих	2	3
198	понятно что	2	3
199	и вот	1	3
200	есть еще	1	3
201	однако в	1	3
202	тогда когда	5	3
203	дело в	1	3
204	дело не	1	3
205	своей природе	1	3
206	связи с	9	3
207	языков в	2	3
208	в области	1	3
209	но все	2	3
210	должен быть	2	3
211	в ней	1	3
212	в собственном	3	3
213	на том	2	3
214	и вообще	2	3
215	вот почему	3	3
216	язык и	1	3
217	можно сказать	2	3
218	а также	2	3
219	в конечном	4	3
220	что с	5	3
221	или как	2	3
222	к нему	1	3
223	раньше чем	2	3
224	известном смысле	1	3
225	культурного развития	1	3
226	одной из	3	3
227	что даже	1	3
228	в начале	4	3
229	при помощи	4	3
230	и других	2	3
231	из них	3	3
232	в одном	2	3
233	что и	2	3
234	но что	2	3
235	в очень	1	3
236	а потому	1	3
237	до конца	1	3
238	только по	1	3
239	на основании	1	3
240	зависит от	1	3
241	так называемых	2	3
242	так же	4	3
243	что же	2	3
244	да и	1	3
245	как две	1	3
246	материал для	1	3
247	действительность в	1	3
248	в своем	9	3
249	но с	2	3
250	к тому	7	3
251	об отношении	3	3
252	в результате	3	3
253	к этому	4	3
254	в частности	6	3
255	гораздо более	1	3
256	же как	2	2
257	и до	3	2
258	что мы	9	2
259	мы уже	6	2
260	есть не	1	2
261	мы не	10	2
262	что если	2	2
263	изложения и	1	2
264	имеет свою	2	2
265	которого мы	1	2
266	в основу	1	2
267	и со	1	2
268	что можно	3	2
269	которое в	1	2
270	так называемые	1	2
271	того же	3	2
272	время в	1	2
273	себе и	1	2
274	чем же	1	2
275	так называемая	1	2
276	его к	2	2
277	бы с	3	2
278	от действительности	5	2
279	учение о	1	2
280	что каждая	2	2
281	не следует	2	2
282	о которой	1	2
283	не к	1	2
284	в силу	2	2
285	но вместе	1	2
286	подобно тому	2	2
287	к книге	1	2
288	но дело	1	2
289	и наоборот	1	2
290	в другом	2	2
291	и с	4	2
292	входит в	1	2
293	на протяжении	2	2
294	которая как	1	2
295	который по	1	2
296	для них	1	2
297	о которых	3	2
298	во внимание	1	2
299	несмотря на	4	2
300	ни с	1	2
301	должно быть	2	2
302	после этого	2	2
303	и тогда	2	2
304	момента в	1	2
305	из того	4	2
306	и при	1	2
307	с точки	18	2
308	состоит в	3	2
309	мысли и	1	2
310	для объяснения	1	2
311	и той	2	2
312	так называемое	1	2
313	том же	2	2
314	тому что	1	2
315	в отношении	6	2
316	определяет как	1	2
317	того как	4	2
318	одна из	1	2
319	никогда не	8	2
320	казалось бы	8	2
321	ничего не	3	2
322	следует что	2	2
323	этого термина	1	2
324	от того	2	2
325	у нас	1	2
326	к таким	1	2
327	когда мы	1	2
328	лежит в	3	2
329	как только	2	2
330	этой книги	1	2
331	той или	2	2
332	что остается	1	2
333	рядом с	1	2
334	свое значение	1	2
335	то она	1	2
336	в дальнейшем	1	2
337	значение в	3	2
338	и сам	3	2
339	с наукой	1	2
340	из двух	3	2
341	так и	8	2
342	не исчерпывается	1	2
343	для этого	3	2
344	же самое	2	2
345	в известных	1	2
346	и здесь	1	2
347	и должно	1	2
348	другом месте	2	2
349	исследования и	1	2
350	к действительности	8	2
351	с соответствующими	1	2
352	вопросу о	1	2
353	связь между	5	2
354	во всех	2	2
355	возникает и	1	2
356	этому поводу	3	2
357	в языке	1	2
358	говорит он	12	2
359	вообще и	1	2
360	тем более	3	2
361	все время	3	2
362	народов и	1	2
363	здесь не	1	2
364	философии и	3	2
365	и так	1	2
366	по этому	6	2
367	именно на	1	2
368	сомнений в	1	2
369	только на	1	2
370	течение многих	1	2
371	мы можем	10	2
372	могло бы	1	2
373	или иной	2	2
374	в соответствующих	1	2
375	по его	1	2
376	и др	5	2
377	по тем	1	2
378	поставить в	1	2
379	языка не	1	2
380	бы ее	1	2
381	ближе к	1	2
382	должна была	1	2
383	в связи	6	2
384	виде в	1	2
385	с помощью	5	2
386	все более	1	2
387	него в	1	2
388	мы говорим	1	2
389	из которых	3	2
390	с этим	3	2
391	этого слова	3	2
392	тому как	2	2
393	это есть	2	2
394	того не	1	2
395	по существу	5	2
396	но это	1	2
397	и развития	2	2
398	в более	2	2
399	не существует	3	2
400	между ними	1	2
401	обе эти	1	2
402	это может	1	2
403	у них	2	2
404	или нет	1	2
405	бы в	1	2
406	мы должны	6	2
407	с ней	2	2
408	природе и	1	2
409	с научной	1	2
410	другого рода	2	2
411	точно так	1	2
412	объяснения того	1	1
413	я и	1	1
414	направленности на	1	1
415	до него	1	1
416	относится и	1	1
417	сам по	1	1
418	проблемы в	1	1
419	этом пункте	2	1
420	на самом	3	1
421	человека к	2	1
422	в стороне	2	1
423	это и	1	1
424	на деле	5	1
425	который можно	1	1
426	но действительность	1	1
427	отношения между	3	1
428	и внутри	1	1
429	речь идет	2	1
430	что эти	1	1
431	видеть в	1	1
432	в зависимости	6	1
433	и последовательные	1	1
434	долгое время	1	1
435	своих исследованиях	1	1
436	в нерасчлененном	1	1
437	та же	1	1
438	двух разнородных	1	1
439	исследования в	1	1
440	есть нечто	2	1
441	в учении	6	1
442	пункте и	1	1
443	свою особую	1	1
444	идеализма и	1	1
445	реальным и	1	1
446	развития с	2	1
447	быть понято	1	1
448	которую можно	2	1
449	которые он	2	1
450	он был	1	1
451	заключенное в	1	1
452	что его	4	1
453	которое он	1	1
454	действительно все	1	1
455	более того	1	1
456	то мы	1	1
457	как если	1	1
458	предисловии к	4	1
459	но как	1	1
460	что способно	1	1
461	в противовес	1	1
462	одном и	1	1
463	только тогда	2	1
464	очевидно что	3	1
465	а и	1	1
466	как в	4	1
467	отличие от	3	1
468	нет и	2	1
469	и речи	13	1
470	что они	3	1
471	момент он	1	1
472	мы снова	1	1
473	при известных	1	1
474	общего с	2	1
475	каждая из	2	1
476	что действительно	1	1
477	смежных областей	1	1
478	с удивительной	1	1
479	в одних	1	1
480	целом но	2	1
481	говорит что	5	1
482	показывает что	1	1
483	более или	2	1
484	себе не	1	1
485	образом отношения	1	1
486	и принципиально	1	1
487	у разных	1	1
488	этой идеи	1	1
489	для которого	3	1
490	еще на	1	1
491	в которой	4	1
492	бы сказать	1	1
493	он в	3	1
494	научных данных	1	1
495	действительности а	1	1
496	то обстоятельство	1	1
497	раз в	2	1
498	и тот	1	1
499	особенно важно	1	1
500	только один	1	1
501	имеем в	1	1
502	тому же	1	1
503	имеют не	1	1
504	на то	6	1
505	но на	3	1
506	с чем	1	1
507	по словам	1	1
508	его исследования	1	1
509	время и	1	1
510	в реальной	1	1
511	слова а	1	1
512	он должен	2	1
513	же это	2	1
514	как увидим	2	1
515	собой не	1	1
516	существует и	1	1
517	мысли как	1	1
518	для данной	2	1
519	что признание	1	1
520	именно это	1	1
