N	2gram	Bakhtin_sl_2	Myslijsy
1	то есть	26	34
2	то что	2	29
3	может быть	37	26
4	таким образом	8	24
5	в этом	16	23
6	в том	5	23
7	и в	39	23
8	в слове	6	22
9	и проч	2	18
10	и не	22	18
11	что в	3	17
12	в языке	2	16
13	при этом	7	15
14	только в	5	15
15	то же	4	14
16	в себе	2	14
17	как и	6	14
18	того что	1	14
19	так как	4	14
20	для нас	5	14
21	не было	2	12
22	а не	14	12
23	том что	5	12
24	не в	9	11
25	по себе	5	11
26	но и	21	11
27	не может	20	11
28	что слово	1	10
29	по отношению	4	10
30	не только	24	10
31	мы можем	1	10
32	тем что	1	10
33	и потому	7	10
34	между тем	3	9
35	мы не	2	8
36	в своем	6	8
37	но в	6	8
38	тогда когда	2	8
39	о том	2	8
40	другими словами	1	8
41	сказать что	3	8
42	отношению к	4	8
43	и т	35	7
44	мы говорим	1	7
45	как в	13	7
46	с этим	2	7
47	на то	1	7
48	в нем	19	7
49	что такое	1	7
50	мысли и	1	7
51	это не	5	7
52	что язык	2	7
53	и что	1	7
54	что и	3	7
55	вовсе не	10	7
56	могут быть	7	7
57	этого слова	1	7
58	независимо от	2	6
59	и к	6	6
60	того как	2	6
61	так и	15	6
62	что не	1	6
63	для того	2	6
64	такой степени	1	6
65	вместе с	2	6
66	тем и	1	6
67	говорить о	3	5
68	хотя и	2	5
69	бы и	3	5
70	как бы	7	5
71	так сказать	6	5
72	должно быть	1	5
73	не менее	4	5
74	с ним	7	5
75	образом в	1	5
76	к нему	3	5
77	не можем	1	5
78	уже в	2	5
79	в его	7	5
80	для него	7	5
81	слова и	8	5
82	этом случае	6	5
83	все это	16	5
84	язык не	4	5
85	а в	4	5
86	во всяком	3	5
87	мысли то	1	4
88	есть не	1	4
89	и о	1	4
90	в истории	11	4
91	что как	1	4
92	могли бы	1	4
93	и с	9	4
94	его в	4	4
95	с другими	4	4
96	и тем	1	4
97	точки зрения	8	4
98	сих пор	2	4
99	тем не	1	4
100	т п	33	4
101	и более	2	4
102	в то	4	4
103	на котором	2	4
104	того чтобы	2	4
105	это слово	1	4
106	со своим	9	4
107	в сознании	1	4
108	языке и	1	4
109	если же	1	4
110	и может	1	4
111	можно сказать	1	4
112	что он	2	4
113	хотя бы	3	4
114	в одном	2	4
115	только на	1	4
116	до сих	2	4
117	а именно	2	4
118	но есть	1	4
119	на основании	1	4
120	самое слово	1	4
121	в данном	2	4
122	в той	4	4
123	да и	1	4
124	слов в	2	4
125	новое слово	2	4
126	и все	5	4
127	слово в	11	4
128	только как	1	4
129	слова то	1	4
130	в таком	4	4
131	например в	5	3
132	языка с	2	3
133	человека и	3	3
134	и есть	1	3
135	и до	1	3
136	слова в	13	3
137	мы уже	2	3
138	той же	3	3
139	и значение	1	3
140	еще не	7	3
141	и на	4	3
142	то мы	1	3
143	к слову	1	3
144	там где	6	3
145	в самом	1	3
146	все эти	6	3
147	так в	2	3
148	на его	2	3
149	т д	2	3
150	языком и	7	3
151	и по	1	3
152	в нее	2	3
153	в каждом	1	3
154	лишь в	3	3
155	но уже	1	3
156	в них	6	3
157	все равно	1	3
158	не всегда	2	3
159	ведет к	1	3
160	с точки	3	3
161	но это	3	3
162	возможно только	1	3
163	слово для	3	3
164	на себе	1	3
165	связанная с	1	3
166	в нас	1	3
167	только не	1	3
168	никогда не	7	3
169	же время	4	3
170	связи с	3	3
171	внутреннюю форму	2	3
172	слова с	4	3
173	языка и	9	3
174	те же	2	3
175	ту же	3	3
176	слово и	5	3
177	в виду	1	3
178	и только	1	3
179	вообще и	1	3
180	и следовательно	1	3
181	с ними	5	3
182	пор не	2	3
183	с нею	1	3
184	уже не	5	3
185	в поэзии	2	3
186	слова не	4	3
187	и других	4	3
188	и их	5	3
189	всяком случае	2	3
190	самого слова	1	3
191	даже и	4	3
192	именно в	2	3
193	лишь тогда	2	3
194	все более	1	3
195	со словом	5	3
196	поэтический образ	1	3
197	и таким	1	3
198	в смысле	4	3
199	кроме того	2	3
200	известной степени	2	3
201	и другим	2	3
202	в этих	7	3
203	я говорю	1	3
204	в процессе	13	3
205	языку и	4	2
206	явления и	1	2
207	можно лишь	1	2
208	а как	1	2
209	как мы	7	2
210	гуманитарных наук	1	2
211	слова например	2	2
212	в ней	3	2
213	проявляется в	1	2
