N	2gram	Bakhtin_Fr_4	Russkaja
1	не может	2	22
2	и не	16	19
3	в том	7	17
4	в этом	11	17
5	и в	29	14
6	то что	4	13
7	то же	10	11
8	точки зрения	4	11
9	таким образом	20	11
10	в то	10	10
11	же время	8	10
12	но и	9	10
13	в себе	3	9
14	не только	10	9
15	том что	3	9
16	с точки	2	9
17	может быть	2	9
18	церкви и	3	9
19	того чтобы	3	8
20	прежде всего	8	8
21	как на	2	8
22	самом деле	1	7
23	и если	1	7
24	и с	9	7
25	в данном	1	7
26	к тому	2	7
27	не будет	1	7
28	о том	2	7
29	если в	2	6
30	в своем	3	6
31	и к	2	6
32	в россии	1	6
33	в своих	2	6
34	и при	2	6
35	если бы	1	6
36	все это	4	6
37	и для	2	6
38	для того	3	6
39	что он	4	6
40	для всех	1	6
41	для него	1	6
42	на самом	4	6
43	и на	11	5
44	во имя	1	5
45	на то	1	5
46	в нем	5	5
47	при этом	3	5
48	он не	3	5
49	в своей	5	5
50	никогда не	2	5
51	потому что	1	5
52	только в	2	5
53	конечно не	4	5
54	до сих	1	5
55	сих пор	1	5
56	жизни в	2	5
57	и то	2	4
58	но не	2	4
59	себя в	2	4
60	все же	3	4
61	более или	3	4
62	в этой	13	4
63	на земле	1	4
64	том случае	1	4
65	его в	9	4
66	как и	12	4
67	или менее	3	4
68	в их	2	4
69	во всем	1	4
70	от того	1	4
71	в мире	1	4
72	можно было	1	4
73	в его	8	4
74	чудесным образом	2	4
75	так как	7	4
76	со стороны	2	4
77	как бы	8	4
78	в другое	1	4
79	жизни и	4	4
80	что в	1	4
81	все что	1	4
82	вряд ли	1	3
83	то в	3	3
84	и этот	1	3
85	признание что	1	3
86	говорить о	1	3
87	от церкви	1	3
88	еще не	4	3
89	он сам	1	3
90	что они	2	3
91	в самом	1	3
92	что это	5	3
93	главным образом	1	3
94	на том	1	3
95	и по	5	3
96	всех этих	3	3
97	знаем что	1	3
98	можно ли	1	3
99	связи с	2	3
100	что все	1	3
101	данном случае	1	3
102	собой и	1	3
103	но мы	2	3
104	и во	1	3
105	что и	1	3
106	а следовательно	1	3
107	того что	3	3
108	одной из	2	3
109	в качестве	3	3
110	в большинстве	6	3
111	в виде	1	3
112	из них	6	3
113	в конце	9	3
114	друг друга	2	3
115	тем что	4	3
116	именно в	2	3
117	и потому	1	3
118	да и	2	3
119	культуры в	1	3
120	или в	2	3
121	о котором	1	3
122	конце концов	4	3
123	и как	3	3
124	все они	5	3
125	из этого	2	3
126	случае если	1	3
127	себя как	1	2
128	и есть	4	2
129	должна быть	1	2
130	видеть в	1	2
131	приводят к	1	2
132	но она	2	2
133	но даже	1	2
134	в ней	3	2
135	в таком	1	2
136	вполне и	1	2
137	именно на	1	2
138	с этим	1	2
139	целый ряд	1	2
140	и наконец	2	2
141	но в	12	2
142	все эти	9	2
143	и тот	2	2
144	отправной точкой	1	2
145	и вот	3	2
146	мы уже	10	2
147	на этой	2	2
148	же образом	1	2
149	одному из	2	2
150	ему по	1	2
151	и тогда	1	2
152	в этих	2	2
153	во время	10	2
154	что такое	1	2
155	в котором	2	2
156	место в	2	2
157	в силу	1	2
158	друг другу	1	2
159	их в	2	2
160	том же	2	2
161	только для	4	2
162	принадлежат к	2	2
163	для нас	1	2
164	у него	5	2
165	следовательно и	1	2
166	чтобы их	1	2
167	людей и	1	2
168	как будто	2	2
169	если же	2	2
170	и о	5	2
171	во главе	1	2
172	за то	1	2
173	в борьбе	1	2
174	и должно	1	2
175	и что	1	2
176	от него	1	2
177	к нему	3	2
178	это в	2	2
179	отметить что	3	2
180	быть и	1	2
181	по этому	1	2
182	уже не	2	2
183	только на	1	2
184	его и	2	2
185	ни в	2	2
186	мы можем	3	2
187	в других	2	2
188	даже и	2	2
189	и даже	3	2
190	а с	1	2
191	в некоторых	1	2
192	у других	1	2
193	большинстве случаев	5	2
194	на эту	3	2
195	в частности	3	2
196	так же	7	2
197	всех людей	1	2
198	отношения к	1	2
199	есть и	4	2
200	благодаря этому	1	2
201	но это	4	2
202	этом и	1	2
203	остается в	1	2
204	и от	1	2
205	всем этим	1	2
206	в результате	4	2
207	чтобы понять	1	2
208	же дело	1	2
209	не должен	1	2
210	с ним	2	2
211	на это	1	2
212	с новыми	1	1
213	без них	1	1
214	того же	5	1
215	силы и	1	1
216	это и	5	1
217	не хочет	1	1
218	ту же	1	1
219	что эти	1	1
220	с таким	2	1
221	и за	3	1
222	также и	4	1
223	мы не	1	1
224	же как	1	1
225	он считает	1	1
226	изменений в	1	1
227	на место	1	1
228	не была	1	1
229	странах но	1	1
230	он как	1	1
231	в каждый	1	1
