N	4gram	Voloshinov_1	Problemy
1	в то же время	3	5
2	но в то же	2	3
3	и в большинстве случаев	1	2
4	сих пор совершенно не	1	2
5	одна и та же	1	2
6	с другой стороны и	1	2
7	до сих пор совершенно	1	2
8	можно сказать что вся	1	1
9	до сих пор не	1	1
10	бы то ни было	8	1
11	не только может быть	1	1
12	и не может быть	4	1
13	в том числе и	2	1
14	том что он находится	1	1
15	не может до конца	1	1
16	провести отчетливую границу между	1	1
17	друг за другом и	1	1
18	слово в то же	1	1
19	в том что он	1	1
20	одну и ту же	1	1
21	каких бы то ни	3	1
22	в большей или меньшей	1	1
23	с точки зрения содержания	1	1
24	с точки зрения этого	1	1
25	в той форме в	1	1
26	и он сам и	1	1
27	сама по себе лишена	1	1
28	и до настоящего времени	1	1
