N	3gram	Vygotskiy__3	KulturaY
1	в том что	17	10
2	можно было бы	5	9
3	с точки зрения	1	8
4	для того чтобы	7	8
5	то обстоятельство что	3	7
6	с другой стороны	3	7
7	только потому что	2	6
8	в этом смысле	2	5
9	во всяком случае	4	5
10	само по себе	2	5
11	тем не менее	5	5
12	в зависимости от	5	4
13	в этой области	1	4
14	не только в	1	4
15	не может быть	2	4
16	в этом отношении	3	3
17	точно так же	1	3
18	в конце концов	1	3
19	в связи с	5	3
20	в этом случае	1	2
21	только в том	2	2
22	хотя бы и	1	2
23	с этой точки	2	2
24	вместе с тем	10	2
25	именно в силу	1	2
26	так же как	6	2
27	в результате этого	1	2
28	к вопросу о	1	2
29	в отличие от	6	2
30	и в том	1	2
31	этой точки зрения	2	2
32	в свою очередь	2	2
33	не только потому	1	2
34	того или иного	2	2
35	и в самом	1	2
36	на то что	3	2
37	так или иначе	1	2
38	с первого же	1	2
39	этого процесса как	1	1
40	мы будем иметь	1	1
41	том что в	1	1
42	в виду не	1	1
43	состоит в том	3	1
44	прежде всего тем	1	1
45	что в самом	1	1
46	таким же образом	1	1
47	как это имеет	1	1
48	состоящий в том	1	1
49	влечет за собой	1	1
50	так как оно	1	1
51	принять во внимание	1	1
52	до сих пор	1	1
53	но и у	1	1
54	тот или иной	1	1
55	что мы имеем	1	1
56	сам по себе	1	1
57	первого же момента	1	1
58	бы то ни	1	1
59	не имеет никакого	1	1
60	мы могли бы	7	1
61	ту же мысль	1	1
62	том или ином	1	1
63	одном и том	1	1
64	и той же	2	1
65	и то что	2	1
66	в значительной степени	1	1
67	то время как	4	1
68	в данном случае	1	1
69	сами по себе	3	1
70	не потому что	1	1
71	то ни было	1	1
72	мы не знаем	1	1
73	с одной стороны	5	1
74	в пределах своего	1	1
75	и все его	1	1
76	смысле этого слова	4	1
77	и том же	1	1
78	потому что оно	2	1
79	всего тем что	1	1
80	на основе такого	2	1
81	с помощью которого	2	1
82	в известном смысле	2	1
83	по сравнению с	3	1
84	основной вывод этого	1	1
85	не могут быть	1	1
86	это имеет место	1	1
87	в последнее время	3	1
88	приводит к тому	1	1
89	всего этого процесса	1	1
90	все более и	1	1
91	могли бы сказать	3	1
92	но только в	1	1
93	понимать то что	1	1
94	не только у	1	1
95	этого слова и	1	1
96	есть не что	1	1
97	ни в каком	1	1
98	заключается в том	7	1
99	в то время	4	1
100	в том чтобы	1	1
101	то что мы	2	1
102	как и в	2	1
103	связи с этим	1	1
104	должен быть поставлен	1	1
105	о том что	3	1
106	ничего общего с	1	1
107	с самого начала	6	1
108	в связь с	1	1
109	помощью которого оно	1	1
110	более и более	1	1
111	отношении его к	1	1
112	что иное как	1	1
113	к тому чтобы	1	1
114	могут рассматриваться как	1	1
115	не выходит за	1	1
116	от того чтобы	1	1
117	к тому что	1	1
118	одной и той	2	1
119	не что иное	1	1
120	потому что она	1	1
121	сама по себе	1	1
122	не могут рассматриваться	1	1
123	по сравнению со	1	1
124	что же представляет	1	1
125	с помощью этого	2	1
126	речи так как	1	1
127	ничего принципиально нового	1	1
128	и в сфере	2	1
129	в совершенно ином	1	1
130	в высокой степени	1	1
131	как мы видели	3	1
