N	2gram	Bakhtin_Pr_1	Problemy
1	и не	34	31
2	и в	23	29
3	в его	24	24
4	может быть	21	24
5	в этом	25	22
6	а не	20	22
7	в нем	20	19
8	точки зрения	21	19
9	как бы	28	19
10	для него	15	18
11	у достоевского	24	16
12	не только	13	15
13	то что	18	15
14	то же	10	14
15	не как	12	14
16	и его	13	14
17	рядом с	13	14
18	но и	11	14
19	в пределах	9	13
20	с точки	15	13
21	уже не	8	13
22	достоевского в	19	12
23	роман достоевского	11	12
24	точка зрения	7	12
25	мир достоевского	11	12
26	достоевского не	11	12
27	таким образом	11	12
28	как и	8	12
29	романа достоевского	14	12
30	не может	11	12
31	о себе	9	12
32	в самом	8	10
33	этом смысле	9	10
34	из подполья	11	10
35	в то	10	10
36	только в	8	10
37	в одном	9	10
38	там где	6	10
39	видения и	8	10
40	героя и	5	10
41	все эти	8	9
42	с его	6	9
43	все же	5	9
44	достоевского как	12	9
45	это не	10	9
46	если бы	10	9
47	в единство	5	9
48	себе самом	6	9
49	же время	7	9
50	о нем	11	9
51	одного сознания	4	9
52	идеи в	7	9
53	но не	8	9
54	в романе	11	9
55	по отношению	11	8
56	последнее слово	9	8
57	самого героя	8	8
58	что в	8	8
59	по себе	7	8
60	в каждом	8	8
61	творчества достоевского	7	8
62	как не	4	8
63	его самосознания	8	8
64	герой достоевского	6	8
65	в том	11	8
66	что он	10	8
67	потому что	12	8
68	авторского слова	7	8
69	до конца	5	8
70	в своем	8	8
71	романов достоевского	12	8
72	в своей	11	8
73	отношению к	11	8
74	и изображения	4	7
75	а как	6	7
76	слово о	2	7
77	и на	10	7
78	за пределы	6	7
79	и как	8	7
80	но в	4	7
81	в себе	5	7
82	самого автора	6	7
83	зрения на	8	7
84	входит в	2	7
85	с другими	7	7
86	достоевского и	12	7
87	полифонического романа	17	7
88	том что	9	7
89	не в	6	7
90	вовсе не	8	7
91	она не	5	7
92	так и	10	7
93	мире достоевского	5	7
94	лишь как	5	7
95	в форме	6	7
96	слово героя	6	7
97	романе достоевского	9	7
98	прежде всего	7	7
99	в романах	7	7
100	художественного видения	12	7
101	мира и	7	7
102	о достоевском	12	7
103	а в	7	7
104	одним из	8	6
105	самом деле	5	6
106	изображения и	4	6
107	так же	6	6
108	менее всего	4	6
109	произведений достоевского	7	6
110	в кругозор	6	6
111	в одной	4	6
112	как в	6	6
113	сливается с	2	6
114	в целом	4	6
115	выражение в	4	6
116	что она	2	6
117	в мире	7	6
118	его в	4	6
119	несмотря на	6	6
120	достоевского но	8	6
121	полифонический роман	9	6
122	точку зрения	4	6
123	его целом	5	6
124	в разрезе	5	6
125	в самой	7	6
126	могут быть	1	6
127	многопланность и	6	6
128	его героев	5	6
129	самого достоевского	6	6
130	к нему	3	6
131	говорит он	8	6
132	на мир	8	6
133	в единстве	7	6
134	этого мира	4	6
135	достоевский в	7	6
136	был бы	5	6
137	в конце	5	6
138	так как	7	6
139	как раз	4	6
140	и потому	3	6
141	не могут	6	6
142	все это	7	6
143	о мире	1	6
144	сознаний с	4	5
145	на самом	4	5
146	это и	9	5
147	должна быть	2	5
148	в зависимости	3	5
149	той же	6	5
150	литературы о	6	5
151	же что	2	5
152	зависимости от	3	5
153	самосознание как	4	5
154	в монологическом	1	5
155	у него	6	5
156	обычного типа	3	5
157	с их	5	5
158	романах достоевского	6	5
159	перед нами	4	5
160	творчество достоевского	3	5
161	и противоречивость	5	5
162	он не	4	5
163	монологического типа	4	5
164	в плане	5	5
165	но все	4	5
166	сознание и	3	5
167	сознаний в	5	5
168	было бы	6	5
169	авторского сознания	5	5
170	он и	5	5
171	автора и	5	5
172	построения романа	5	5
173	не становится	5	5
174	мысли и	2	5
175	мир и	6	5
176	художественного мира	5	5
177	одной плоскости	3	5
178	в сущности	5	5
179	или как	5	5
180	героя а	4	5
181	и это	5	5
182	и о	3	5
183	сочетается с	3	5
184	еще не	5	5
185	с ним	6	5
186	ничего не	6	5
187	между тем	5	5
188	в драме	5	5
189	нашего тезиса	8	5
190	самосознание героя	5	5
191	творчестве достоевского	5	5
192	самосознания в	5	5
193	именно в	6	5
194	миры героев	5	5
195	более того	3	5
196	мира в	6	5
197	в творчестве	5	5
198	дело идет	6	5
199	произведениях достоевского	5	5
200	сознания и	3	5
201	конце концов	4	5
202	для достоевского	6	5
203	героя не	5	5
204	во всяком	4	5
205	ивана карамазова	5	4
206	идет о	3	4
207	поэтому и	2	4
208	неслиянных сознаний	4	4
209	так чтобы	1	4
210	и самого	4	4
211	тем как	4	4
212	романа не	3	4
213	сознания не	3	4
214	в едином	4	4
215	изображения героя	1	4
216	и наконец	5	4
217	стиля и	3	4
218	бы и	4	4
219	является лишь	4	4
220	в этой	4	4
221	он умел	4	4
222	так сказать	3	4
223	перестает быть	1	4
224	не значит	2	4
225	человека в	5	4
226	авторского замысла	2	4
227	или наконец	1	4
228	их мирами	4	4
229	должно быть	1	4
230	о герое	1	4
231	с идеей	3	4
232	в авторском	3	4
233	но эта	4	4
234	что было	3	4
235	их в	2	4
236	даже в	2	4
237	раз и	3	4
238	как мы	5	4
239	в процессе	4	4
240	в основе	5	4
241	доминанта построения	2	4
242	основную особенность	4	4
243	от того	2	4
244	личности в	4	4
245	все то	4	4
246	основной особенности	4	4
247	утвердить чужое	4	4
248	достоевского к	5	4
249	в произведении	1	4
250	в плоскости	4	4
251	и с	4	4
252	но у	2	4
253	из одного	4	4
254	в построении	5	4
255	в свете	3	4
256	и следовательно	1	4
257	как объект	4	4
258	в литературе	3	4
259	он есть	3	4
260	единого духа	4	4
261	достоевского говорит	4	4
262	самом и	3	4
263	чужое я	4	4
264	тем что	3	4
265	герой расина	4	4
266	были бы	4	4
267	что и	5	4
268	как же	3	4
269	героя о	3	4
270	пределы одного	2	4
271	превращается в	1	4
272	не было	3	4
273	не на	3	4
274	его как	5	4
275	эта особенность	4	4
276	должна была	4	4
277	художественной воли	3	4
278	что же	1	4
279	другого человека	4	4
280	как предмет	3	4
281	но это	5	4
282	и для	3	4
283	в результате	4	4
284	человек из	3	4
285	героя в	4	4
286	они не	3	4
287	в мировоззрении	3	3
288	отношения к	2	3
289	отношении к	2	3
290	он может	3	3
291	личного стиля	3	3
292	пафоса личности	3	3
293	и самое	2	3
294	почвы и	3	3
295	авторскому сознанию	2	3
296	до простой	3	3
297	например в	3	3
298	на материале	3	3
299	он знает	3	3
300	не во	3	3
301	философского замысла	3	3
302	по достоевскому	2	3
303	достоевского мы	4	3
304	достоевского глубоко	3	3
305	я не	3	3
306	ни один	2	3
307	героев в	2	3
308	кругозор самого	3	3
309	он сам	3	3
310	он в	2	3
311	с авторским	2	3
312	от характера	3	3
313	не входит	1	3
314	себе и	3	3
315	герой как	2	3
316	в произведениях	2	3
317	плоскости с	1	3
318	в особом	1	3
319	то чем	3	3
320	наш тезис	2	3
321	в художественном	2	3
322	и пр	1	3
323	кроме того	3	3
324	и понимания	3	3
325	как другой	3	3
326	все возможные	3	3
327	уже в	5	3
328	диалог в	2	3
329	и до	1	3
330	другими сознаниями	3	3
331	ее как	2	3
332	дано в	2	3
333	порядка в	2	3
334	но именно	4	3
335	диалектического ряда	3	3
336	подобно тому	3	3
337	и тона	3	3
338	утверждение чужого	2	3
339	постановке идеи	1	3
340	единство мира	3	3
341	на почве	1	3
342	ты еси	3	3
343	мировоззрения автора	3	3
344	лишь на	2	3
345	и построения	3	3
346	внешнего мира	3	3
347	далеко не	1	3
348	эту особенность	3	3
349	в плоскость	3	3
350	эти миры	2	3
351	вячеслав иванов	4	3
352	достоевского было	3	3
353	художественная доминанта	4	3
354	достоевского нет	3	3
355	идеологической позиции	1	3
356	художественного творчества	2	3
357	в их	3	3
358	в творческий	1	3
359	мира достоевский	3	3
360	они уже	3	3
361	вопрос кто	3	3
362	и несовместимейших	2	3
363	идея как	2	3
364	этот мир	3	3
365	тому что	2	3
366	построения героя	1	3
367	видения достоевского	4	3
368	из авторского	2	3
369	мире в	3	3
370	на котором	2	3
371	одна из	2	3
372	достоевский не	5	3
373	на него	2	3
374	героев и	6	3
375	никогда не	5	3
376	карамазова и	4	3
377	по энгельгардту	3	3
378	как будто	3	3
379	этом отношении	5	3
380	точке зрения	2	3
381	в духе	3	3
382	драматический диалог	3	3
383	сознаний и	3	3
384	отличается от	2	3
385	глубокое и	3	3
386	для его	3	3
387	оно не	2	3
388	если же	2	3
389	художественная воля	2	3
390	его художественного	4	3
391	не разрушая	2	3
392	и этим	2	3
393	только то	3	3
394	в себя	3	3
395	приводит к	3	3
396	его романов	3	3
397	и здесь	3	3
398	по обычному	3	3
399	непосредственное выражение	1	3
400	единство романа	3	3
401	мысль не	1	3
402	все его	1	3
403	с другой	2	3
404	мировоззрения достоевского	3	3
405	все в	6	3
406	как доминанта	1	3
407	в них	3	3
408	литературе о	3	3
409	принцип мировоззрения	3	3
410	романа как	1	3
411	воспринимается как	1	3
412	ним и	4	3
413	романного мира	3	3
414	человека из	4	3
415	каждый элемент	1	3
416	в другой	3	3
417	мысль он	2	3
418	романа в	4	3
419	мы должны	2	3
420	существенно и	3	3
421	но с	1	3
422	образ героя	4	3
423	романа и	4	3
424	была для	1	3
425	сознание в	3	3
426	бытия в	1	3
427	особенности его	5	3
428	особенность его	3	3
429	но как	3	3
430	во времени	3	3
431	такого героя	1	3
432	здесь с	3	3
433	герои достоевского	3	3
434	от автора	3	3
435	волевого акта	3	3
436	и у	4	3
437	произведения достоевского	2	3
438	героя с	2	3
439	его самосознание	3	3
440	другой субъект	3	3
441	не из	2	3
442	он стремится	3	3
443	за ним	2	3
444	мир в	2	3
445	всяком случае	3	3
446	ни в	3	3
447	как их	3	3
448	сами по	3	3
449	авторском замысле	2	3
450	друг друга	3	3
451	самосознание и	3	3
452	само по	2	3
453	зрения монологического	3	3
454	автора как	3	3
455	объект а	3	3
456	разнороднейший материал	3	3
457	только у	3	3
458	точек зрения	3	3
459	предмет изображения	3	3
460	хоть и	1	3
461	художественного единства	3	3
462	чужой мысли	1	3
463	нового времени	1	3
464	достоевского с	7	3
465	изображения в	3	3
466	художественного построения	3	3
467	не умеют	3	3
468	сознанию героя	3	3
469	монологического авторского	2	3
470	в пределы	1	3
471	этот принцип	3	3
472	становления единого	3	3
473	критической литературе	3	3
474	бедного чиновника	3	3
475	материале произведений	3	3
476	дантовском мире	3	3
477	достоевский был	4	3
478	в человеке	6	3
479	целом ряде	1	3
480	сочетаются в	3	3
481	тому как	3	3
482	в мир	3	3
483	по существу	4	3
484	как к	1	3
485	сосуществование и	3	3
486	его образа	4	3
487	в вас	3	3
488	есть то	3	3
489	дана как	1	3
490	и слово	1	3
491	мире а	2	3
492	такой образ	2	3
493	в пространстве	3	3
494	достоевского становится	3	3
495	его творчества	7	3
496	и одновременно	3	3
497	бы в	3	3
498	как вы	2	3
499	не дает	3	3
500	монологического понимания	3	3
501	о своем	1	3
502	не знает	1	3
503	сказать что	5	3
504	другой стороны	2	3
505	и внутренне	1	3
506	была бы	2	3
507	материал и	2	3
508	себе самому	3	3
509	автора в	2	3
510	типа и	3	3
511	время не	2	3
512	таким же	2	3
513	монологическое единство	3	3
514	в своих	2	3
515	художественного задания	2	3
516	как на	2	3
517	все что	3	3
518	не слово	1	2
519	себя как	5	2
520	в объективном	2	2
521	только он	1	2
522	если б	1	2
523	романа эти	2	2
524	переходит к	1	2
525	чужую личность	2	2
526	мыслится и	1	2
527	звенья единого	2	2
528	все остальное	1	2
529	не поддается	1	2
530	или к	2	2
531	и есть	5	2
532	нам кажется	4	2
533	другими чертами	2	2
534	к другому	2	2
535	по преимуществу	3	2
536	из его	3	2
537	оно может	1	2
