N	3gram	Bakhtin_Pr_1	VelikijI
1	к тому что	1	3
2	то что я	1	2
3	том что он	4	2
4	по этому пути	1	2
5	великого инквизитора и	1	2
6	так как не	2	2
7	в том что	7	2
8	в платоновском смысле	1	1
9	но все же	1	1
10	для него не	1	1
11	хоть и не	1	1
12	то ни стало	1	1
13	и во всяком	1	1
14	во что бы	1	1
15	что все в	1	1
16	я ничего не	1	1
17	и есть то	1	1
18	хотя бы и	2	1
19	возможны лишь в	1	1
20	бы то ни	3	1
21	и великого инквизитора	1	1
22	по крайней мере	2	1
23	то и другое	1	1
24	есть то что	1	1
25	нет этих черт	1	1
26	что бы то	1	1
27	того что он	1	1
28	в конце концов	4	1
29	из всего что	1	1
30	в известном смысле	1	1
31	и в этом	3	1
32	его личности и	1	1
33	не могут быть	1	1
34	и нет этих	1	1
35	с другой стороны	2	1
36	как бы в	2	1
37	по сравнению с	1	1
38	раз и навсегда	2	1
39	так и в	1	1
40	в человеке и	1	1
41	ивана карамазова и	4	1
42	и никогда не	1	1
43	менее всего можно	1	1
44	мы видим что	1	1
45	и в форме	1	1
46	и что в	1	1
