N	3gram	Losev_Vesc_1	Marksizm
1	с точки зрения	3	13
2	не может быть	6	10
3	в то же	1	8
4	для того чтобы	2	6
5	в том что	4	6
6	в самом деле	4	5
7	то же самое	1	5
8	в свою очередь	4	5
9	и того же	1	4
10	бы то ни	4	4
11	то ни было	4	4
12	одного и того	1	4
13	в той или	2	3
14	самом же деле	1	3
15	на самом же	1	3
16	до сих пор	1	3
17	и не в	1	3
18	одно и то	4	3
19	с одной стороны	3	3
20	и то же	4	3
21	о том что	4	3
22	к тому что	2	3
23	одной стороны и	1	2
24	и пр но	1	2
25	более или менее	1	2
26	а не к	1	2
27	в зависимости от	1	2
28	ни в коем	1	2
29	внутренней и внешней	1	2
30	в собственном смысле	2	2
31	по крайней мере	4	2
32	в коем случае	1	2
33	во всяком случае	2	2
34	слова и не	1	2
35	– одна из	1	2
36	хотя бы в	2	2
37	в нем нет	1	2
38	на то что	2	2
39	но и все	1	1
40	для него не	1	1
41	что иное как	7	1
42	а следовательно и	1	1
43	она является как	1	1
44	понимания отнюдь не	1	1
45	целое не может	1	1
46	их жизни и	1	1
47	все это –	2	1
48	дело в том	2	1
49	мы уже сказали	1	1
50	и все вообще	1	1
51	тот или иной	1	1
52	сам по себе	3	1
53	сами по себе	3	1
54	в той же	1	1
55	каждой из этих	1	1
56	в этом отношении	1	1
57	независимо от того	1	1
58	и следовательно вне	1	1
59	с ними в	1	1
60	у него нет	1	1
61	так или иначе	4	1
62	ясно также что	1	1
63	что они состоят	1	1
64	как мы знаем	1	1
65	в данный момент	1	1
66	не только в	4	1
67	с другой –	1	1
68	может обойтись без	1	1
69	слово и не	1	1
70	по сравнению с	6	1
71	тем не менее	3	1
72	не относится к	1	1
73	само по себе	1	1
74	если мы возьмем	2	1
75	но в смысле	1	1
76	как из того	1	1
77	не есть вещь	4	1
78	с другой стороны	2	1
79	это не есть	1	1
80	мы видели что	1	1
81	на то или	1	1
82	внутреннего и внешнего	2	1
83	что же такое	3	1
84	что такое понимание	1	1
85	оно может так	1	1
86	по себе а	1	1
87	коем случае не	1	1
88	даже и в	1	1
89	что это –	2	1
90	– в смысле	3	1
91	в себе не	1	1
92	с тем что	1	1
93	именно в смысле	1	1
94	не что иное	7	1
95	и в особенности	1	1
96	можно сказать что	3	1
97	но только с	1	1
98	слово для обозначения	1	1
99	есть прежде всего	2	1
100	выражение в свою	1	1
101	что оно существует	1	1
102	было так то	1	1
103	друг с другом	1	1
104	не может обойтись	1	1
105	однако и здесь	1	1
106	свидетельствует о том	3	1
107	здесь как и	1	1
108	в отрыве от	2	1
109	они состоят из	1	1
