N	3gram	Tiupa_Disk_1	Literetu
1	в е годы	2	8
2	то же время	4	7
3	в то же	3	7
4	в этом отношении	1	5
5	в отличие от	4	5
6	к тому же	4	5
7	по отношению к	9	4
8	не говоря уже	2	4
9	в данном случае	2	4
10	с одной стороны	9	4
11	о том что	5	4
12	в том что	13	4
13	в хх веке	1	3
14	в том числе	2	3
15	в соответствии с	2	3
16	с точки зрения	1	3
17	говоря уже о	2	3
18	начале х годов	1	3
19	тогда как в	5	3
20	не может быть	3	3
21	в начале х	2	3
22	состоит в том	2	2
23	подобно тому как	2	2
24	то же самое	2	2
25	одной стороны и	2	2
26	из того что	1	2
27	том числе и	2	2
28	в целом и	1	2
29	в том чтобы	2	2
30	не только в	2	2
31	а не как	1	2
32	с другой стороны	3	2
33	той или иной	3	2
34	тем что он	1	2
35	на то что	1	2
36	социального взаимодействия трех	1	1
37	второй из них	1	1
38	в чистом виде	1	1
39	не только по	1	1
40	о ком или	1	1
41	объекта и адресата	1	1
42	по этой причине	2	1
43	на самом деле	1	1
44	продукт социального взаимодействия	1	1
45	х годов в	1	1
46	ли не наиболее	1	1
47	о том как	1	1
48	справедливо не только	1	1
49	как будто бы	1	1
50	однако во всех	1	1
51	только по отношению	1	1
52	взаимодействия трех говорящего	1	1
53	и не только	2	1
54	ком или о	1	1
55	только в том	2	1
56	хотя бы и	1	1
57	вместе с тем	1	1
58	но по сути	1	1
59	читателя и того	1	1
60	самое можно сказать	1	1
61	в первую очередь	1	1
62	в работе проблема	1	1
63	по аналогии с	1	1
64	автор и герой	2	1
65	текста может быть	1	1
66	субъекта объекта и	1	1
67	участникам речевого общения	1	1
68	ту или иную	1	1
69	по мнению автора	1	1
70	в значительной степени	2	1
71	едва ли не	2	1
72	или о чем	1	1
73	к другим участникам	1	1
74	и герой в	1	1
75	содержит в себе	1	1
76	по сути своей	2	1
77	действительности в процессе	1	1
78	трех говорящего автора	1	1
79	быть определена как	3	1
80	на мой взгляд	2	1
81	в середине хх	1	1
82	но при этом	3	1
83	другим участникам речевого	1	1
84	аналогично тому как	1	1
85	в основе этих	1	1
86	это и есть	1	1
87	в xix веке	1	1
88	в связи с	1	1
89	того о ком	1	1
90	проблема речевых жанров	1	1
91	далеко еще не	3	1
92	может быть определена	2	1
93	в целом ряде	1	1
94	в эстетической деятельности	1	1
95	и в том	1	1
96	сказать и о	2	1
97	а не только	2	1
98	при этом как	1	1
99	трудно не согласиться	1	1
100	более или менее	2	1
101	которое может быть	1	1
102	чем говорят героя	1	1
103	термин дискурс в	1	1
104	в свою очередь	3	1
105	и того о	1	1
106	же самое можно	1	1
107	в конечном счете	1	1
108	вольно или невольно	2	1
109	может и не	1	1
110	о чем говорят	1	1
111	герой в эстетической	1	1
112	в эстетический объект	1	1
113	но отнюдь не	2	1
114	в силу своей	2	1
115	и т.п и	1	1
116	тем не менее	1	1
117	может быть в	1	1
118	в своей основе	1	1
119	можно сказать и	1	1
