N	2gram	Medvedev_F_2	Russkaja
1	не может	14	22
2	и не	20	19
3	в том	11	17
4	в этом	27	17
5	и в	38	14
6	то что	6	13
7	самим собой	1	12
8	то же	6	11
9	точки зрения	8	11
10	таким образом	20	11
11	в то	5	10
12	же время	5	10
13	но и	13	10
14	в себе	1	9
15	не только	9	9
16	том что	2	9
17	с точки	7	9
18	может быть	23	9
19	во всяком	5	9
20	того чтобы	3	8
21	прежде всего	15	8
22	как на	1	8
23	самом деле	8	7
24	отнюдь не	8	7
25	и с	9	7
26	в данном	1	7
27	к тому	4	7
28	не будет	2	7
29	стремление к	1	7
30	о том	1	7
31	мы должны	1	7
32	если в	3	6
33	в своем	1	6
34	и к	4	6
35	в россии	1	6
36	с тем	11	6
37	в своих	1	6
38	и при	1	6
39	если бы	5	6
40	все это	3	6
41	и для	5	6
42	для того	3	6
43	что он	5	6
44	всяком случае	5	6
45	для всех	1	6
46	для него	7	6
47	на самом	3	6
48	вопрос о	1	5
49	и на	3	5
50	во всех	5	5
51	на то	1	5
52	в нем	13	5
53	при этом	9	5
54	он не	6	5
55	он должен	1	5
56	было бы	6	5
57	в своей	7	5
58	никогда не	2	5
59	потому что	2	5
60	между тем	2	5
61	и только	5	5
62	только в	6	5
63	хотя бы	6	5
64	конечно не	1	5
65	до сих	1	5
66	по существу	7	5
67	сих пор	1	5
68	а в	6	5
69	и то	2	4
70	бы то	1	4
71	но не	2	4
72	все же	8	4
73	более или	1	4
74	не в	15	4
75	в этой	6	4
76	в корне	7	4
77	быть самим	1	4
78	тому чтобы	2	4
79	то ни	2	4
80	том случае	2	4
81	его в	3	4
82	как и	9	4
83	или менее	1	4
84	в их	6	4
85	во всем	1	4
86	а лишь	3	4
87	не могут	7	4
88	при таких	1	4
89	приводит к	2	4
90	можно было	1	4
91	при том	1	4
92	в его	10	4
93	так как	4	4
94	лишь к	1	4
95	со стороны	2	4
96	вместе с	6	4
97	что же	5	4
98	как бы	4	4
99	к вопросу	1	4
100	возможно лишь	1	4
101	жизни и	3	4
102	что в	7	4
103	вряд ли	2	3
104	и т	14	3
105	то в	2	3
106	и этот	1	3
107	так чтобы	1	3
108	говорить о	5	3
109	и ни	1	3
110	из этих	3	3
111	что они	4	3
112	во что	1	3
113	в самом	16	3
114	что это	3	3
115	ни одна	2	3
116	главным образом	3	3
117	был и	2	3
118	и по	2	3
119	в другом	1	3
120	лишь в	7	3
121	для них	3	3
122	несмотря на	1	3
123	должно быть	2	3
124	всех этих	3	3
125	но если	1	3
126	знаем что	1	3
127	том чтобы	1	3
128	связи с	13	3
129	то это	3	3
130	точке зрения	2	3
131	что оно	4	3
132	той или	1	3
133	данном случае	1	3
134	ни стало	2	3
135	для этого	2	3
136	сводится к	5	3
137	в значительной	3	3
138	вопросу о	1	3
139	и во	1	3
140	что и	8	3
141	что бы	1	3
142	того что	3	3
143	одной из	1	3
144	в качестве	2	3
145	с нею	2	3
146	в большинстве	4	3
147	в виде	1	3
148	из них	4	3
149	в конце	2	3
150	тем что	8	3
151	именно в	5	3
152	что для	2	3
153	не было	6	3
154	да и	1	3
155	этом случае	1	3
156	или в	3	3
157	конце концов	2	3
158	и как	3	3
159	все они	1	3
160	не есть	3	3
161	из этого	2	3
162	случае если	1	3
163	от этой	1	2
164	говоря о	1	2
165	к отрицанию	1	2
166	и есть	1	2
167	должна быть	5	2
168	но она	1	2
169	но даже	1	2
170	в ней	6	2
171	в таком	2	2
172	время в	1	2
173	именно на	3	2
174	не просто	2	2
175	сама по	1	2
176	всю эту	1	2
177	с этим	5	2
178	целый ряд	1	2
179	и наконец	4	2
180	но в	4	2
181	не можем	1	2
182	все эти	6	2
183	и тот	1	2
184	по самому	1	2
185	состоит в	2	2
186	не к	2	2
187	того или	4	2
188	на почве	9	2
189	по себе	7	2
190	и тем	2	2
191	ведь в	1	2
192	в этих	2	2
193	в котором	2	2
194	место в	3	2
195	друг другу	1	2
196	и более	2	2
197	их в	2	2
198	не тем	1	2
199	для россии	1	2
200	для нее	2	2
201	любовь к	1	2
202	тому что	2	2
203	она не	2	2
204	для нас	1	2
205	к такому	1	2
206	самому своему	1	2
207	и является	1	2
208	как будто	1	2
209	в области	3	2
210	отличается от	1	2
211	будучи по	1	2
212	если же	2	2
213	для себя	1	2
214	и о	2	2
215	во главе	1	2
216	мы указали	1	2
217	ясно что	1	2
218	с самим	1	2
219	это только	1	2
220	даже не	2	2
221	в порядке	1	2
222	и должно	5	2
223	настоящее время	1	2
224	вне всякой	1	2
225	от него	2	2
226	к нему	3	2
227	вся эта	1	2
228	отметить что	2	2
229	быть и	3	2
230	согласиться с	1	2
231	этот вопрос	2	2
232	совершенно не	4	2
233	их не	1	2
234	по этому	2	2
235	так что	1	2
236	уже не	7	2
237	только на	3	2
238	является не	2	2
239	но совершенно	2	2
240	не так	2	2
241	центр тяжести	2	2
242	ни в	2	2
243	не о	4	2
244	только с	1	2
245	пропаганды и	2	2
246	в других	7	2
247	даже и	4	2
248	и даже	4	2
249	исторической роли	1	2
250	естественно что	1	2
251	в некоторых	4	2
252	зависит от	1	2
253	а не	6	2
254	большинстве случаев	3	2
255	на эту	1	2
256	совершенно очевидно	1	2
257	так же	1	2
258	их к	3	2
259	или иного	5	2
260	однако они	1	2
261	но это	2	2
262	но для	1	2
263	остается в	1	2
264	если не	1	2
265	и от	2	2
266	в результате	6	2
267	в настоящее	1	2
268	чтобы понять	1	2
269	с ним	2	2
270	ее в	2	2
271	индивидуальным и	1	2
272	тем самым	2	2
273	и действительно	1	1
274	должен быть	1	1
275	того же	1	1
276	но тогда	1	1
277	силы и	1	1
278	к своей	1	1
279	это и	5	1
280	идет о	2	1
281	на деле	1	1
282	показать что	1	1
283	всякое иное	1	1
284	исходит из	1	1
285	противном случае	1	1
286	со своей	2	1
287	к созданию	1	1
288	в зависимости	3	1
289	их и	1	1
290	лишь тогда	1	1
291	есть не	1	1
292	не удастся	1	1
293	надо было	1	1
294	мы не	3	1
295	же как	3	1
296	на место	1	1
297	самостоятельность и	1	1
298	на эти	1	1
299	не была	2	1
300	в сущности	4	1
301	этого прежде	1	1
302	они были	2	1
303	с исторической	1	1
304	которое в	1	1
305	себе что	1	1
306	без всякого	1	1
307	и видеть	1	1
308	столько же	1	1
309	он был	2	1
310	на них	1	1
311	именно этого	1	1
312	столь же	2	1
313	что его	1	1
314	именно тем	1	1
315	подходить к	1	1
316	было говорить	2	1
317	к этому	4	1
318	отказ от	1	1
319	они имеют	1	1
320	но как	2	1
321	а только	2	1
322	точка зрения	1	1
323	значение и	3	1
324	русского языка	1	1
325	только тогда	1	1
326	и постоянное	1	1
327	в общем	5	1
328	должны были	2	1
329	очевидно что	2	1
330	оно является	1	1
331	в истории	6	1
332	работа в	1	1
333	что во	1	1
334	в одной	2	1
335	то чем	1	1
336	лишь изредка	1	1
337	в противном	1	1
338	перед нами	2	1
339	земли но	1	1
340	от этого	3	1
341	эти признаки	1	1
342	в которой	2	1
343	бы не	1	1
344	другим способом	1	1
345	выражение в	1	1
346	но ведь	3	1
347	что к	1	1
348	то и	3	1
349	им в	1	1
350	если он	1	1
351	но на	1	1
352	не могла	1	1
353	не следует	4	1
354	тем не	1	1
355	время и	3	1
356	творца и	1	1
357	они в	1	1
358	же это	2	1
359	в принципе	1	1
360	к одному	1	1
361	именно из	2	1
362	от существенных	1	1
363	ко всякой	1	1
364	языком и	2	1
365	постольку поскольку	2	1
366	и заключается	1	1
367	поскольку она	1	1
368	но все	3	1
369	значительной степени	3	1
370	могла бы	1	1
371	тем же	3	1
372	тем в	1	1
373	из факторов	1	1
374	борьбы и	2	1
375	от некоторых	1	1
376	всего необходимо	1	1
377	говорить не	2	1
378	или даже	2	1
379	на каком	1	1
380	входит в	4	1
381	с другими	10	1
382	это не	2	1
383	и мы	1	1
384	человека на	1	1
385	этого слова	1	1
386	это положение	2	1
387	все равно	1	1
388	сторон в	1	1
389	становится и	2	1
390	еще одну	2	1
391	всех не	1	1
392	без этой	1	1
393	такой же	3	1
394	не сам	1	1
395	на первый	2	1
396	отчасти в	1	1
397	может лишь	1	1
398	нас не	1	1
399	в такой	2	1
400	и без	1	1
401	что о	2	1
402	не столько	4	1
403	представление о	2	1
404	он весь	1	1
