N	3gram	Bakhtin_Fr_8	Istorich
1	с другой стороны	2	7
2	до сих пор	8	5
3	в том что	6	5
4	как мы видели	2	5
5	мы видим что	2	4
6	в данном случае	2	3
7	в некоторых случаях	1	3
8	в связи с	3	3
9	мы видели что	3	3
10	состоит в том	1	2
11	с одним из	2	2
12	по отношению к	1	2
13	и в других	1	2
14	что и здесь	1	2
15	таким образом и	3	2
16	с одной стороны	2	2
17	и то что	1	2
18	в то время	2	2
19	о том что	2	2
20	не только не	2	2
21	как и в	4	2
22	к тому же	1	2
23	о себе и	1	1
24	черты характерные для	1	1
25	в чем же	1	1
26	тесно связан с	1	1
27	в таких например	1	1
28	подобно тому как	1	1
29	в том числе	3	1
30	с точки зрения	2	1
31	мы не будем	1	1
32	но и в	1	1
33	на самом же	1	1
34	мы видим в	1	1
35	только то что	1	1
36	можно было бы	1	1
37	можно привести множество	1	1
38	в частности из	1	1
39	вместе с тем	1	1
40	может быть и	1	1
41	они еще не	1	1
42	мы находим и	1	1
43	заключается в том	1	1
44	обстоит дело с	1	1
45	дело конечно не	1	1
46	все же не	1	1
47	один из моментов	1	1
48	мы уже говорили	7	1
49	дело еще не	1	1
50	но если бы	1	1
51	они и не	1	1
52	примеров можно привести	1	1
53	и вместе с	1	1
54	и прежде всего	1	1
55	на самом деле	1	1
56	не может быть	2	1
57	с самого начала	1	1
58	и хранится в	1	1
59	но в его	1	1
60	они не только	1	1
61	можно сказать что	2	1
62	в большинстве случаев	6	1
63	после того как	1	1
64	друг с другом	1	1
65	самом же деле	1	1
