N	3gram	Tiupa_Narr_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	1	6
4	в том что	8	6
5	в этом отношении	3	5
6	в связи с	1	5
7	а также и	1	4
8	так же как	2	4
9	на самом деле	2	4
10	до сих пор	1	3
11	здесь не в	1	3
12	в нем не	1	3
13	дело здесь не	1	2
14	то же самое	1	2
15	точки зрения на	1	2
16	в чем же	1	2
17	с точки зрения	2	2
18	в отличие от	5	2
19	играют существенную роль	2	2
20	можно было бы	1	2
21	в данном случае	6	2
22	и с точки	1	2
23	в то время	1	2
24	не может быть	2	2
25	то есть в	1	2
26	можно сказать что	3	2
27	существенную роль в	2	2
28	как бы в	2	2
29	в большинстве случаев	1	2
30	в конце жизни	1	2
31	к тому же	4	2
32	и того же	1	1
33	что иное как	1	1
34	ни о чем	1	1
35	хотя и не	2	1
36	при всей ее	1	1
37	что с ним	1	1
38	в той или	1	1
39	мы его не	1	1
40	в состав которой	1	1
41	на котором он	1	1
42	по отношению к	5	1
43	в самом деле	1	1
44	и к этому	1	1
45	в неразрывном единстве	1	1
46	как раз и	1	1
47	и в то	1	1
48	прежде всего его	1	1
49	в строгом смысле	1	1
50	во время обеда	1	1
51	все те же	2	1
52	неразрывном единстве с	1	1
53	в основе своей	1	1
54	не могло быть	1	1
55	и что в	1	1
56	быть самим собой	1	1
57	мира а также	1	1
58	смерть никогда не	1	1
59	по своему характеру	1	1
60	только благодаря этому	1	1
61	отношению к которому	1	1
62	том как он	1	1
63	и во второй	1	1
64	все то что	2	1
65	из таких вариаций	1	1
66	прямо или косвенно	1	1
67	есть не что	1	1
68	и от его	1	1
69	и в заключительном	1	1
70	не что иное	1	1
71	так и в	1	1
72	о том что	4	1
73	в конечном счете	3	1
74	в церкви и	1	1
75	той или иной	3	1
76	но и не	1	1
77	одного и того	1	1
78	в полной мере	1	1
79	тем не менее	4	1
80	на другой день	1	1
81	и т.д здесь	1	1
82	является не только	1	1
