N	3gram	Bakhtin_Pr_3	Komedia
1	в том что	3	9
2	древней аттической комедии	1	6
3	с другой стороны	1	5
4	в конце концов	1	4
5	то же время	5	4
6	в то же	5	4
7	по отношению к	1	3
8	в этом отношении	1	3
9	после того как	1	3
10	о том что	2	3
11	то же самое	1	2
12	древняя аттическая комедия	1	2
13	но и в	1	2
14	может быть даже	1	2
15	до сих пор	5	2
16	как и в	3	2
17	во всяком случае	1	2
18	внешней и внутренней	1	2
19	на протяжении всего	1	2
20	до самого конца	1	2
21	именно потому что	1	2
22	в новое время	4	2
23	между людьми и	1	1
24	и один из	1	1
25	что иное как	1	1
26	хотя и не	1	1
27	следует отметить что	1	1
28	или хотя бы	1	1
29	но и она	1	1
30	состоит в том	1	1
31	более или менее	3	1
32	отношение к себе	3	1
33	большей или меньшей	3	1
34	и даже не	1	1
35	в том числе	11	1
36	том что на	1	1
37	в соответствии с	2	1
38	а между тем	2	1
39	почти каждый из	1	1
40	в зависимости от	2	1
41	которую можно было	1	1
42	в обоих случаях	1	1
43	а может быть	1	1
44	в истории европейской	1	1
45	можно было бы	1	1
46	один шаг до	1	1
47	культуры в том	1	1
48	и в конце	1	1
49	всего его творчества	1	1
50	в применении к	1	1
51	чтобы убедиться в	1	1
52	смысле этого слова	1	1
53	в той же	1	1
54	но при этом	1	1
55	в отличие от	1	1
56	и на его	2	1
57	так или иначе	1	1
58	широкое распространение в	1	1
59	для этой цели	1	1
60	мы не найдем	1	1
61	и в дальнейшем	2	1
62	потому что они	1	1
63	до наших дней	3	1
64	и тому же	2	1
65	быть даже и	1	1
66	каждого из этих	1	1
67	с самого начала	3	1
68	и прежде всего	5	1
69	не что иное	1	1
70	к одному и	2	1
71	почти до самого	1	1
72	в его творчестве	2	1
73	друг от друга	1	1
74	в большинстве случаев	4	1
75	как мы уже	3	1
76	литературе нового времени	2	1
77	поэтому мы можем	1	1
78	тем не менее	2	1
79	ярким примером этого	1	1
80	мы уже знаем	1	1
81	в предисловии к	1	1
82	особое место среди	1	1
83	одному и тому	2	1
84	и тот же	1	1
