N	2gram	Voloshinov_1	Myslijsy
1	и в	16	39
2	может быть	17	27
3	в том	3	26
4	только в	4	25
5	не может	8	22
6	что в	3	22
7	не только	7	21
8	так как	4	21
9	а не	1	21
10	в нем	4	20
11	но и	4	20
12	и не	4	18
13	том что	3	16
14	в этом	9	15
15	если бы	1	14
16	таким образом	9	13
17	так и	4	13
18	чувства и	2	13
19	было бы	2	12
20	в душе	2	11
21	мы не	2	10
22	и что	1	10
23	а потому	4	10
24	то что	3	10
25	что не	2	10
26	в человеке	1	10
27	не есть	2	10
28	но в	4	9
29	как и	2	9
30	тогда когда	1	9
31	могут быть	3	9
32	для нас	2	9
33	мысли и	4	9
34	но не	1	8
35	точки зрения	8	8
36	в одном	3	8
37	со стороны	1	8
38	вместе с	3	8
39	по его	1	7
40	в ней	1	7
41	же с	1	7
42	с этим	2	7
43	в этих	3	7
44	на язык	3	7
45	должны быть	1	7
46	то и	1	7
47	с другой	1	7
48	то же	2	6
49	все же	1	6
50	и как	3	6
51	при этом	6	6
52	и по	2	6
53	от нее	1	6
54	между собою	2	6
55	не менее	2	6
56	что на	2	6
57	в каком	2	6
58	что и	2	6
59	еще не	5	6
60	как бы	5	6
61	во всех	3	5
62	не имеют	1	5
63	не следует	1	5
64	с тем	1	5
65	несмотря на	1	5
66	не имеет	1	5
67	и его	8	5
68	деятельности и	1	5
69	что при	1	5
70	в его	4	5
71	душевных явлений	1	5
72	для всех	4	5
73	вовсе не	1	5
74	зависит от	1	5
75	так же	2	5
76	и потому	3	5
77	быть только	1	5
78	но это	2	5
79	и для	2	5
80	а в	3	5
81	этой теории	2	4
82	его мнению	1	4
83	вопрос о	1	4
84	бы ни	1	4
85	с духом	1	4
86	все остальные	2	4
87	увидим что	1	4
88	из этих	2	4
89	этом смысле	3	4
90	том смысле	1	4
91	однако в	1	4
92	никогда не	2	4
93	и притом	3	4
94	во всем	1	4
95	не могут	2	4
96	к тому	1	4
97	с нею	2	4
98	и других	2	4
99	для него	6	4
100	в более	1	4
101	и даже	4	4
102	прежде всего	9	4
103	что мы	2	4
104	тому как	1	4
105	быть не	1	4
106	в смысле	1	4
107	при таком	1	4
108	от того	1	4
109	не более	1	4
110	мы видим	2	4
111	в свою	1	4
112	в своих	1	4
113	того же	2	3
114	что если	1	3
115	что можно	2	3
116	и то	1	3
117	столь же	1	3
118	хотя и	1	3
119	что по	1	3
120	в самом	2	3
121	что это	2	3
122	он не	2	3
123	отношений между	1	3
