N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	45
2	то есть	8	25
3	и т.п	9	16
4	и не	12	15
5	в этом	21	14
6	но в	6	14
7	не только	20	14
8	во всех	2	13
9	и его	5	13
10	в его	4	13
11	как бы	4	12
12	во время	1	12
13	что в	3	12
14	то же	5	11
15	в своем	5	11
16	в то	4	11
17	в романе	6	11
18	в нем	5	10
19	и с	2	10
20	как и	11	10
21	в том	10	10
22	но и	19	10
23	прежде всего	7	10
24	же время	3	9
25	в ней	4	8
26	таким образом	4	8
27	как мы	3	8
28	мира и	2	8
29	жизни и	7	8
30	вовсе не	1	8
31	и др	1	8
32	так же	1	8
33	также и	4	7
34	мы видели	2	7
35	том что	7	7
36	не в	6	7
37	потому что	5	7
38	что и	2	7
39	в конце	1	7
40	и все	4	7
41	все это	1	7
42	здесь не	2	6
43	в этой	1	6
44	он не	3	6
45	всех этих	1	6
46	в них	2	6
47	того чтобы	1	6
48	связи с	1	6
49	так и	8	6
50	что он	1	6
51	одним из	5	5
52	например в	2	5
53	самом деле	3	5
54	на самом	4	5
55	обновления и	1	5
56	с ее	1	5
57	и на	3	5
58	хотя и	7	5
59	и к	2	5
60	и у	1	5
61	все эти	1	5
62	на этом	1	5
63	с ним	3	5
64	этом отношении	4	5
65	мы видим	1	5
66	и их	1	5
67	как раз	2	5
68	существенную роль	1	5
69	в связи	1	5
70	не может	7	5
71	но это	3	5
72	в доме	1	4
73	той же	1	4
74	мы не	4	4
75	и о	1	4
76	в сущности	1	4
77	но не	5	4
78	перед нами	6	4
79	в самом	2	4
80	тому же	4	4
81	по своему	2	4
82	об этом	4	4
83	не мог	1	4
84	точки зрения	1	4
85	известной степени	1	4
86	в их	1	4
87	своего рода	10	4
88	до известной	1	4
89	в основе	3	4
90	у него	1	4
91	можно было	2	4
92	здесь как	1	4
93	о том	5	4
94	только в	6	4
95	в первой	1	4
96	и даже	1	4
97	сказать что	1	4
98	а не	15	4
99	как это	1	4
100	и от	2	4
101	бы в	3	4
102	все они	2	4
103	а также	8	4
104	а в	6	4
105	по поводу	2	4
106	том числе	1	4
107	в приведенном	2	3
108	но она	1	3
109	к началу	1	3
110	того же	1	3
111	и он	1	3
112	из этих	3	3
113	как в	4	3
114	в одной	2	3
115	как он	2	3
116	но на	2	3
117	вообще не	1	3
118	что она	1	3
119	и вот	1	3
120	он и	2	3
121	в своей	5	3
122	в которых	1	3
123	от его	1	3
124	не менее	4	3
125	мир и	1	3
126	но они	2	3
127	не имеет	2	3
128	что на	2	3
129	от их	1	3
130	не могло	2	3
131	нем не	1	3
132	это не	6	3
133	того что	6	3
134	и прежде	1	3
135	поэтому и	1	3
136	есть в	2	3
137	для него	3	3
138	в одном	1	3
139	но он	1	3
140	не было	2	3
141	еще и	1	3
142	образов но	2	3
143	о чем	2	3
144	связь с	1	3
145	вместе с	1	3
146	в течение	1	3
147	и для	3	3
148	в пределе	1	3
149	с помощью	1	3
150	на этот	1	3
151	в этот	2	2
152	и до	1	2
153	и языка	1	2
154	говорить о	2	2
155	в целом	3	2
156	подчеркнуть что	5	2
157	это время	2	2
158	в данном	13	2
159	в сторону	1	2
160	в наиболее	2	2
161	отличие от	2	2
162	относится к	1	2
163	в истории	1	2
164	все же	6	2
165	и наконец	2	2
166	что это	1	2
167	он в	1	2
168	еще один	1	2
169	роль в	1	2
170	и если	1	2
171	при этом	26	2
172	но именно	1	2
173	перестает быть	1	2
174	в начале	3	2
175	так например	1	2
176	том же	1	2
177	лишь в	2	2
178	второй половины	1	2
179	с которой	1	2
180	было бы	4	2
181	но их	1	2
182	смерть и	1	2
183	для них	3	2
184	с тем	1	2
185	несмотря на	1	2
186	на кухне	1	2
187	когда в	2	2
188	не столько	4	2
189	во времени	2	2
190	даже в	1	2
191	в отношении	1	2
192	вплоть до	1	2
193	на котором	1	2
194	если в	2	2
195	на него	2	2
196	слова но	2	2
197	у этого	1	2
198	и притом	1	2
199	которая не	2	2
200	начиная с	3	2
201	в духе	1	2
202	что все	1	2
203	и слова	1	2
204	числе и	1	2
205	к тому	6	2
206	должен быть	1	2
207	если мы	1	2
208	данном случае	6	2
209	так в	4	2
210	встреча с	2	2
211	и что	1	2
212	на том	1	2
213	еще в	2	2
214	том как	3	2
215	мира а	2	2
216	же самое	1	2
217	и т.д	5	2
218	и та	1	2
219	можно сказать	4	2
220	в значительной	1	2
221	к нему	1	2
222	между тем	1	2
223	и она	1	2
224	и борьбы	1	2
225	происходит в	1	2
226	и игры	1	2
227	и жизни	1	2
228	в качестве	8	2
229	роль и	1	2
230	у нее	2	2
231	мы можем	2	2
232	может быть	18	2
233	заметить что	1	2
234	тут же	1	2
235	и только	1	2
236	в особенности	1	2
237	не подлежит	1	2
238	а именно	1	2
239	в отличие	2	2
240	неразрывном единстве	1	2
241	превращается в	1	2
242	один из	3	2
243	на эту	1	2
244	произведение в	2	2
245	во франции	1	2
246	в пределах	2	2
247	войны и	3	2
248	слова и	1	2
249	благодаря этому	1	2
250	это явление	1	2
251	могло не	1	2
252	которой можно	1	2
253	хотя бы	1	2
254	на фоне	2	2
255	то что	6	2
256	жизни в	4	2
257	в период	1	2
258	и солнце	1	2
259	играют существенную	1	2
260	к этому	2	2
261	единстве с	1	1
262	и через	1	1
263	он может	1	1
264	роль этого	1	1
265	то в	1	1
266	тем же	1	1
267	другой жизни	1	1
268	жизни для	1	1
269	в несколько	1	1
270	а как	1	1
271	полагает что	1	1
272	в сатирическом	1	1
273	нуждаются в	1	1
274	нашу мысль	1	1
275	та же	1	1
276	нам в	1	1
277	только благодаря	1	1
278	не совсем	1	1
279	похожи на	1	1
280	образец для	1	1
281	защиты от	1	1
282	столь же	1	1
283	и мира	3	1
284	истории в	5	1
285	же самые	1	1
286	могло быть	1	1
287	но как	1	1
288	не все	2	1
289	конечном счете	1	1
290	по отношению	7	1
291	в едином	3	1
292	друг от	1	1
293	что они	1	1
294	нет как	1	1
295	в декамероне	1	1
296	они характеризуют	1	1
297	характер и	1	1
298	если она	2	1
299	его на	1	1
300	о жизни	2	1
301	сознания в	3	1
302	целый ряд	2	1
303	имеет в	1	1
304	бы и	4	1
305	как некий	1	1
306	тут и	1	1
307	бы не	2	1
308	всей своей	2	1
309	что автор	1	1
310	в себе	5	1
311	сливаются в	2	1
312	на то	1	1
313	так сказать	2	1
314	превратить в	1	1
315	о которой	2	1
316	которой не	1	1
317	и еще	1	1
318	не как	2	1
319	котором мы	1	1
320	чтобы в	1	1
321	не отделен	1	1
322	поступках а	1	1
323	и по	3	1
324	в нее	1	1
325	поэтическим образом	1	1
326	человека в	1	1
327	как оно	2	1
328	значительной степени	1	1
329	в вечности	1	1
330	его словесная	1	1
331	значение в	1	1
332	в мире	8	1
333	с позиций	1	1
334	них не	1	1
335	полной мере	1	1
336	речью и	1	1
337	было в	1	1
338	и мы	1	1
339	известно что	1	1
340	отца и	1	1
341	главного героя	1	1
342	новой жизни	1	1
343	должен был	1	1
344	начала и	2	1
345	в жизни	4	1
346	по всему	1	1
347	вводит в	1	1
348	о которых	1	1
349	период его	1	1
350	далеко не	4	1
351	молока в	1	1
352	что не	1	1
353	автору и	1	1
354	одна и	1	1
355	говорится о	1	1
356	жизни но	1	1
357	мир в	1	1
358	как таковой	1	1
359	обратимся к	2	1
360	и того	2	1
361	между ними	1	1
362	сосредоточиться на	1	1
363	к первому	1	1
364	его нельзя	1	1
365	в ходе	2	1
366	оказывается для	1	1
367	в котором	8	1
368	они неразрывно	2	1
369	из земли	1	1
370	что я	1	1
371	должны были	2	1
372	обращение к	1	1
373	тем не	3	1
374	и более	3	1
375	их в	2	1
376	на его	1	1
377	со многими	1	1
378	тому что	1	1
379	без него	1	1
380	этой смены	1	1
381	того как	1	1
382	одна из	4	1
383	в процессе	1	1
384	это всегда	1	1
385	принадлежит к	3	1
386	из него	1	1
387	никогда не	4	1
388	с ранней	1	1
389	это то	1	1
390	при всем	1	1
391	в полной	1	1
392	с нами	1	1
393	как она	1	1
