N	3gram	Potebnia_M_4	Literetu
1	в том что	7	11
2	так или иначе	2	8
3	то же время	3	5
4	в то же	3	5
5	в данном случае	2	4
6	в связи с	1	4
7	при этом в	2	3
8	в том же	2	3
9	дело в том	1	2
10	по отношению к	8	2
11	подобно тому как	2	2
12	с точки зрения	3	2
13	только в том	2	2
14	в этом отношении	1	2
15	и то что	4	2
16	с одной стороны	1	2
17	но при этом	1	2
18	во всяком случае	3	2
19	о том что	5	2
20	тем не менее	4	2
21	может быть назван	3	1
22	не в состоянии	2	1
23	в эту минуту	1	1
24	то что я	7	1
25	только потому что	2	1
26	в его воображении	1	1
27	иметь в виду	1	1
28	а не в	1	1
29	одним и тем	1	1
30	что перед нами	1	1
31	на самом деле	3	1
32	на то что	4	1
33	и не только	1	1
34	по отношению ко	1	1
35	лишь тогда когда	3	1
36	между тем как	2	1
37	есть своего рода	1	1
38	к тому чтобы	1	1
39	поэзии и прозы	1	1
40	могли бы быть	1	1
41	во всех подобных	1	1
42	по крайней мере	5	1
43	не подлежит сомнению	1	1
44	с той же	1	1
45	человеческого духа и	1	1
46	в это время	1	1
47	тогда как в	1	1
48	в столь же	1	1
49	всех подобных случаях	1	1
50	и тем же	1	1
51	на первый взгляд	1	1
52	одним из первых	1	1
53	как один из	1	1
54	и в этом	4	1
55	на второй план	1	1
56	один из моментов	1	1
57	а не как	1	1
58	все более и	2	1
59	тех пор пока	2	1
60	как нам представляется	1	1
61	с другой стороны	1	1
62	не может быть	5	1
63	именно в том	1	1
64	на вопрос что	1	1
65	своей душевной жизни	1	1
66	в которых однако	1	1
67	ничего общего с	1	1
68	потому что сами	1	1
69	до тех пор	6	1
70	нет ничего кроме	1	1
71	в свою очередь	1	1
72	и того же	1	1
73	до сих пор	4	1
74	с самого начала	1	1
75	более и более	2	1
76	не может стать	1	1
77	и мы в	1	1
78	одного и того	1	1
79	во второй половине	1	1
80	в большинстве случаев	2	1
81	то есть от	2	1
82	в том числе	1	1
83	в каком отношении	1	1
84	на всю жизнь	1	1
85	быть не может	1	1
86	мы имеем дело	2	1
87	бы не было	2	1
88	и тем более	1	1
89	что он в	1	1
90	на одном из	1	1
