N	2gram	Bakhtin_Fr_7	VerxiiNi
1	и в	41	26
2	таким образом	19	22
3	с тем	1	18
4	в этом	15	15
5	вместе с	5	15
6	точки зрения	5	13
7	как бы	7	12
8	в том	11	11
9	не только	5	10
10	и с	4	10
11	может быть	4	10
12	связи с	1	9
13	в области	2	9
14	так как	3	9
15	но и	9	9
16	что в	9	9
17	но не	1	8
18	в индии	2	8
19	и у	5	8
20	и не	7	8
21	как на	1	8
22	но в	8	7
23	связанные с	3	7
24	но все	4	7
25	из них	3	7
26	том что	4	7
27	потому что	5	7
28	в эпоху	7	7
29	к нему	5	7
30	то что	8	7
31	того же	3	6
32	представление о	1	6
33	все же	1	6
34	все эти	13	6
35	в себе	11	6
36	всяком случае	1	6
37	с точки	3	6
38	в отношении	3	6
39	к тому	2	6
40	так и	10	6
41	и т.д	2	6
42	о том	6	6
43	в конце	8	6
44	что и	5	6
45	несмотря на	3	6
46	и потому	3	6
47	все это	10	6
48	во всяком	2	6
49	отношение к	2	5
50	и к	5	5
51	тому же	1	5
52	в силу	1	5
53	в мире	3	5
54	или менее	2	5
55	не имеет	3	5
56	никогда не	2	5
57	образом в	1	5
58	в его	12	5
59	а не	2	5
60	к жизни	4	5
61	и для	5	5
62	так же	5	5
63	одной из	2	5
64	более или	2	5
65	том числе	4	5
66	в котором	1	4
67	то же	13	4
68	при жизни	1	4
69	в течение	2	4
70	целый ряд	4	4
71	в самом	1	4
72	учение о	2	4
73	в этой	13	4
74	и по	3	4
75	что все	2	4
76	то есть	20	4
77	он не	4	4
78	далеко не	2	4
79	бога и	1	4
80	в которых	2	4
81	в то	10	4
82	в нем	7	4
83	а в	5	4
84	числе и	2	4
85	и что	1	4
86	только в	6	4
87	на этот	1	4
88	ничем не	3	4
89	не может	3	4
90	боги и	1	4
91	из которых	2	4
92	и от	8	4
93	в этих	2	4
94	во время	3	4
95	что он	3	4
96	в виде	1	4
97	всю вселенную	1	3
98	из всех	2	3
99	в своем	9	3
100	и нет	1	3
101	и как	2	3
102	в которой	2	3
103	что это	4	3
104	и те	3	3
105	друг за	1	3
106	при этом	3	3
107	верхом и	2	3
108	и при	1	3
109	оказывается что	3	3
110	как о	3	3
111	к концу	1	3
112	в других	1	3
113	и о	1	3
114	но по	2	3
115	с самого	2	3
116	культуры и	1	3
117	в значительной	2	3
118	того что	2	3
119	в качестве	9	3
120	так что	1	3
121	уже не	2	3
122	для него	6	3
123	в одном	3	3
124	к ним	1	3
125	и даже	1	3
126	с ней	1	3
127	в связи	2	3
128	с этой	1	3
129	и таким	1	3
130	в результате	2	3
131	у них	2	3
132	конце концов	4	3
133	отношению к	2	3
134	и низом	1	3
135	и другие	3	3
136	к этому	5	3
137	в таком	1	3
138	говорили о	1	2
139	одним из	1	2
140	и это	5	2
141	его не	1	2
142	мы имеем	2	2
143	так чтобы	1	2
144	и заставляет	2	2
145	еще не	2	2
146	и на	4	2
147	с его	2	2
148	во всех	3	2
149	в новом	1	2
150	на небе	2	2
151	общего с	1	2
152	что именно	1	2
153	и наконец	4	2
154	он в	1	2
155	не могла	1	2
156	из этой	1	2
157	они в	2	2
158	не как	1	2
159	и связанные	1	2
160	его от	1	2
161	связан с	2	2
162	на все	1	2
163	с целью	1	2
164	в них	7	2
165	к которым	1	2
166	мы видели	5	2
167	признать что	1	2
168	которые в	1	2
169	не в	9	2
170	как от	1	2
171	характер носят	2	2
172	иной раз	1	2
173	в тело	1	2
174	самого начала	1	2
175	ее с	1	2
176	в разных	2	2
177	же время	9	2
178	с одним	1	2
179	и после	1	2
180	так например	1	2
181	этом отношении	2	2
182	ему в	1	2
183	и здесь	4	2
184	начиная с	1	2
185	не могут	1	2
186	те и	2	2
187	с телом	1	2
188	время он	1	2
189	этот путь	1	2
190	ничего общего	1	2
191	в образе	4	2
192	боги в	1	2
193	не с	1	2
194	особенно в	2	2
195	связанных с	3	2
196	мысль о	1	2
197	в виду	4	2
198	от тела	1	2
199	а также	2	2
200	между тем	1	2
201	все существующее	2	2
202	наконец в	1	2
203	у всех	1	2
204	по своей	1	2
205	один из	1	2
206	тот же	2	2
207	мира его	2	2
208	очень много	1	2
209	от них	1	2
210	со всеми	2	2
211	для всех	2	2
212	уже в	5	2
213	в начале	1	2
214	свидетельствует о	2	2
215	одно из	1	2
216	от бога	1	2
217	и из	1	2
218	именно в	2	2
219	по своим	1	2
220	к которому	1	2
221	прежде всего	11	2
222	выступает в	1	2
223	связано с	2	2
224	превращается в	1	2
225	не было	3	2
226	и все	14	2
227	среди них	1	2
228	когда же	1	2
229	всех других	1	2
230	в одно	1	2
231	связь с	1	2
232	и особенно	1	2
233	по своему	2	2
234	по существу	8	2
235	благодаря этому	2	2
236	только для	1	2
237	же самое	1	2
238	или по	1	2
239	от человека	1	2
240	о котором	2	2
241	в другое	5	2
242	ни было	2	2
243	в свою	3	2
244	в процессе	2	2
245	сказать что	1	2
246	к его	1	2
247	одновременно и	2	2
248	ко всему	1	2
249	из этого	1	2
250	жизни и	3	2
251	для эпохи	1	2
252	все что	4	2
253	с отвлеченным	1	1
254	на голове	1	1
255	от этой	1	1
256	вряд ли	1	1
257	к их	1	1
258	начинается с	2	1
259	и через	1	1
260	самом деле	1	1
261	он может	3	1
262	это и	1	1
263	и есть	3	1
264	этого мира	1	1
265	в первом	1	1
266	явления и	2	1
267	и до	6	1
268	все те	2	1
269	индии мы	1	1
270	мы уже	12	1
271	той же	3	1
272	а как	1	1
273	он знает	2	1
274	мы не	2	1
275	грехов и	1	1
276	мир не	2	1
277	именно к	1	1
278	он как	1	1
279	свое завершение	1	1
280	в сущности	4	1
281	представлением о	1	1
282	время как	1	1
283	не совсем	2	1
284	же что	2	1
285	в ней	5	1
286	дает им	1	1
287	магии и	1	1
288	связи со	1	1
289	на них	3	1
290	за это	1	1
291	быть в	1	1
292	что его	1	1
293	в чем	2	1
294	в творениях	1	1
295	природы и	1	1
296	а следовательно	2	1
297	сказать и	1	1
298	землю и	1	1
299	и всякий	1	1
300	по отношению	2	1
301	отличие от	1	1
302	легче и	1	1
303	что они	1	1
304	себя в	1	1
305	человек может	2	1
306	в формальном	1	1
307	в одной	2	1
308	как в	5	1
309	некоторое время	1	1
310	как к	1	1
311	с их	1	1
312	однако не	1	1
313	его к	3	1
314	от этого	3	1
315	не приходится	1	1
316	та же	4	1
317	а во-вторых	1	1
318	не был	1	1
319	связь ее	1	1
320	бога в	1	1
321	в нашем	1	1
322	есть о	2	1
323	думать что	1	1
324	и будущее	1	1
325	сливаются в	1	1
326	и друг	1	1
327	имеем в	2	1
328	все священное	1	1
329	вследствие этого	1	1
330	так сказать	3	1
331	не знающий	1	1
332	время и	1	1
333	но именно	3	1
334	чтобы они	1	1
335	что еще	1	1
336	в корне	1	1
337	новое и	1	1
338	с представлением	1	1
339	на земле	4	1
340	на этом	5	1
341	человека в	2	1
342	жить в	1	1
343	том же	1	1
344	в одну	4	1
345	от старого	2	1
346	в иерархии	1	1
347	играют такую	1	1
348	что мир	1	1
349	на этой	4	1
350	говорить не	1	1
351	его в	3	1
352	это было	2	1
353	есть не	2	1
354	это не	6	1
355	и отдельные	1	1
356	было бы	4	1
357	новой жизни	2	1
358	что один	1	1
359	в свой	1	1
360	мира с	1	1
361	в жизни	1	1
362	смерть и	1	1
363	развенчанных богов	2	1
364	ни в	6	1
365	страха перед	1	1
366	и вызвал	1	1
367	и ханжей	1	1
368	в слове	1	1
369	как и	14	1
370	этим и	1	1
371	и путь	1	1
372	оно имеет	1	1
373	чем в	1	1
374	такою же	2	1
375	эпохи с	1	1
376	должно быть	4	1
377	под руку	1	1
378	его образ	1	1
379	или вообще	1	1
380	в ад	7	1
381	от своего	1	1
382	в своей	3	1
383	таким же	3	1
384	интерес и	1	1
385	никто не	10	1
386	в такой	1	1
387	в преисподнюю	21	1
388	в их	3	1
389	и вокруг	1	1
390	знает и	1	1
391	место в	4	1
392	и животным	1	1
393	жизни с	1	1
394	а вокруг	1	1
395	должны были	1	1
396	рождение и	1	1
397	одном из	4	1
398	образы эти	1	1
399	но эта	1	1
400	существовал особый	1	1
401	в прямом	1	1
402	их в	2	1
403	не должно	3	1
404	и всякую	1	1
405	радости и	1	1
406	по себе	1	1
407	даже в	1	1
408	сам он	3	1
409	народа это	1	1
410	но они	1	1
411	а иногда	1	1
412	дело не	2	1
413	и отсюда	1	1
414	верха и	3	1
415	того как	5	1
416	всех тех	1	1
417	не по	1	1
418	взглянуть на	1	1
419	отдельные его	1	1
420	оценке с	1	1
421	следовательно и	2	1
422	ничего не	4	1
423	и вниз	1	1
424	этом процессе	1	1
425	с нами	1	1
426	светил и	1	1
427	видим что	1	1
428	за исключением	1	1
429	уже говорили	4	1
430	это слово	1	1
431	в сознании	1	1
432	мы подчеркиваем	1	1
433	и делает	1	1
434	но даже	1	1
435	в каком	1	1
436	может показаться	1	1
437	и несколько	1	1
438	у нас	1	1
439	и дал	1	1
440	не знаем	2	1
441	как только	1	1
442	большинство их	1	1
443	и дамы	1	1
444	смерти и	1	1
445	не есть	2	1
446	встречаются и	1	1
447	своего отца	1	1
448	собственное имя	2	1
449	эти явления	1	1
450	в каждой	2	1
451	с образом	3	1
452	значения и	1	1
453	с ее	3	1
454	и образ	2	1
455	свою очередь	3	1
456	он постоянно	1	1
457	здесь не	1	1
458	всего этого	2	1
459	в ее	1	1
460	данном случае	1	1
461	половиной века	1	1
462	смерти в	3	1
463	в себя	2	1
464	во главе	1	1
465	роль в	2	1
466	этой идее	1	1
467	как с	1	1
468	котором он	1	1
469	богатства и	1	1
470	с собой	1	1
471	найти в	1	1
472	чем у	1	1
473	этим словам	1	1
474	том как	2	1
475	он сам	1	1
476	из одного	4	1
477	может статься	1	1
478	с ним	2	1
479	и смерть	1	1
480	была еще	1	1
481	именно потому	1	1
482	первом случае	1	1
483	и других	2	1
484	всех существ	1	1
485	души есть	1	1
486	другими словами	2	1
487	картина мира	2	1
488	в глаза	1	1
489	притом в	1	1
490	одного из	2	1
491	зрения подлинной	1	1
492	после того	4	1
493	каким-нибудь определенным	1	1
494	времени в	1	1
495	и во	2	1
496	все в	1	1
497	выбор и	1	1
498	жизни он	1	1
499	том или	1	1
500	в ряд	1	1
501	во втором	1	1
502	были очень	2	1
503	на одном	5	1
504	что человек	1	1
505	во всей	2	1
506	них в	1	1
507	болезни на	1	1
508	в ту	1	1
509	два с	1	1
510	ряд других	1	1
511	и об	1	1
512	и другую	1	1
513	ином виде	1	1
514	известно что	1	1
515	и прежде	1	1
516	совсем не	3	1
517	мы видим	6	1
518	с ними	3	1
519	этот вопрос	1	1
520	дело с	1	1
521	которым он	3	1
522	огонь в	1	1
523	как нечто	2	1
524	целого и	1	1
525	еще и	1	1
526	и так	2	1
527	до нас	5	1
528	и ее	2	1
529	за плату	1	1
530	и его	9	1
531	чтобы найти	1	1
532	по всей	1	1
533	не имеющие	1	1
534	только на	2	1
535	при помощи	1	1
536	в ином	1	1
537	дает ему	2	1
538	когда душа	1	1
539	участие в	1	1
540	что сама	1	1
541	ибо он	1	1
542	его несомненно	1	1
543	который как	1	1
544	не так	1	1
545	себе в	1	1
546	и их	3	1
547	богу не	1	1
548	у него	6	1
549	заметить что	1	1
550	тем что	3	1
551	тогда как	1	1
552	или ином	1	1
553	души от	1	1
554	не были	1	1
555	возможно что	1	1
556	этих новых	1	1
557	положение и	1	1
558	и страшного	1	1
559	нельзя сказать	1	1
560	что тот	1	1
561	такое же	1	1
562	или о	1	1
563	реальной личности	1	1
564	же для	1	1
565	притом не	1	1
566	по тем	1	1
567	особенно благодаря	1	1
568	ним для	1	1
569	и самый	1	1
570	так когда	1	1
571	о чем	1	1
572	выше всех	1	1
573	различие между	1	1
574	с половиной	1	1
575	тело человека	1	1
576	с помощью	6	1
577	эти особенности	1	1
578	нет никаких	1	1
579	нет ничего	1	1
580	него в	1	1
581	границы между	1	1
582	всем что	1	1
583	с этим	2	1
584	без труда	2	1
585	так называемая	1	1
586	в данном	2	1
587	лицом к	1	1
588	в той	3	1
589	эти движения	1	1
590	позволяет им	1	1
591	т.е с	1	1
592	отношения к	1	1
593	человека и	1	1
594	многих других	1	1
595	есть тот	1	1
596	вошли в	1	1
597	сейчас же	1	1
598	и некоторые	1	1
599	является для	1	1
600	лишенный всякой	1	1
601	такой же	3	1
602	на которой	2	1
603	но это	3	1
604	понятия и	1	1
605	кроме того	3	1
606	мира в	4	1
607	убеждения в	1	1
608	мира и	4	1
609	сходство между	1	1
610	это уже	1	1
611	души в	1	1
612	находит свое	2	1
613	бы в	2	1
614	тем более	1	1
615	находим в	1	1
616	наоборот все	1	1
617	все они	6	1
618	теперь же	1	1
619	указывает на	1	1
620	же в	2	1
621	к ее	1	1
622	не осталось	2	1
623	с людьми	1	1
624	может и	1	1
625	бытие но	2	1
626	индии к	1	1
627	в свое	2	1
628	есть то	2	1
629	в своих	1	1
630	они не	1	1
