N	3gram	Bakhtin_Pr_1	Analitik
1	не может быть	3	16
2	в том что	7	9
3	в то же	7	8
4	в том чтобы	1	7
5	в отличие от	2	6
6	то же время	7	6
7	по отношению к	11	5
8	с точки зрения	15	4
9	и не может	2	4
10	но и не	2	4
11	о том что	2	3
12	подобно тому как	3	3
13	того или иного	1	3
14	бы то ни	3	3
15	для того чтобы	2	3
16	то ни было	2	3
17	не в том	1	3
18	в полной мере	1	3
19	могли бы быть	1	2
20	того что в	1	2
21	в самом деле	2	2
22	в том и	1	2
23	то же самое	1	2
24	сами по себе	3	2
25	в этом отношении	5	2
26	в данном случае	2	2
27	в первом случае	1	2
28	но в то	2	2
29	не могут быть	1	2
30	по природе своей	1	2
31	с другой стороны	2	2
32	а в то	2	2
33	какой бы то	1	2
34	тех или иных	1	2
35	том что он	4	2
36	как и его	1	1
37	в е годы	1	1
38	в пределы одного	1	1
39	и в сущности	1	1
40	оно может быть	1	1
41	а вовсе не	1	1
42	равно как и	1	1
43	он может быть	2	1
44	выходит за пределы	2	1
45	оно ни было	1	1
46	как раз и	1	1
47	а не к	1	1
48	то есть без	1	1
49	до сих пор	2	1
50	в зависимости от	3	1
51	в самом произведении	1	1
52	лишь одним из	2	1
53	между тем как	4	1
54	самим по себе	1	1
55	именно в качестве	1	1
56	смысл и значение	1	1
57	в то что	1	1
58	не может претендовать	1	1
59	не утратили своего	1	1
60	потому что из	1	1
61	в противном случае	1	1
62	с этой точки	1	1
63	по крайней мере	2	1
64	как если бы	1	1
65	вновь и вновь	1	1
66	и в частности	1	1
67	и тогда когда	1	1
68	при условии что	1	1
69	в искусстве слова	1	1
70	не только в	1	1
71	в художественном произведении	1	1
72	на первый взгляд	1	1
73	в себе в	1	1
74	смысле этого слова	1	1
75	и не могут	1	1
76	не столько в	1	1
77	как будто бы	1	1
78	в известном смысле	1	1
79	и как бы	1	1
80	по этому пути	1	1
81	же время оно	1	1
82	так и не	1	1
83	с ним и	3	1
84	все же не	1	1
85	героев но не	1	1
86	бы оно ни	1	1
87	она может быть	1	1
88	во всяком случае	3	1
89	пределы одного сознания	1	1
90	этой точки зрения	1	1
91	но не может	1	1
92	в той же	3	1
93	а вместе с	1	1
94	уже не могут	2	1
95	быть понято как	1	1
96	в себе все	1	1
97	в этом смысле	9	1
98	к тому что	1	1
99	в области литературы	1	1
100	оно и не	1	1
101	друг с другом	3	1
102	может претендовать на	1	1
103	слова о нем	1	1
104	не изолированно а	1	1
