N	3gram	Medvedev_F_2	EvropaiC
1	в том что	2	16
2	до сих пор	1	12
3	с точки зрения	7	8
4	на самом деле	3	7
5	более или менее	1	7
6	мы знаем что	1	7
7	для того чтобы	3	6
8	в самом деле	5	5
9	лишь в том	1	5
10	в своем развитии	1	4
11	в этом случае	1	4
12	том случае если	1	4
13	в том случае	2	4
14	может быть и	3	4
15	в этой области	1	4
16	и без того	1	4
17	с другой стороны	3	4
18	не может быть	10	4
19	тем не менее	1	4
20	в конце концов	2	4
21	в настоящее время	1	3
22	в данном случае	1	3
23	так или иначе	1	3
24	все же не	1	3
25	в связи с	10	3
26	представляют из себя	1	3
27	таким образом в	1	3
28	что же касается	1	2
29	только то что	1	2
30	бы то ни	1	2
31	он не может	1	2
32	то же время	5	2
33	вместе с тем	4	2
34	каждый из этих	1	2
35	с одной стороны	1	2
36	так и для	1	2
37	во всяком случае	5	2
38	во всех этих	1	2
39	между этими двумя	2	2
40	как и в	1	2
41	в свою очередь	1	2
42	ничего общего с	1	2
43	но все же	2	2
44	в то же	5	2
45	и в конце	1	1
46	теперь мы должны	1	1
47	в других областях	1	1
48	по этому вопросу	1	1
49	иметь в виду	1	1
50	это по существу	1	1
51	а не в	1	1
52	социальной жизни и	1	1
53	не говоря уже	1	1
54	в этом последнем	1	1
55	но при этом	1	1
56	в этом пункте	2	1
57	но из всего	1	1
58	на своем пути	1	1
59	между тем в	1	1
60	только в том	1	1
61	и не может	3	1
62	это не так	1	1
63	говоря уже о	1	1
64	в зависимости от	3	1
65	и так или	1	1
66	является одним из	1	1
67	и в дальнейшем	2	1
68	из того что	1	1
69	и в в	1	1
70	произведения в процессе	1	1
71	по тем же	1	1
72	том или ином	1	1
73	с лица земли	1	1
74	по крайней мере	1	1
75	вместе с ними	1	1
76	той так и	1	1
77	в том или	1	1
78	это может быть	1	1
79	для той так	1	1
80	самом деле ведь	1	1
81	в высшей степени	4	1
82	на задний план	1	1
83	в общих чертах	1	1
84	не в том	3	1
85	не тем что	1	1
86	становится как бы	1	1
87	что они не	1	1
88	и сам он	1	1
89	но именно в	1	1
90	но и с	1	1
91	этими двумя крайними	1	1
92	они вступают в	1	1
93	именно в том	1	1
94	в широком смысле	1	1
95	то увидим что	1	1
96	и некоторые другие	1	1
97	таким образом мы	1	1
98	как общее правило	1	1
99	хотя бы в	3	1
100	смысле этого слова	1	1
101	для другой стороны	1	1
102	с самого начала	2	1
103	может быть признана	1	1
104	при этом не	1	1
105	от нее и	1	1
106	из этих элементов	1	1
107	в самом широком	1	1
108	и для другой	1	1
109	к тому что	2	1
110	как мы видели	4	1
111	как для той	1	1
112	как мы знаем	2	1
