N	2gram	Trubetskoy_1	Problemy
1	и в	26	46
2	то есть	4	40
3	и не	8	27
4	может быть	10	23
5	не может	4	19
6	как бы	12	19
7	в нем	4	17
8	в этом	15	16
9	не только	10	14
10	но и	9	12
11	как и	1	12
12	и на	2	11
13	точки зрения	13	11
14	в одном	3	11
15	а не	5	11
16	не в	2	10
17	и к	5	9
18	в самом	4	9
19	с точки	6	9
20	и все	2	9
21	в его	5	9
22	в том	11	9
23	прежде всего	2	9
24	до сих	5	8
25	конечно не	2	8
26	сих пор	5	8
27	в сущности	1	7
28	еще не	2	7
29	в себе	6	7
30	и с	10	7
31	слова с	1	7
32	по себе	1	7
33	как раз	1	7
34	то же	4	6
35	никогда не	5	6
36	но в	7	6
37	к одному	1	6
38	ни в	1	6
39	но это	1	6
40	и его	1	6
41	что он	4	6
42	только в	4	6
43	друг друга	1	6
44	все это	6	6
45	в котором	4	5
46	с его	2	5
47	во всех	2	5
48	по отношению	1	5
49	так сказать	1	5
50	при этом	3	5
51	особенно в	2	5
52	это не	1	5
53	в жизни	1	5
54	в то	4	5
55	в самой	2	5
56	это слово	1	5
57	о том	6	5
58	же время	2	5
59	к нему	7	5
60	так как	9	5
61	у него	1	5
62	с другом	5	5
63	друг с	5	5
64	отношению к	3	5
65	жизни и	2	5
66	самом деле	1	4
67	в их	1	4
68	мы не	1	4
69	но не	8	4
70	как в	1	4
71	все же	6	4
72	кроме того	1	4
73	все эти	6	4
74	он не	4	4
75	людей и	2	4
76	таким образом	22	4
77	и наконец	2	4
78	том что	7	4
79	в этих	4	4
80	том же	1	4
81	в процессе	2	4
82	потому что	7	4
83	здесь не	1	4
84	в себя	1	4
85	приводит к	2	4
86	так и	6	4
87	по мере	1	4
88	в виду	2	4
89	и здесь	2	4
90	и других	1	4
91	можно сказать	3	4
92	уже не	3	4
93	уже в	2	4
94	к ним	3	4
95	мы можем	2	4
96	еще и	1	4
97	превращается в	2	4
98	такой как	1	4
99	да и	1	4
100	должно быть	1	4
101	и нет	3	4
102	то что	7	4
103	совершенно не	1	4
104	что в	9	4
105	том числе	5	4
106	себя как	1	3
107	одним из	2	3
108	человека и	1	3
109	и это	2	3
110	тем же	1	3
111	и до	1	3
112	мы уже	1	3
113	той же	1	3
114	мы имеем	2	3
115	словами в	1	3
116	всех его	1	3
117	ни у	2	3
118	и о	3	3
119	так чтобы	2	3
120	мы и	1	3
121	отношение к	5	3
122	отличие от	1	3
123	друга и	1	3
124	в той	1	3
125	в своем	3	3
126	более или	5	3
127	из этих	10	3
128	в этой	4	3
129	имеем в	1	3
130	на то	2	3
131	но именно	1	3
132	не к	2	3
133	их в	1	3
134	на этом	1	3
135	в мире	5	3
136	было бы	1	3
137	далеко не	4	3
138	в слове	1	3
139	такой же	1	3
140	или менее	5	3
141	но если	2	3
142	и при	3	3
143	и их	1	3
144	в своей	1	3
145	в отличие	1	3
146	не как	2	3
147	в отношении	6	3
148	по своей	2	3
149	и несколько	1	3
150	не могут	2	3
151	числе и	4	3
152	с ее	1	3
153	но при	2	3
154	с собой	1	3
155	чем у	1	3
156	если бы	3	3
157	и т.д	6	3
158	и что	4	3
159	и во	1	3
160	и только	4	3
161	отличается от	2	3
162	между этими	2	3
163	себя в	1	3
164	только на	1	3
165	в конце	6	3
166	что и	6	3
167	бытия и	1	3
168	тем что	1	3
169	этот второй	1	3
170	эти явления	1	3
171	и даже	3	3
172	с другой	8	3
173	жизнь в	1	3
174	с помощью	1	3
175	него в	1	3
176	так же	5	3
177	по существу	2	3
178	но для	1	3
179	и для	5	3
180	бы в	1	3
181	другой стороны	1	3
182	того же	6	3
183	и другие	3	3
184	а между	1	2
185	смысле слова	1	2
186	отношения к	1	2
187	же как	3	2
188	и через	1	2
189	или к	1	2
190	а как	1	2
191	из своих	2	2
192	он как	1	2
193	он сам	1	2
194	а следовательно	1	2
195	друг на	2	2
196	если в	3	2
197	в общем	8	2
198	оно является	2	2
199	в одной	1	2
200	с этим	1	2
201	когда он	3	2
202	целый ряд	4	2
203	и как	3	2
204	не было	2	2
205	его к	1	2
206	от этого	1	2
207	бы и	1	2
208	широком смысле	1	2
209	время и	1	2
210	в корне	1	2
211	и по	4	2
212	но все	7	2
213	на все	2	2
214	лишь в	5	2
215	хотя бы	3	2
216	на почве	1	2
217	к области	1	2
218	чтобы между	1	2
219	на друга	2	2
220	вернемся к	1	2
221	этих трех	1	2
222	что такое	1	2
223	имеется и	1	2
224	в которых	4	2
225	могло бы	1	2
226	он тоже	1	2
227	не менее	3	2
228	одном из	1	2
229	которые в	2	2
230	не могли	1	2
231	того как	1	2
232	не могло	2	2
233	следовательно и	1	2
234	ничего не	1	2
235	пути и	1	2
236	и является	2	2
237	и любовь	1	2
238	у нас	1	2
239	могут быть	1	2
240	к тому	6	2
241	той или	2	2
242	указывает на	1	2
243	людей в	1	2
244	без всякого	1	2
245	и совершенно	1	2
246	те же	2	2
247	живет в	1	2
248	из одного	1	2
249	с ним	1	2
250	все в	1	2
251	между тем	2	2
252	от них	2	2
253	и следовательно	1	2
254	но с	3	2
255	этот вопрос	1	2
256	том или	1	2
257	отчасти и	1	2
258	пор не	1	2
259	и так	1	2
260	так что	3	2
261	для него	3	2
262	сами по	1	2
263	самой этой	2	2
264	а в	4	2
265	в других	3	2
266	о которых	1	2
267	или иной	2	2
268	для этого	2	2
269	и пр	1	2
270	на этот	4	2
271	что так	1	2
272	там где	1	2
273	что мы	2	2
274	в одно	2	2
275	вместе с	15	2
276	в строгом	1	2
277	в данном	1	2
278	к жизни	5	2
279	этого слова	1	2
280	сознании и	2	2
281	причем в	1	2
282	в результате	3	2
283	о котором	2	2
284	эти проблемы	1	2
285	его жизнь	1	2
286	находим в	1	2
287	сказать что	2	2
