N	2gram	Losev_Prob_5	Psycholo
1	в том	12	37
2	и в	30	32
3	и что	6	22
4	то есть	21	21
5	том что	17	21
6	потому что	13	21
7	таким образом	13	21
8	в искусстве	1	21
9	то что	18	21
10	что в	5	20
11	может быть	7	18
12	так же	5	18
13	точки зрения	10	17
14	что и	6	17
15	не может	5	17
16	самом деле	2	16
17	что она	1	16
18	того чтобы	2	14
19	то же	2	13
20	в этом	17	13
21	при этом	4	13
22	для того	3	13
23	что он	7	13
24	в самом	5	12
25	не только	18	12
26	по себе	2	12
27	если мы	1	12
28	так как	6	12
29	на то	2	11
30	было бы	4	11
31	с тем	5	11
32	и т	1	10
33	когда он	2	10
34	с точки	8	10
35	при помощи	6	10
36	но и	13	10
37	как и	7	10
38	и не	12	10
39	как в	2	9
40	никогда не	7	9
41	искусства и	1	9
42	тем что	2	9
43	в своих	1	9
44	что это	1	8
45	не в	7	8
46	не менее	5	8
47	того что	3	8
48	поэзии и	1	7
49	что они	3	7
50	и как	6	7
51	все эти	2	7
52	ясно что	4	7
53	такой же	1	7
54	и его	6	7
55	как будто	3	7
56	к тому	2	7
57	можно было	2	7
58	только в	9	7
59	что для	1	7
60	а не	5	7
61	сказать что	9	7
62	что если	1	6
63	в этой	10	6
64	он не	3	6
65	те же	1	6
66	о том	12	6
67	все время	3	6
68	тот же	3	6
69	и из	1	6
70	как бы	6	6
71	на самом	1	5
72	и на	6	5
73	что его	3	5
74	только на	1	5
75	что у	5	5
76	искусства в	1	5
77	далеко не	4	5
78	все это	1	5
79	в то	4	5
80	есть только	3	5
81	в ней	3	5
82	утверждает что	1	5
83	и даже	14	5
84	до сих	2	5
85	вслед за	2	5
86	отнюдь не	4	5
87	он говорит	2	5
88	сих пор	2	5
89	как раз	5	5
90	этом отношении	1	5
91	сам по	1	4
92	едва ли	4	4
93	мы имеем	2	4
94	в чем	2	4
95	с этим	1	4
96	все же	9	4
97	и те	1	4
98	в нем	6	4
99	и по	1	4
100	искусство как	1	4
101	и с	5	4
102	и тем	3	4
103	несмотря на	6	4
104	в данном	2	4
105	и более	2	4
106	тому что	1	4
107	не имеет	1	4
108	того как	5	4
109	но только	3	4
110	совершенно правильно	1	4
111	ничего не	2	4
112	как она	1	4
113	и до	2	4
114	и для	6	4
115	могут быть	1	4
116	тем не	5	4
117	и это	1	4
118	данном случае	2	4
119	и когда	1	4
120	и сам	4	4
121	никак не	8	4
122	между тем	2	4
123	говорит он	1	4
124	из них	2	4
125	от того	1	4
126	а на	1	4
127	когда она	1	4
128	как это	1	4
129	наряду с	2	4
130	с этой	2	4
131	и все	9	4
132	а в	6	4
133	из этого	4	4
134	жизни и	2	4
135	и то	5	3
136	мы не	2	3
137	или же	2	3
138	время как	3	3
139	и он	4	3
140	которое он	1	3
141	а только	1	3
142	которые не	1	3
143	что именно	2	3
144	и к	4	3
145	но в	9	3
146	формы в	1	3
147	он в	3	3
148	творчества и	1	3
149	главным образом	1	3
150	в поэзии	1	3
151	он все	2	3
152	состоит в	1	3
153	не к	2	3
154	не как	1	3
155	и вот	1	3
156	об этом	4	3
157	к которым	1	3
158	и сейчас	2	3
159	в своей	22	3
160	это только	1	3
161	в их	1	3
162	представление о	2	3
163	жизни с	1	3
164	но он	5	3
165	том чтобы	1	3
166	не могли	1	3
167	в отношении	3	3
168	тогда когда	4	3
169	мы можем	5	3
170	во всем	1	3
171	свое собственное	2	3
172	не могут	2	3
173	и другой	2	3
174	указывает на	3	3
175	на это	1	3
176	которого мы	2	3
177	с ее	1	3
178	в виду	3	3
179	то время	3	3
180	так и	7	3
181	жизнь и	3	3
182	с другой	6	3
183	бы и	1	3
184	мы должны	1	3
185	один из	2	3
186	этот вопрос	1	3
187	и так	1	3
188	и ее	1	3
189	так что	11	3
190	в нашей	2	3
191	что не	2	3
192	каким образом	1	3
193	и других	1	3
194	но совершенно	1	3
195	и их	5	3
196	в конце	8	3
197	художника и	1	3
198	были бы	1	3
199	до конца	1	3
200	в частности	4	3
201	того или	1	3
202	видит в	3	3
203	по существу	2	3
204	в смысле	4	3
205	при всем	2	3
206	еще более	3	3
207	конце концов	6	3
208	хотя бы	2	3
209	только как	1	3
210	в свою	2	3
211	же мы	1	3
212	точно так	3	3
213	также и	12	2
214	того же	4	2
215	и без	2	2
216	только потому	1	2
217	к людям	4	2
218	этой теории	1	2
219	еще не	3	2
220	из всех	2	2
221	но даже	4	2
222	бы с	2	2
223	к своему	1	2
224	бы то	2	2
225	с его	1	2
226	мысль что	1	2
227	в ее	3	2
228	но не	7	2
229	мы будем	2	2
230	значение и	2	2
231	если в	1	2
232	искусство в	1	2
233	однако не	1	2
234	в очень	1	2
235	могли бы	1	2
236	что по	1	2
237	в которой	5	2
238	другого как	2	2
239	бы не	3	2
240	в себе	4	2
241	имеем в	1	2
242	т д	1	2
243	на одну	1	2
244	на его	2	2
245	здесь мы	1	2
246	то ни	2	2
247	то чтобы	1	2
248	значение в	1	2
249	который уже	1	2
250	и которые	2	2
251	это не	2	2
252	то все	1	2
253	форму и	2	2
254	должен был	1	2
255	в них	2	2
256	не так	4	2
257	и при	1	2
258	всяком случае	2	2
259	надо сказать	1	2
260	их в	1	2
261	что этот	5	2
262	вплоть до	1	2
263	впадает в	1	2
264	и другое	3	2
265	на него	2	2
266	и отсюда	1	2
267	он с	1	2
268	увидеть что	1	2
269	в самой	3	2
270	же время	1	2
271	не вполне	1	2
272	которая не	1	2
273	не потому	1	2
274	ни в	4	2
275	когда мы	1	2
276	как только	1	2
277	в полном	1	2
278	что оно	1	2
279	его с	1	2
280	она не	1	2
281	и которая	3	2
282	на другой	1	2
283	сводится к	1	2
284	то или	1	2
285	том как	1	2
286	и вообще	9	2
287	в таком	2	2
288	ничего кроме	1	2
289	и здесь	1	2
290	во всяком	2	2
291	в глаза	2	2
292	после того	3	2
293	в согласии	1	2
294	в сборнике	1	2
295	в его	12	2
296	и только	2	2
297	и следовательно	1	2
298	в него	1	2
299	людей с	1	2
300	к нему	3	2
301	в драме	2	2
302	в новой	1	2
303	философии и	1	2
304	в какой	2	2
305	именно на	2	2
306	и у	5	2
307	творчества в	1	2
308	у того	1	2
309	говорит о	7	2
310	содержания и	1	2
311	мы находим	7	2
312	в одном	3	2
313	вовсе не	8	2
314	отношение к	2	2
315	к ним	1	2
316	в день	1	2
317	и никогда	3	2
318	в других	3	2
319	имеет значение	1	2
320	а с	4	2
321	не было	1	2
322	не на	1	2
323	зависит от	1	2
324	была бы	2	2
325	там где	1	2
326	на который	1	2
327	вместе с	7	2
328	если она	1	2
