N	3gram	Tiupa_Hudo_2	KulturaY
1	и т п	2	24
2	и т д	2	14
3	в том что	11	10
4	можно было бы	2	9
5	с точки зрения	2	8
6	для того чтобы	3	8
7	в самом деле	3	7
8	с другой стороны	1	7
9	тем не менее	3	5
10	не только в	2	4
11	не может быть	3	4
12	в этом отношении	1	3
13	точно так же	1	3
14	что я не	1	3
15	то же время	4	3
16	в то же	4	3
17	в соответствии с	3	2
18	в этом случае	1	2
19	только в том	2	2
20	том случае если	1	2
21	хотя бы и	2	2
22	то или иное	1	2
23	в том случае	1	2
24	что можно сказать	1	2
25	и что на	1	2
26	так же как	2	2
27	тем что он	1	2
28	и в том	1	2
29	того или иного	2	2
30	и в самом	1	2
31	в конечном счете	3	2
32	но все же	1	2
33	мы знаем что	1	2
34	можно сказать что	1	2
35	так или иначе	1	2
36	том что в	3	1
37	дает себя знать	1	1
38	то что я	1	1
39	не следует что	1	1
40	состоит в том	2	1
41	прежде всего тем	1	1
42	дело в том	1	1
43	в настоящее время	1	1
44	в частности и	1	1
45	что это все	1	1
46	до сих пор	2	1
47	тот или иной	1	1
48	что он не	1	1
49	бы то ни	1	1
50	было бы так	1	1
51	все те же	2	1
52	с того момента	1	1
53	между тем не	1	1
54	что если бы	1	1
55	только для того	1	1
56	и то что	1	1
57	и в других	1	1
58	в значительной степени	1	1
59	то время как	1	1
60	за собой и	1	1
61	это своего рода	1	1
62	в данном случае	2	1
63	не то что	1	1
64	что в глазах	1	1
65	сказывается и в	1	1
66	с одной стороны	3	1
67	и все его	1	1
68	всего тем что	1	1
69	а также и	1	1
70	не более чем	2	1
71	не только для	1	1
72	едва ли не	1	1
73	всю свою жизнь	1	1
74	приводит к тому	1	1
75	которая была бы	1	1
76	он уже не	1	1
77	все более и	1	1
78	на этом пути	1	1
79	что же такое	1	1
80	ни одного слова	2	1
81	но с другой	1	1
82	заключается в том	1	1
83	в то время	1	1
84	как и в	3	1
85	лишь в том	1	1
86	о том что	7	1
87	но и для	1	1
88	с самого начала	1	1
89	более и более	1	1
90	того чтобы не	1	1
91	случае если бы	1	1
92	этого термина а	1	1
93	после того как	1	1
94	к тому что	4	1
95	человек в разговоре	1	1
96	оснований говорить о	1	1
97	к тому же	2	1
98	не нуждается в	1	1
99	как мы знаем	1	1
