N	3gram	Berdyaev_N_1	Myshleni
1	в том что	1	19
2	так же как	2	6
3	в то время	1	6
4	в зависимости от	1	5
5	можно было бы	1	5
6	то время как	1	5
7	и того же	1	4
8	в своем развитии	1	4
9	одного и того	1	4
10	до сих пор	1	3
11	в этом смысле	2	2
12	бы сказать что	1	2
13	и не может	1	2
14	вместе с тем	2	2
15	мы говорим что	1	2
16	то что он	1	2
17	не могут быть	1	2
18	с другой стороны	2	2
19	когда мы говорим	2	2
20	в том смысле	1	2
21	хотя и в	1	2
22	не может быть	4	2
23	в том числе	1	1
24	в том и	2	1
25	себе и в	1	1
26	к более элементарным	1	1
27	же как и	1	1
28	и во всех	1	1
29	что он может	1	1
30	сами по себе	1	1
31	в отличие от	1	1
32	то что в	1	1
33	том числе и	1	1
34	он не может	2	1
35	совершенно так же	1	1
36	не значит что	3	1
37	не только в	1	1
38	с одной стороны	2	1
39	и не могут	1	1
40	это не значит	2	1
41	вопрос о том	2	1
42	ни в какие	1	1
43	не может остаться	1	1
44	что в силу	1	1
45	этого нельзя сказать	1	1
46	мы всегда должны	1	1
47	что совершается в	1	1
48	как и в	1	1
49	не может уже	2	1
50	то что совершается	1	1
51	которые могут быть	1	1
52	подобно тому как	3	1
