N	2gram	Vygotskiy__1	PoTuStor
1	может быть	22	17
2	и в	31	16
3	и пр	1	12
4	в этом	12	9
5	таким образом	20	9
6	и только	3	9
7	мы можем	4	9
8	прежде всего	4	9
9	и с	2	8
10	точки зрения	15	8
11	и его	7	8
12	не может	17	8
13	совершенно не	5	8
14	с его	1	7
15	не только	13	7
16	фрейд и	1	7
17	сказать что	7	7
18	самом деле	9	6
19	конечно не	1	6
20	при этом	19	6
21	с точки	2	6
22	и это	3	6
23	для него	1	6
24	и к	3	6
25	еще не	1	5
26	в чем	2	5
27	отношение к	2	5
28	что такое	2	5
29	ни в	9	5
30	нуждается в	3	5
31	в него	2	5
32	как бы	5	5
33	на самом	2	4
34	и ее	1	4
35	и на	1	4
36	отнюдь не	6	4
37	и наконец	1	4
38	но в	3	4
39	в этой	3	4
40	в нем	2	4
41	и может	2	4
42	его в	2	4
43	художественного творчества	6	4
44	мысли и	2	4
45	все это	8	4
46	самого начала	1	4
47	как мы	2	4
48	с самого	1	4
49	так и	3	4
50	но мы	3	4
51	можно сказать	1	4
52	в его	6	4
53	а потому	3	4
54	с ними	1	4
55	только в	14	4
56	для всех	4	4
57	и их	2	4
58	так как	18	4
59	и даже	6	4
60	но и	2	4
61	и не	16	4
62	и все	5	4
63	хотя бы	1	4
64	все что	3	4
65	тех же	2	3
66	едва ли	1	3
67	и значение	1	3
68	во всех	1	3
69	и есть	5	3
70	и как	2	3
71	и художественного	2	3
72	учение о	1	3
73	с их	1	3
74	и теперь	2	3
75	мы полагаем	1	3
76	и вот	3	3
77	их в	2	3
78	этом смысле	2	3
79	том что	16	3
80	сих пор	3	3
81	в одном	2	3
82	в основе	2	3
83	до сих	3	3
84	его ученики	1	3
85	те же	4	3
86	по сравнению	1	3
87	представлений и	1	3
88	в конечном	3	3
89	в том	30	3
90	только на	3	3
91	мы знаем	3	3
92	всяком случае	6	3
93	полагаем что	1	3
94	в области	11	3
95	и др	1	3
96	вместе с	8	3
97	и потому	2	3
98	как это	4	3
99	сравнению с	1	3
100	могут быть	11	3
101	что в	23	3
102	в этих	4	3
103	а в	6	3
104	то что	32	3
105	между ними	1	3
106	только как	1	3
107	жизни и	3	3
108	во всяком	8	3
109	ту же	2	2
110	же как	4	2
111	определить как	1	2
112	этой теории	6	2
113	в самом	11	2
114	и этот	1	2
115	мы не	12	2
116	и о	4	2
117	метода и	1	2
118	того же	2	2
119	между собой	1	2
120	из этих	6	2
121	совсем не	3	2
122	но как	2	2
123	конечном счете	3	2
124	нет и	1	2
125	за пределы	1	2
126	меньше всего	1	2
127	с этим	3	2
128	что это	6	2
129	он не	3	2
130	момента в	1	2
131	и по	3	2
132	то же	5	2
133	по своему	1	2
134	связанных с	1	2
135	и мы	1	2
136	было бы	6	2
137	почти совершенно	1	2
138	в жизни	2	2
139	в них	2	2
140	как и	16	2
141	между собою	1	2
142	в своей	3	2
143	знаем что	1	2
144	этих трех	1	2
145	не менее	2	2
146	в науке	2	2
147	никогда не	8	2
148	только и	1	2
149	на два	2	2
150	таким путем	2	2
151	сущность его	1	2
152	сводится к	1	2
153	здесь же	1	2
154	понятия и	1	2
155	и исторического	1	2
156	что на	3	2
157	в каком	2	2
158	все то	3	2
159	не могут	3	2
160	что оно	3	2
161	не будет	3	2
162	как не	1	2
163	на основе	2	2
164	только то	2	2
165	в пределах	1	2
166	быть может	1	2
167	и вообще	1	2
168	с ним	2	2
169	находится в	1	2
170	о том	7	2
171	аналогии с	1	2
172	и содержание	1	2
173	для нас	5	2
174	три основных	1	2
175	что и	13	2
176	во всей	1	2
177	один из	4	2
178	мы видим	5	2
179	что он	7	2
180	и действительно	1	2
181	и так	4	2
182	со всеми	4	2
183	есть в	7	2
184	не можем	3	2
185	если мы	12	2
186	можно определить	1	2
187	за счет	1	2
