N	2gram	Bakhtin_Pr_2	Morfolog
1	может быть	18	52
2	и пр	2	40
3	таким образом	11	20
4	не может	24	17
5	в этих	4	16
6	могут быть	4	15
7	с этим	1	14
8	эта форма	2	13
9	и в	45	13
10	в этом	20	13
11	так как	5	12
12	и др	4	12
13	перед нами	4	11
14	связи с	1	11
15	мы видим	2	11
16	видим что	1	10
17	то же	5	9
18	мы имеем	2	9
19	так и	3	9
20	этом случае	1	9
21	не всегда	1	9
22	прежде всего	11	9
23	а не	10	9
24	и не	42	9
25	что и	5	8
26	с другой	1	8
27	по существу	1	8
28	в результате	3	8
29	имеем в	2	7
30	или же	2	7
31	все же	4	7
32	но если	1	7
33	но не	6	6
34	это не	3	6
35	подобно тому	2	6
36	не могут	1	6
37	и здесь	2	6
38	в форме	2	6
39	в том	8	6
40	а в	3	6
41	мы не	1	5
42	во всех	4	5
43	не все	1	5
44	тому как	2	5
45	то что	5	5
46	в образе	3	5
47	далеко не	4	5
48	не менее	2	5
49	потому что	8	5
50	или в	2	5
51	иногда в	1	5
52	образом мы	1	5
53	этот элемент	1	5
54	один из	2	5
55	наряду с	1	5
56	как бы	15	5
57	то перед	1	5
58	и другие	4	5
59	показать что	2	4
60	как в	4	4
61	хотя и	2	4
62	и как	2	4
63	ни одна	1	4
64	не только	16	4
65	на его	5	4
66	на этом	1	4
67	об этом	3	4
68	его в	3	4
69	было бы	4	4
70	вовсе не	7	4
71	как и	14	4
72	несмотря на	1	4
73	точки зрения	19	4
74	с точки	9	4
75	тем не	1	4
76	на котором	1	4
77	ничего не	3	4
78	тем что	2	4
79	героя а	1	4
80	очень часто	1	4
81	в других	1	4
82	как мы	8	4
83	могла бы	1	4
84	дает ивану	1	4
85	по отношению	8	4
86	герой и	3	4
87	и затем	2	4
88	в некоторых	2	4
89	другой стороны	1	4
90	там где	6	4
91	так же	5	4
92	оно может	1	4
93	отношению к	8	4
94	героя в	5	4
95	что в	6	4
96	связана с	1	3
97	получает в	1	3
98	самом деле	4	3
99	на самом	1	3
100	в первом	1	3
101	и для	2	3
102	между собой	1	3
103	вступают в	2	3
104	независимо от	1	3
105	но в	6	3
106	в целом	5	3
107	в нашем	2	3
108	в пределах	4	3
109	к герою	5	3
110	и по	2	3
111	но все	4	3
112	а по	1	3
113	входит в	9	3
114	из них	9	3
115	ни в	2	3
116	сам он	2	3
117	и вне	1	3
118	том что	7	3
119	о герое	4	3
120	этой формы	1	3
121	в то	5	3
122	в сущности	7	3
123	на него	2	3
124	того чтобы	1	3
125	здесь же	1	3
126	от того	2	3
127	на нем	1	3
128	раз он	1	3
129	если бы	2	3
130	но и	15	3
131	он не	9	3
132	к нему	11	3
133	в какой	1	3
134	и ее	7	3
135	в начале	2	3
136	друг друга	7	3
137	мы можем	4	3
138	не является	3	3
139	что они	3	3
140	из которых	2	3
141	но это	2	3
142	кроме того	1	3
143	это уже	1	3
144	мы должны	4	3
145	только что	2	3
146	же в	1	3
147	героя и	7	3
148	если же	1	3
149	по отдельным	1	2
150	как это	2	2
151	есть нечто	1	2
152	время как	1	2
153	как таковая	1	2
154	а с	3	2
155	герой не	2	2
156	если она	1	2
157	и к	2	2
158	более или	1	2
159	то в	1	2
160	та же	1	2
