N	2gram	Vygotskiy__2	NovoeSre
1	а не	3	17
2	и в	15	16
3	не может	9	16
4	во имя	1	15
5	и не	7	11
6	и есть	2	10
7	что в	14	9
8	в том	33	8
9	он не	7	8
10	в этом	19	7
11	может быть	9	7
12	как и	6	7
13	это есть	2	7
14	высшей степени	7	6
15	с его	4	6
16	не в	8	6
17	ни в	2	6
18	в высшей	7	6
19	общественной жизни	2	6
20	никогда не	8	6
21	лишь в	3	6
22	но это	1	6
23	не знает	1	6
24	воля к	1	6
25	должен быть	2	5
26	с ее	2	5
27	в ней	1	5
28	и к	6	5
29	не только	15	5
30	в жизни	1	5
31	все это	4	5
32	в нем	1	5
33	не во	1	4
34	быть может	2	4
35	о том	9	4
36	и мы	2	4
37	в них	4	4
38	то что	20	4
39	это не	5	4
40	прежде всего	4	4
41	должно быть	2	4
42	и потому	1	4
43	и для	2	4
44	не имеет	4	4
45	и все	3	4
46	потому что	7	4
47	с другой	6	3
48	смысле слова	5	3
49	в ее	1	3
50	вопрос о	5	3
51	человека и	3	3
52	во всех	2	3
53	за пределы	2	3
54	в истории	6	3
55	наряду с	2	3
56	как в	4	3
57	конечно не	1	3
58	к ним	1	3
59	подобно тому	2	3
60	но и	10	3
61	это было	1	3
62	не есть	1	3
63	с тем	1	3
64	в своей	4	3
65	тому как	2	3
66	она не	1	3
67	эти формы	1	3
68	что такое	1	3
69	не существует	3	3
70	в основе	3	3
71	к ее	1	3
72	жизни в	1	3
73	к тому	7	3
74	сказать что	6	3
75	и это	3	2
76	же как	2	2
77	связана с	4	2
78	должно стать	1	2
79	силы и	1	2
80	это и	1	2
81	не имеют	1	2
82	к созданию	1	2
83	переход к	1	2
84	можно было	5	2
85	так и	8	2
86	природе и	1	2
87	мы не	10	2
88	мира и	2	2
89	и с	4	2
90	для этого	3	2
91	потребностей и	1	2
92	стремление к	1	2
93	еще до	1	2
94	я не	1	2
95	и должно	1	2
96	вот почему	3	2
97	и что	8	2
98	и на	1	2
99	на протяжении	2	2
100	но не	3	2
101	все время	3	2
102	самый процесс	2	2
103	с этим	3	2
104	но в	6	2
105	который в	4	2
106	все эти	3	2
107	с одной	7	2
108	думать что	1	2
109	с их	2	2
110	в себе	2	2
111	вернуться к	3	2
112	ли есть	1	2
113	не к	1	2
114	том чтобы	4	2
115	у него	2	2
116	что она	3	2
117	и заключается	1	2
118	что все	4	2
119	нет и	2	2
120	и даже	5	2
121	и т.п	7	2
122	связаны с	1	2
123	этом смысле	2	2
124	в природе	1	2
125	зависит от	1	2
126	том что	27	2
127	вместе с	6	2
128	так же	4	2
129	мы говорим	1	2
130	место в	1	2
131	мысли и	1	2
132	одной стороны	7	2
133	мир и	1	2
134	другой стороны	1	2
135	по существу	5	2
136	том и	1	2
137	как это	6	2
138	такой же	1	2
139	но для	2	2
140	в смысле	1	2
141	одна из	1	2
142	мысли в	1	2
143	того чтобы	12	2
144	и от	1	2
145	человека во	1	2
146	самой жизни	1	2
147	не ставит	1	2
148	хотя бы	4	2
149	а в	4	2
150	когда мы	1	2
151	могут быть	2	2
152	в категориях	2	2
153	не хотим	2	2
154	из ее	1	2
155	от этой	1	1
156	никогда на	1	1
157	небом и	1	1
158	не хочу	1	1
159	для себя	3	1
160	будет сказать	1	1
161	переход от	4	1
162	к таким	1	1
163	знаний нет	1	1
164	чтобы быть	1	1
165	он находится	2	1
