N	2gram	Losev_Dial_4	Komedia
1	и в	15	26
2	едва ли	3	14
3	и не	30	14
4	и его	7	12
5	так и	5	12
6	может быть	17	11
7	в том	11	11
8	в этом	11	10
9	но и	4	10
10	том что	10	9
11	если бы	6	9
12	вместе с	2	9
13	что в	7	9
14	ясно что	11	8
15	было бы	9	8
16	и на	5	7
17	не только	8	7
18	что и	6	7
19	из них	2	7
20	ли не	1	7
21	еще не	4	6
22	в своем	5	6
23	о том	5	6
24	в нем	5	6
25	таким образом	5	6
26	в то	6	6
27	того чтобы	5	6
28	потому что	10	6
29	и здесь	1	6
30	наряду с	1	6
31	то что	16	6
32	в которой	2	5
33	с его	5	5
34	что он	7	5
35	так что	6	5
36	в истории	3	5
37	с этим	3	5
38	для того	5	5
39	ни в	8	5
40	на основании	3	5
41	с тем	4	5
42	и с	4	5
43	один из	4	5
44	в качестве	2	5
45	к этому	3	5
46	уже в	1	4
47	хотя и	6	4
48	в самом	2	4
49	что это	13	4
50	из этих	2	4
51	с их	4	4
52	это было	2	4
53	в них	2	4
54	как и	7	4
55	место в	1	4
56	в древней	1	4
57	не менее	2	4
58	не по	2	4
59	с и	1	4
60	как будто	2	4
61	как мы	1	4
62	можно было	1	4
63	его в	1	4
64	в его	4	4
65	только в	7	4
66	так как	14	4
67	на этот	1	4
68	что для	1	4
69	прежде всего	11	4
70	мира в	1	4
71	в частности	2	4
72	как это	2	4
73	все же	2	4
74	и для	5	4
75	и от	1	4
76	одной из	2	4
77	точки зрения	14	4
78	речь идет	1	3
79	тех же	2	3
80	в котором	2	3
81	то же	9	3
82	в их	3	3
83	той же	5	3
84	надо было	3	3
85	вопрос о	2	3
86	это время	1	3
87	в ней	5	3
88	во всех	2	3
89	как в	3	3
90	но в	3	3
91	так или	1	3
92	в этой	4	3
93	как он	1	3
94	друг другу	1	3
95	но все	2	3
96	человека в	1	3
97	при всем	1	3
98	но если	5	3
99	в обоих	1	3
100	не имеет	14	3
101	того как	2	3
102	же время	6	3
103	связи с	1	3
104	что на	2	3
105	к нему	1	3
106	себя в	2	3
107	для всех	3	3
108	и их	2	3
109	никто не	2	3
110	мы можем	3	3
111	тем что	2	3
112	в первую	1	3
113	возможно что	1	3
114	даже не	2	3
115	или иначе	2	3
116	не было	2	3
117	в связи	1	3
118	из которых	3	3
119	да и	2	3
120	с этой	2	3
121	все это	9	3
122	или в	7	3
123	а в	1	3
124	в своей	3	3
125	жизни и	4	3
126	не может	11	3
127	и т	17	2
128	по отдельным	1	2
129	а из	1	2
130	только потому	3	2
131	и есть	19	2
132	мы имеем	5	2
133	мы не	9	2
134	говорить о	11	2
135	то это	1	2
136	в виду	9	2
137	в ее	2	2
138	силу этого	1	2
139	отличие от	2	2
140	тут же	1	2
141	отнюдь не	4	2
142	и я	1	2
143	идет о	1	2
144	и вовсе	1	2
145	в одной	1	2
146	что именно	7	2
147	целый ряд	1	2
148	что по	2	2
149	имеет в	1	2
150	от этого	3	2
151	да еще	2	2
152	с той	2	2
153	бы и	3	2
154	сказать о	1	2
155	жизни так	1	2
156	в нашем	1	2
157	ни одна	2	2
158	роль в	1	2
159	в философии	1	2
160	и если	3	2
161	что она	5	2
162	он не	1	2
163	и еще	1	2
164	в силу	4	2
165	на этом	3	2
166	имевшие место	1	2
167	то ни	4	2
168	же не	1	2
169	об этом	3	2
170	это не	12	2
171	этом смысле	4	2
172	в это	1	2
173	не всегда	3	2
174	в один	3	2
175	не более	1	2
176	бы к	1	2
177	представление о	2	2
178	в отличие	1	2
179	которые в	1	2
180	не в	8	2
181	в конце	1	2
182	однако в	2	2
183	вовсе не	6	2
184	даже в	1	2
185	одна из	1	2
186	в одном	4	2
187	такая же	1	2
188	не является	1	2
189	бог и	1	2
190	в духе	1	2
191	всего в	1	2
192	и это	8	2
193	как не	2	2
194	говоря уже	3	2
195	и что	9	2
196	на что	2	2
197	после того	1	2
198	в пользу	2	2
199	и во	2	2
200	и все	11	2
201	под именем	1	2
202	обоих случаях	1	2
203	мы понимаем	1	2
204	нем не	1	2
205	в другой	1	2
206	вслед за	1	2
207	все время	1	2
208	философии и	1	2
209	тот же	1	2
210	с ними	4	2
211	одних и	2	2
212	и ее	8	2
213	с одной	1	2
214	и у	1	2
215	по случаю	1	2
216	одно из	1	2
217	не для	1	2
218	отношение к	1	2
219	от того	2	2
220	нет и	2	2
221	со стороны	3	2
222	случая и	1	2
223	с другой	1	2
224	и тех	2	2
225	мы находим	2	2
226	уже о	4	2
227	в течение	4	2
228	в той	1	2
229	как бы	14	2
230	бы в	4	2
231	хотя бы	4	2
232	не говоря	3	2
233	из этого	1	2
234	в голову	1	2
235	во всяком	2	2
236	то на	3	1
237	говоря о	1	1
238	отношения к	3	1
239	переходит к	1	1
240	с кем	1	1
241	заходит о	1	1
242	сил и	1	1
243	этого последнего	1	1
244	мы имели	3	1
245	как результат	1	1
246	и этот	1	1
247	то для	1	1
248	на первый	1	1
249	сравнению с	2	1
250	для своего	1	1
251	путь для	1	1
252	это что	1	1
253	та же	3	1
254	память о	1	1
255	такое положение	1	1
256	в сущности	5	1
257	время только	1	1
258	же что	3	1
259	думаю что	2	1
260	чем больше	2	1
261	собой в	1	1
262	первый план	1	1
263	все эти	3	1
264	в чем	8	1
265	что люди	1	1
266	только после	2	1
267	то мы	3	1
268	в юности	1	1
269	в область	1	1
270	все внимание	1	1
271	значение и	1	1
272	морали и	1	1
273	с отцом	1	1
274	в общем	1	1
275	и будет	2	1
276	не просто	7	1
277	друг от	1	1
278	событий а	3	1
279	чем же	2	1
280	если она	2	1
281	общего с	3	1
282	которой они	1	1
283	по которому	1	1
284	как к	1	1
285	пределах одной	1	1
286	и нет	3	1
287	и понимаем	1	1
288	в полном	1	1
289	гораздо более	1	1
290	этой цели	1	1
291	с нею	1	1
292	жизни в	1	1
293	но вы	1	1
294	не приходится	1	1
295	только два	1	1
296	если мы	5	1
297	из другого	1	1
298	остановиться на	1	1
299	в себе	8	1
300	корнями в	1	1
301	лет тому	1	1
302	чтобы установить	1	1
303	мы их	1	1
304	и стало	4	1
305	богатым и	1	1
306	главным образом	2	1
307	время и	2	1
308	знали что	3	1
309	видеть в	1	1
310	по общему	2	1
311	и более	1	1
312	не могли	2	1
313	ребенок есть	1	1
314	его от	1	1
315	исключительно с	1	1
316	в понятие	1	1
317	в основу	1	1
318	от нее	3	1
319	а вместе	1	1
320	приходится говорить	1	1
321	чуть не	1	1
322	его не	1	1
323	на все	2	1
324	с целью	1	1
325	г в	1	1
326	входит в	1	1
327	мира сего	1	1
328	и мы	7	1
329	все прочее	2	1
330	об осуществлении	1	1
331	по себе	13	1
332	еще одно	1	1
333	в жизни	5	1
334	ни одной	1	1
335	их взаимоотношения	1	1
336	и уже	4	1
337	мы видели	1	1
338	ни с	4	1
339	действительно не	1	1
340	как таковой	5	1
341	и тогда	2	1
342	не мог	2	1
343	со всей	2	1
344	и при	2	1
345	мысль и	1	1
346	отдельных личностей	1	1
347	речь заходит	1	1
348	и без	2	1
349	же это	5	1
350	еще с	1	1
351	из классических	1	1
352	что стало	1	1
353	стало быть	15	1
354	сам же	1	1
355	только для	3	1
356	это произошло	1	1
357	тем не	2	1
358	их в	1	1
359	вещей и	1	1
360	том же	1	1
361	не требуется	1	1
362	для нее	2	1
363	и очень	1	1
364	и необходимость	2	1
365	и одной	1	1
366	с точки	9	1
367	три типа	1	1
368	не раз	2	1
369	но они	2	1
370	тем самым	3	1
371	что эта	2	1
372	с которой	1	1
373	благоприятные условия	1	1
374	она могла	1	1
375	это дает	1	1
376	на себе	5	1
377	как о	2	1
378	в основе	10	1
379	отношениях к	1	1
380	из их	1	1
381	иметь в	2	1
382	та или	3	1
383	никогда не	2	1
384	самой жизни	1	1
385	ничего не	17	1
386	в разных	2	1
387	имеем дело	1	1
388	или об	3	1
389	и теперь	1	1
390	этим же	1	1
391	здесь же	1	1
392	из того	1	1
393	эти три	1	1
394	мы помним	1	1
395	и оказывается	2	1
396	не суждено	1	1
397	в области	3	1
398	в каком	5	1
399	обстоятельство что	1	1
400	к себе	1	1
401	нет ни	3	1
402	и вполне	1	1
403	отличается от	1	1
404	той или	4	1
405	они и	1	1
406	из себя	1	1
407	приходит к	1	1
408	то она	1	1
409	от друга	1	1
410	только при	1	1
411	в собственном	3	1
412	представим себе	2	1
413	что само	1	1
414	в себя	5	1
415	в пределах	1	1
416	чтобы дать	1	1
417	том случае	1	1
418	было в	1	1
419	реальной жизни	1	1
420	в контексте	1	1
421	мог бы	2	1
422	но никак	1	1
423	веры в	1	1
424	по сравнению	2	1
425	жизнь и	2	1
426	самого ее	1	1
427	о котором	1	1
428	не будучи	1	1
429	с ним	3	1
430	помнить что	1	1
431	сами они	1	1
432	можно найти	1	1
433	по смыслу	2	1
434	возможна только	1	1
435	и та	3	1
436	но мы	2	1
437	никак не	2	1
438	его жизни	1	1
439	одного из	1	1
440	можем сказать	2	1
441	имеет значения	1	1
442	все его	1	1
443	в греческой	1	1
444	планов из	1	1
445	от них	1	1
446	говорить об	2	1
447	лица и	1	1
448	я думаю	2	1
449	искусства к	1	1
450	во всей	2	1
451	что же	2	1
452	вполне ясно	1	1
453	них в	1	1
454	и ни	2	1
455	и следовательно	3	1
456	если это	1	1
457	раз на	1	1
458	идея а	1	1
459	не зная	1	1
460	имеется в	3	1
461	с отдельными	1	1
462	и новая	1	1
463	мы видим	4	1
464	он помогает	1	1
465	что даже	2	1
466	даже если	1	1
467	очень много	2	1
468	внимание что	1	1
469	конечно не	2	1
470	и они	1	1
471	то и	2	1
472	и явно	1	1
473	речь в	1	1
474	к своим	1	1
475	он имеет	1	1
476	не так	1	1
477	земли и	1	1
478	не о	4	1
479	как его	1	1
480	его цель	1	1
481	иначе не	1	1
