N	2gram	Bakhtin_Fr_8	Dialekti
1	и не	9	27
2	а не	2	26
3	точки зрения	6	25
4	и в	56	24
5	не только	8	23
6	не может	2	19
7	не просто	3	18
8	и что	1	15
9	что все	4	14
10	с точки	2	14
11	то что	3	14
12	таким образом	17	13
13	что он	2	13
14	вовсе не	6	13
15	может быть	3	13
16	и даже	8	13
17	что это	4	12
18	того что	1	12
19	есть и	5	12
20	не имеет	1	11
21	в сущности	8	10
22	только не	2	10
23	то это	1	9
24	что она	2	9
25	ни в	2	9
26	но и	9	9
27	нет ничего	1	9
28	в этом	14	8
29	и как	2	8
30	так что	3	8
31	в виде	2	8
32	прежде всего	6	8
33	том что	8	8
34	если же	1	8
35	в самом	9	7
36	как и	5	7
37	никогда не	5	7
38	как раз	2	7
39	потому что	6	7
40	что оно	1	7
41	в виду	1	7
42	только на	2	7
43	в особенности	4	7
44	я уже	1	7
45	что в	5	7
46	самом деле	2	6
47	то же	11	6
48	и с	8	6
49	вещей и	11	6
50	превращается в	1	6
51	если бы	2	6
52	что и	3	6
53	и только	1	6
54	о том	4	6
55	так как	4	6
56	не на	3	6
57	и все	6	6
58	все это	8	6
59	кроме того	3	6
60	но если	1	6
61	вопрос о	1	5
62	что его	1	5
63	точка зрения	2	5
64	хотя и	2	5
65	и к	4	5
66	сущности и	1	5
67	он не	5	5
68	так и	13	5
69	было бы	2	5
70	в них	11	5
71	мы не	2	5
72	и тогда	1	5
73	в том	13	5
74	в то	12	5
75	тогда когда	1	5
76	и притом	1	5
77	и сама	1	5
78	и его	12	5
79	только в	9	5
80	уже не	3	5
81	одно из	1	5
82	что для	3	5
83	с этой	2	5
84	но это	2	5
85	только как	1	5
86	жизни и	1	5
87	как на	1	5
88	все остальное	1	4
89	и то	2	4
90	явления и	1	4
91	время как	1	4
92	первый план	2	4
93	в чем	1	4
94	и мира	1	4
95	что нет	1	4
96	конечно не	4	4
97	подобно тому	1	4
98	это не	2	4
99	тому что	1	4
100	не могут	1	4
101	и это	1	4
102	нет никакой	1	4
103	то время	2	4
104	к тому	1	4
105	все вещи	1	4
106	с другой	2	4
107	тело и	1	4
108	для него	2	4
109	если оно	1	4
110	или иной	1	4
111	говорит о	2	4
112	так же	2	4
113	тому как	1	4
114	сказать что	3	4
115	из самых	1	3
116	мы уже	10	3
117	той же	6	3
118	и на	7	3
119	за пределы	4	3
120	в одной	1	3
121	границы и	1	3
122	в своем	3	3
123	все же	2	3
124	перед нами	3	3
125	все эти	15	3
126	тем более	1	3
127	в нем	8	3
128	он и	2	3
129	как целое	2	3
130	не больше	1	3
131	мир и	2	3
132	не в	3	3
133	есть еще	1	3
134	из которых	2	3
135	одна из	4	3
136	в основе	4	3
137	же время	10	3
138	во всем	4	3
139	и о	3	3
140	утверждает что	1	3
141	это было	1	3
142	к нему	2	3
143	быть и	1	3
144	или же	1	3
145	и ее	4	3
146	вопрос об	2	3
147	с одной	4	3
148	из них	2	3
149	мы знаем	1	3
150	тем что	1	3
151	для того	2	3
152	в каком	2	3
153	и прежде	1	3
154	не было	5	3
155	его как	2	3
156	ни о	2	3
157	одной стороны	2	3
158	как бы	11	3
159	на свете	1	3
160	с полной	1	3
161	и от	1	3
162	мира и	2	3
163	и ни	1	3
164	не знает	1	3
165	при его	1	3
166	в слове	2	3
167	также и	2	2
168	например в	4	2
169	в частности	7	2
170	как чистое	1	2
171	так чтобы	1	2
172	и он	1	2
173	в ней	4	2
174	еще не	10	2
175	на них	3	2
176	бы то	2	2
177	с его	5	2
178	живых существ	1	2
179	но не	5	2
180	целый ряд	2	2
181	но в	6	2
182	в условиях	5	2
183	из этих	1	2
184	и они	1	2
185	в себе	4	2
186	тому же	1	2
187	но на	1	2
188	вообще не	1	2
189	при этом	4	2
190	и вот	1	2
191	людей и	2	2
192	только одно	1	2
193	из нее	2	2
194	будет вам	1	2
195	мира где	1	2
196	несмотря на	2	2
197	она была	1	2
198	понятия и	1	2
199	в их	3	2
200	он дает	2	2
201	и эти	2	2
202	их в	4	2
203	же мы	1	2
204	но они	1	2
205	явления как	1	2
206	иной раз	1	2
207	на котором	2	2
208	следовательно и	1	2
209	только и	1	2
210	и является	1	2
211	ничто не	2	2
212	исторического процесса	1	2
213	фактов и	2	2
214	уже о	1	2
215	могут быть	1	2
216	для такого	1	2
217	той или	2	2
218	как мы	7	2
219	и сами	1	2
220	так в	1	2
221	быть отнесена	1	2
222	от вещей	1	2
223	на что	1	2
224	для этого	1	2
225	и вообще	1	2
226	и здесь	3	2
227	и во	2	2
228	грань между	2	2
229	ее от	1	2
230	в его	18	2
231	и она	1	2
232	как например	3	2
233	только он	1	2
234	целое не	1	2
235	и тем	1	2
236	со всеми	1	2
237	и тела	2	2
238	себя в	1	2
239	не можем	1	2
240	и у	1	2
241	же от	1	2
242	же в	1	2
243	нового времени	2	2
244	хочет быть	1	2
245	никто не	1	2
246	у него	7	2
247	говорить и	1	2
248	именно в	1	2
249	а именно	1	2
250	еще и	3	2
251	и существует	1	2
252	быть только	1	2
253	и потому	4	2
254	нет ни	2	2
255	в данном	2	2
256	было ни	1	2
257	она должна	1	2
258	и для	2	2
259	для нас	1	2
260	бы в	3	2
261	а в	2	2
262	может и	1	2
263	слово в	1	2
264	другой стороны	2	2
265	о себе	2	2
266	из этого	1	2
267	но еще	1	2
268	ее в	1	2
269	в своих	4	2
270	они не	5	2
271	новое время	2	1
272	ту же	4	1
273	этого в	1	1
274	речь идет	1	1
275	говоря о	1	1
276	чтобы не	1	1
277	начинается с	1	1
278	этом отношении	1	1
279	на самом	2	1
280	сил и	1	1
281	идет о	1	1
282	в приведенном	1	1
283	и принципиально	1	1
284	и так	1	1
285	вещей в	1	1
286	по преимуществу	2	1
287	мировоззрения и	1	1
288	можно лишь	1	1
289	он всегда	1	1
290	что эти	2	1
291	а как	1	1
292	мира как	1	1
293	из всего	1	1
294	для своего	2	1
295	или наоборот	1	1
296	и себя	1	1
297	является наиболее	1	1
298	науки и	1	1
299	сущности это	1	1
300	когда люди	1	1
301	самостоятельной жизни	1	1
302	эпохи в	9	1
303	на свою	1	1
304	конечно и	3	1
305	из ее	1	1
306	и самого	1	1
307	отношения и	1	1
308	одного человека	1	1
309	во всех	8	1
310	а следовательно	1	1
311	сказать и	1	1
312	одном и	1	1
313	себе и	2	1
314	это мир	2	1
315	чем же	1	1
316	независимо от	1	1
317	стороны и	1	1
318	как к	2	1
319	глубже чем	1	1
320	ряде примеров	1	1
321	и слова	1	1
322	и наконец	3	1
323	это тоже	1	1
324	это вообще	1	1
325	нового и	1	1
326	более или	2	1
327	это определение	1	1
328	в этот	1	1
329	та же	1	1
330	в которой	4	1
331	во многих	1	1
332	эпохи и	6	1
333	но ведь	1	1
334	слово это	1	1
335	фактический материал	1	1
336	кажется не	1	1
337	они совершенно	1	1
338	они только	1	1
339	в реальной	1	1
340	мы можем	1	1
341	всех этих	3	1
342	принадлежат и	1	1
343	не к	1	1
344	языком и	1	1
345	из него	1	1
346	что ни	1	1
347	о таком	1	1
348	то ни	2	1
349	пусть и	1	1
350	в совершенно	4	1
351	есть все	1	1
352	в мире	2	1
353	в глубине	1	1
354	который одинаково	1	1
355	его в	2	1
356	природой и	1	1
357	но самый	1	1
358	на почве	1	1
359	и дает	1	1
360	с реальными	1	1
361	нет в	1	1
362	далеко не	2	1
363	место и	1	1
364	не всегда	1	1
365	которой он	1	1
366	между собою	2	1
367	эпохи с	1	1
368	они в	1	1
369	такой же	5	1
370	и какая	1	1
371	или менее	2	1
372	во время	5	1
373	в отношении	5	1
374	нами чисто	1	1
375	в котором	2	1
376	место в	1	1
377	оказывается что	1	1
378	не как	2	1
379	вещей как	1	1
380	бы мы	1	1
381	по своей	4	1
382	вовсе еще	2	1
383	и раньше	1	1
384	своему существу	1	1
385	точку зрения	1	1
386	но он	3	1
387	друг другу	2	1
388	на другую	1	1
389	и более	4	1
390	уже сказали	1	1
391	этот мир	1	1
392	даже в	4	1
393	имели в	1	1
394	вещи не	1	1
395	а иногда	1	1
396	что эта	1	1
397	дело не	2	1
398	логической и	1	1
399	того как	2	1
400	полного и	1	1
401	совершенно правильно	1	1
402	может только	1	1
403	казалось бы	3	1
404	не имели	2	1
405	в самой	1	1
406	в науке	1	1
407	он хочет	1	1
408	существовала и	1	1
409	связи с	6	1
410	ибо все	1	1
411	и при	2	1
412	что на	2	1
413	характерен для	2	1
414	тела и	1	1
415	в стиле	1	1
416	целого мира	1	1
417	которых он	2	1
418	в основу	1	1
419	это конечно	1	1
420	же самое	1	1
421	всего в	1	1
422	как для	1	1
423	реальным и	1	1
424	смерти и	2	1
425	социальные и	1	1
426	образы и	4	1
427	с ее	5	1
428	на нем	1	1
429	в ее	6	1
430	данном случае	2	1
431	он с	1	1
432	обычных условиях	1	1
433	только то	1	1
434	в себя	1	1
435	и совершенно	2	1
436	и сам	2	1
437	вещи и	4	1
438	было в	1	1
439	и которые	4	1
440	мог бы	1	1
441	во многом	2	1
442	связанных с	1	1
443	строго говоря	1	1
444	даны в	1	1
445	с ним	2	1
446	и вещи	2	1
447	о смерти	1	1
448	то есть	24	1
449	но к	1	1
450	на вопрос	1	1
451	и та	1	1
452	по типу	1	1
453	можно сказать	2	1
454	в вопросах	1	1
455	науке и	1	1
456	все в	1	1
457	тем или	1	1
458	в монастыре	1	1
459	вся эта	2	1
460	на одном	2	1
461	есть с	1	1
462	бы и	2	1
463	наконец в	4	1
464	он был	12	1
465	у всех	2	1
466	знания и	2	1
467	в другую	1	1
468	в лице	1	1
469	и мир	1	1
470	происходит в	1	1
471	где не	1	1
472	наконец и	1	1
473	но с	2	1
474	оно и	1	1
475	но тот	1	1
476	всякого рода	1	1
477	здесь не	1	1
478	тот же	1	1
479	одной из	3	1
480	как нечто	1	1
481	он очевидно	1	1
482	очень много	2	1
483	то он	1	1
484	на мир	2	1
485	в качестве	4	1
486	каждый из	1	1
487	вопроса о	1	1
488	ни одного	2	1
489	его кончине	1	1
490	и вещей	4	1
491	и обратно	1	1
492	возможности для	1	1
493	и глубина	1	1
494	был бы	3	1
495	на части	1	1
496	говорили об	1	1
497	мы находим	3	1
498	представлений о	1	1
499	в одном	2	1
500	очевидно не	1	1
501	к ним	2	1
502	в систему	3	1
503	на ряде	1	1
504	характерны для	1	1
505	образом что	1	1
506	в других	2	1
507	указание на	1	1
508	науки в	1	1
509	момент в	2	1
510	точек зрения	2	1
511	до сих	8	1
512	к которому	3	1
513	значений и	1	1
514	такое же	1	1
515	мы еще	1	1
516	на людей	1	1
517	на ней	1	1
518	между ними	2	1
519	больше и	1	1
520	в некоторых	3	1
521	самое слово	1	1
522	вещи ее	1	1
523	что обычно	1	1
524	та самая	1	1
525	мира в	1	1
526	и служит	1	1
527	в связи	3	1
528	в такие	1	1
529	связь с	3	1
530	какая же	1	1
531	вместе с	2	1
532	и абсолютно	1	1
533	по своему	8	1
534	чем в	1	1
535	данной эпохи	1	1
536	живым языком	1	1
537	и всей	3	1
538	для понимания	2	1
539	и смерти	1	1
540	первом плане	1	1
541	слова и	3	1
542	явления а	1	1
543	сих пор	8	1
544	понятий а	1	1
545	понятий и	1	1
546	не мог	3	1
547	здесь в	3	1
548	в обычных	1	1
549	глубине души	1	1
550	и часто	1	1
551	его с	1	1
552	в результате	5	1
553	о котором	1	1
554	бы чем-то	1	1
555	но когда	1	1
556	от него	1	1
557	в этих	11	1
558	ни было	2	1
559	есть уже	1	1
560	мы переходим	1	1
561	материал и	1	1
562	стадии своего	1	1
563	имеет место	1	1
564	одновременно и	1	1
565	они еще	3	1
566	основе их	2	1
567	всем этом	1	1
568	то оно	1	1
569	в процессе	5	1
570	и эта	2	1
571	те которые	1	1
