N	2gram	Losev_Prob_4	KFilosof
1	может быть	9	43
2	в его	3	39
3	в нем	5	31
4	не может	5	27
5	и не	28	26
6	и в	20	22
7	в себе	12	21
8	в котором	2	21
9	для меня	1	20
10	не есть	12	19
11	и его	10	17
12	в ее	5	17
13	а не	7	17
14	только в	23	16
15	в этом	9	13
16	точки зрения	14	13
17	и это	2	12
18	но не	5	12
19	ни в	17	12
20	для него	3	12
21	все эти	16	11
22	в своей	4	11
23	не в	13	11
24	к нему	3	11
25	во всех	4	10
26	в своем	3	10
27	это не	7	10
28	с точки	11	10
29	все это	9	10
30	из себя	2	10
31	и есть	4	9
32	в их	1	9
33	в целом	1	9
34	для нее	1	9
35	но и	14	9
36	как бы	4	9
37	и для	4	9
38	и все	8	9
39	было бы	14	8
40	если бы	8	8
41	не было	3	8
42	жизни и	5	8
43	я должен	1	7
44	то что	15	7
45	во всем	2	7
46	на основе	1	7
47	и здесь	1	7
48	что и	3	7
49	себя в	2	7
50	конечно не	3	7
51	в единстве	1	7
52	вовсе не	21	7
53	отношение к	1	6
54	отнюдь не	10	6
55	он не	2	6
56	не значит	1	6
57	мир как	1	6
58	смысл и	1	6
59	и только	4	6
60	совершенно не	3	6
61	уже не	5	6
62	но это	6	6
63	в смысле	5	6
64	в том	20	6
65	от своей	1	5
66	мы имеем	6	5
67	но как	3	5
68	все же	2	5
69	но в	8	5
70	не только	24	5
71	но ведь	1	5
72	то же	7	5
73	но все	3	5
74	его в	2	5
75	как и	6	5
76	должно быть	1	5
77	от его	1	5
78	но эта	2	5
79	не имеет	4	5
80	никогда не	1	5
81	единое и	1	5
82	для себя	2	5
83	с ним	4	5
84	со всем	1	5
85	именно в	7	5
86	его как	1	5
87	в контексте	1	5
88	в основе	1	5
89	хотя бы	7	5
90	жизни в	2	5
91	в моем	1	5
92	не знает	1	5
93	ко всему	1	5
94	я могу	1	5
95	в чем	2	4
96	при этом	6	4
97	не как	1	4
98	здесь мы	3	4
99	бы быть	2	4
100	тем самым	4	4
101	чем не	1	4
102	в каком	6	4
103	в категориях	1	4
104	с ними	2	4
105	времени и	4	4
106	мира и	1	4
107	познания и	1	4
108	места и	1	4
109	нисколько не	1	4
110	ни было	2	4
111	единая и	1	4
112	в одном	4	4
113	том что	12	4
114	для нас	6	4
115	а в	4	4
116	со мной	1	4
117	что в	3	4
118	в своих	1	4
119	самом деле	3	3
120	на самом	5	3
121	для которого	1	3
122	и этот	3	3
123	мы не	7	3
124	что это	2	3
125	общее и	3	3
126	в ней	7	3
127	еще не	7	3
128	и на	3	3
129	тем как	1	3
130	а следовательно	1	3
131	себе и	3	3
132	нет и	2	3
133	независимо от	3	3
134	ясно и	2	3
135	бы и	3	3
136	бы не	1	3
137	всех этих	6	3
138	для того	3	3
139	и совершенно	2	3
140	в корне	2	3
141	в каждом	1	3
142	в другом	3	3
143	себя не	1	3
144	этом смысле	3	3
145	эти моменты	1	3
146	нет в	2	3
147	рядом с	1	3
148	что этот	1	3
149	не менее	10	3
150	ничего не	1	3
151	и делает	1	3
152	могут быть	1	3
153	меня в	2	3
154	здесь не	7	3
155	единый и	1	3
156	ясно что	7	3
157	здесь нет	3	3
158	но здесь	1	3
159	в виду	6	3
160	о том	5	3
161	и весь	3	3
162	не имеем	1	3
163	того или	3	3
164	положения и	1	3
165	ним и	1	3
166	принципа для	1	3
167	нем и	1	3
168	того что	1	3
169	быть и	1	3
170	и тем	7	3
171	в конкретной	2	3
172	не дает	1	3
173	тем что	3	3
174	что не	4	3
175	до конца	1	3
176	по своему	6	3
177	сознания и	3	3
178	и ни	5	3
179	только с	1	3
180	но можно	1	3
181	в свою	1	3
182	или иного	3	3
183	в то	4	3
184	чтобы не	2	2
185	мы здесь	2	2
186	и то	2	2
187	это и	4	2
188	едва ли	10	2
189	и должен	1	2
190	поскольку она	1	2
191	если я	1	2
192	на первом	1	2
193	вопрос о	1	2
194	ему в	2	2
195	не нужно	1	2
196	это противопоставление	1	2
197	с его	2	2
198	совсем не	1	2
199	в данном	6	2
200	жить и	1	2
201	как в	5	2
202	как к	1	2
203	и как	3	2
204	себе как	1	2
205	этих моментов	1	2
206	думать что	1	2
207	ни одна	2	2
208	в этой	4	2
209	и будущее	1	2
210	того именно	1	2
211	имеем в	3	2
212	есть именно	2	2
213	в принципе	1	2
214	в виде	22	2
215	лишь с	1	2
216	так и	10	2
217	то ни	1	2
218	не будет	2	2
219	и может	2	2
220	действительности в	1	2
221	весь мир	2	2
222	в жизни	3	2
223	кажется что	2	2
224	из нее	1	2
225	их для	1	2
226	с тем	4	2
227	и общее	1	2
228	жизни но	1	2
229	можно ли	3	2
230	как предмет	2	2
231	тем не	10	2
232	войти в	1	2
233	этот мир	1	2
234	по себе	11	2
235	сам этот	1	2
236	тому что	1	2
237	раз и	1	2
238	что есть	1	2
239	что эта	1	2
240	дело не	3	2
241	дело в	2	2
242	того чтобы	2	2
243	в сознании	3	2
244	в области	3	2
245	вошли в	1	2
246	бы он	1	2
247	той или	14	2
248	ничего общего	5	2
249	данного момента	1	2
250	можно и	1	2
251	чтобы быть	1	2
252	во главе	1	2
253	говорить о	2	2
254	и когда	2	2
255	котором мы	1	2
256	это только	1	2
257	жизнь и	4	2
258	другое дело	2	2
259	может не	1	2
260	бы то	1	2
261	основе своей	1	2
262	единства и	1	2
263	все во	1	2
264	или как	1	2
265	вся эта	2	2
266	и она	1	2
267	мышление и	1	2
268	содержания но	1	2
269	тот же	2	2
270	дело с	2	2
271	что он	8	2
272	со всеми	2	2
273	в качестве	10	2
274	а это	3	2
275	к содержанию	1	2
276	действительного бытия	1	2
277	дело когда	1	2
278	не о	1	2
279	были бы	3	2
280	себе а	1	2
281	или иной	13	2
282	познания но	1	2
283	для этого	2	2
284	но есть	1	2
285	предмет и	1	2
286	прежде всего	11	2
287	только по	1	2
288	своем месте	1	2
289	он и	1	2
290	если не	3	2
291	бы оно	1	2
292	и потому	7	2
293	пространства и	1	2
294	его на	1	2
295	это есть	3	2
296	дело здесь	1	2
297	в это	2	2
298	первом плане	1	2
299	при условии	2	2
300	но для	1	2
301	это уже	3	2
302	это можно	2	2
303	человек и	1	2
304	еще более	2	2
305	и смысл	1	2
306	ни к	2	2
307	потому что	15	2
308	они находятся	1	2
309	отношении к	1	2
310	но этот	2	2
311	смысле слова	15	1
312	говоря о	1	1
313	также и	13	1
314	о каких	2	1
315	нельзя жить	1	1
316	человека и	1	1
317	функции в	2	1
318	в эстетике	1	1
319	бы для	2	1
320	тем же	1	1
321	и до	1	1
322	можно в	1	1
323	что эти	1	1
324	как представитель	1	1
325	ведь и	1	1
326	действительности и	5	1
327	это нисколько	1	1
328	в зависимости	3	1
329	здесь нам	1	1
330	что между	1	1
331	что уже	1	1
332	единство и	1	1
333	науки и	1	1
334	именно к	1	1
335	не была	1	1
336	он как	3	1
337	бесконечное множество	2	1
338	и ее	4	1
339	так называемые	1	1
340	и он	2	1
341	и говорить	1	1
342	не был	1	1
343	столь же	2	1
344	в нашем	12	1
345	а тем	1	1
346	мы будем	1	1
347	ни только	2	1
348	и всякий	1	1
349	мышления есть	1	1
350	так по	1	1
351	а он	1	1
352	вообще как	1	1
353	не просто	16	1
354	действительности а	1	1
355	есть просто	1	1
356	в истории	3	1
357	с этим	4	1
358	выйти из	1	1
359	от научных	1	1
360	виду и	1	1
361	даже трудно	1	1
362	в единый	1	1
363	хотя и	5	1
364	и наконец	4	1
365	не являются	2	1
366	жизни может	1	1
367	и к	3	1
368	в действительности	1	1
369	в этот	1	1
370	или иную	1	1
371	за собой	2	1
372	в самом	2	1
373	в которой	2	1
374	ни один	1	1
375	в известном	2	1
376	содержания нет	1	1
377	бы только	1	1
378	на то	1	1
379	если он	2	1
380	на его	2	1
381	с чем	1	1
382	к выводу	1	1
383	что она	4	1
384	познания поскольку	1	1
385	жизни вообще	1	1
386	все другие	1	1
387	было с	1	1
388	с основной	2	1
389	перестает быть	2	1
390	жизни которой	1	1
391	нее и	1	1
392	эта последняя	1	1
393	не к	2	1
394	прочим и	1	1
395	отношений между	1	1
396	в понятии	2	1
397	содержит в	8	1
398	жизни рождение	1	1
399	его от	1	1
400	и по	2	1
401	такие философские	1	1
402	все с	1	1
403	недостаток всех	1	1
404	конца и	1	1
405	том же	1	1
406	мы его	2	1
407	имеют в	1	1
408	не сможет	1	1
409	об этом	6	1
410	и с	7	1
411	причем все	1	1
412	то есть	27	1
413	это было	2	1
414	он есть	1	1
415	всю свою	1	1
416	и единственным	1	1
417	и элементарная	1	1
418	и точности	1	1
419	смерть и	1	1
420	все равно	3	1
421	этого не	2	1
422	и уже	1	1
423	несмотря на	4	1
424	чем в	1	1
425	данте и	4	1
426	в этих	5	1
427	как единство	1	1
428	и поскольку	1	1
429	и тут	1	1
430	не заинтересованное	1	1
431	как все	1	1
432	всяком случае	4	1
433	то для	3	1
434	она в	2	1
435	содержание научного	1	1
436	является еще	1	1
437	там увы	1	1
438	признать что	1	1
439	является только	2	1
440	сам же	1	1
441	к такой	1	1
442	не будем	2	1
443	значимость в	2	1
444	в предыдущем	3	1
445	новое и	2	1
446	их взаимное	1	1
447	и очень	5	1
448	нет никакого	3	1
449	если и	3	1
450	в отношении	4	1
451	эта картина	1	1
452	в содержании	1	1
453	что ему	1	1
454	как о	3	1
455	его жизнью	1	1
456	здесь на	2	1
457	есть принцип	1	1
458	тем беднее	1	1
459	так чтобы	2	1
460	есть тем	1	1
461	к другим	1	1
462	из их	1	1
463	но только	2	1
464	только не	4	1
465	субъекта но	1	1
466	следовательно и	1	1
467	вся его	1	1
468	жизни не	1	1
469	до их	1	1
470	находятся в	2	1
471	тоже только	1	1
472	между прочим	3	1
473	по своей	1	1
474	ему и	1	1
475	это слово	1	1
476	к этим	1	1
477	то этот	1	1
478	до того	2	1
479	уже и	3	1
480	не является	10	1
481	мы признаем	1	1
482	не мыслится	1	1
483	конечно здесь	1	1
484	у меня	2	1
485	ни о	4	1
486	и времени	1	1
487	есть только	2	1
488	во все	2	1
489	и всех	2	1
490	зависимости от	3	1
491	отличается от	4	1
492	всего в	1	1
493	этой книги	1	1
494	к тому	3	1
495	созерцания и	2	1
496	однако по	1	1
497	чтобы охватить	1	1
498	если мы	5	1
499	и о	5	1
500	дальше отходит	1	1
501	с ее	2	1
502	что все	1	1
503	свою очередь	1	1
504	всего этого	1	1
505	и от	6	1
506	категории являются	1	1
507	уже с	1	1
508	отвлечься от	1	1
509	можно говорить	1	1
510	и слышит	1	1
511	на том	1	1
512	что может	1	1
513	с собой	3	1
514	здесь как	4	1
515	особенно в	1	1
516	мы только	2	1
517	мог бы	1	1
518	и каждый	2	1
519	произведения не	1	1
520	не предмет	2	1
521	который я	1	1
522	должен иметь	1	1
523	можно только	2	1
524	мыслится и	1	1
525	поэтому в	1	1
526	и всякого	2	1
527	в настоящее	1	1
528	и даже	9	1
529	остановимся на	2	1
530	к пределу	1	1
531	действительность и	1	1
532	находится в	1	1
533	каждый раз	5	1
534	только так	2	1
535	на все	2	1
536	объективного и	1	1
537	возможна только	1	1
538	но к	1	1
539	другими словами	3	1
540	настоящее время	1	1
541	не содержит	1	1
542	к действительности	1	1
543	в математике	4	1
544	можно сказать	5	1
545	в значительной	2	1
546	не выходит	3	1
547	ни на	3	1
548	и во	4	1
549	все в	3	1
550	ли кто-нибудь	2	1
551	значит иметь	1	1
552	одном случае	2	1
553	тем или	1	1
554	другого а	1	1
555	и требует	1	1
556	что теория	1	1
557	не отличаются	1	1
558	когда оно	1	1
559	нуждается в	1	1
560	мы ни	2	1
561	конечно может	1	1
562	себя но	1	1
563	и можно	5	1
564	вообще и	1	1
565	содержание можно	1	1
566	уже во	1	1
567	сказать и	1	1
568	каких бы	1	1
569	к ней	2	1
570	в каких	1	1
571	в литературе	2	1
572	значит что	8	1
573	предмета и	1	1
574	известном смысле	1	1
575	ли будет	1	1
576	мы видим	1	1
577	менее в	1	1
578	одной из	4	1
579	мистерий в	1	1
580	в какой	4	1
581	не само	1	1
582	человека все	1	1
583	и кажется	1	1
584	и так	1	1
585	поэтому и	1	1
586	а только	6	1
587	тем она	2	1
588	только при	6	1
589	же и	3	1
590	некоторым образом	1	1
591	только на	2	1
592	сказать это	1	1
593	значит быть	1	1
594	а то	2	1
595	то только	2	1
596	большинстве случаев	1	1
597	я люблю	1	1
598	только к	3	1
599	ту или	1	1
600	себе в	3	1
601	никто не	2	1
602	ведь это	1	1
603	даже к	1	1
604	которого все	1	1
605	так как	5	1
606	друг друга	2	1
607	если оно	2	1
608	мы можем	3	1
609	само по	1	1
610	но уже	1	1
611	как раз	4	1
612	с действительностью	1	1
613	другой и	2	1
614	это будет	2	1
615	которые как	3	1
616	к совершенно	1	1
617	теоретически и	1	1
618	и содержания	1	1
619	с другим	1	1
620	отличаются от	1	1
621	здесь в	5	1
622	а именно	2	1
623	только путем	1	1
624	эту особенность	1	1
625	на чем	1	1
626	говоря вообще	1	1
627	и др	1	1
628	в живом	1	1
629	нового времени	1	1
630	этот термин	1	1
631	превращается в	1	1
632	уже давно	4	1
633	теоретические категории	2	1
634	другом случае	2	1
635	здесь дело	1	1
636	она является	2	1
637	человеческой жизни	5	1
638	остается и	1	1
639	понятие о	2	1
640	что мы	3	1
641	это дело	1	1
642	здесь именно	1	1
643	нужно думать	1	1
644	нет ничего	3	1
645	искусства который	1	1
646	и фактического	1	1
647	вместе с	5	1
648	к его	3	1
649	единичному как	1	1
650	сторона и	1	1
651	что именно	2	1
652	из которых	3	1
653	какого бы	1	1
654	ним как	1	1
655	где же	1	1
656	когда мы	5	1
657	он предполагает	1	1
658	есть общее	1	1
659	самого себя	1	1
660	из бесконечных	1	1
661	синтеза и	1	1
662	этот человек	1	1
663	это значит	10	1
664	есть тот	1	1
665	том смысле	2	1
666	слова и	1	1
667	умирает в	1	1
668	и каждая	1	1
669	только для	3	1
670	как таковой	1	1
671	же самое	6	1
672	не раз	2	1
673	за его	1	1
674	здесь вовсе	1	1
675	не станет	1	1
676	и пространства	1	1
677	условии своей	1	1
678	для выражения	1	1
679	и сама	3	1
680	не существует	5	1
681	не подлежит	1	1
682	уже чисто	2	1
683	или в	5	1
684	такие которые	1	1
685	но отнюдь	1	1
686	а к	1	1
687	когда он	1	1
688	но где	1	1
689	и нераздельное	1	1
690	но совсем	1	1
691	в третьем	1	1
692	мы должны	3	1
693	только что	2	1
694	все они	3	1
695	же в	4	1
696	уже нет	1	1
697	за этим	1	1
698	между ними	1	1
699	с ней	2	1
700	была бы	2	1
701	не могущая	1	1
702	равно как	1	1
703	мало еще	1	1
704	того же	2	1
705	является и	3	1
706	жизни а	1	1
707	бы его	1	1
708	утверждать что	1	1
709	путем скачка	1	1
710	разрушило бы	1	1
711	в искусстве	1	1
712	и будущего	1	1
713	по поводу	1	1
714	это в	1	1
715	всем своим	1	1
716	это понятие	1	1
717	гораздо более	1	1
718	во всяком	8	1
