N	3gram	Bakhtin_Pr_5	Marksizm
1	с точки зрения	2	13
2	не может быть	3	10
3	по отношению к	6	8
4	то же время	10	8
5	в то же	10	8
6	для того чтобы	1	6
7	в том что	2	6
8	в самом деле	1	5
9	то же самое	1	5
10	может быть и	1	5
11	но в то	4	5
12	с самого начала	8	5
13	в свою очередь	1	5
14	в большинстве случаев	2	5
15	смысле этого слова	2	4
16	и того же	1	4
17	бы то ни	3	4
18	как если бы	1	4
19	то ни было	3	4
20	в отношении к	7	4
21	на самом деле	9	4
22	той или иной	4	4
23	одного и того	1	4
24	если бы он	1	3
25	в той или	4	3
26	и не может	2	3
27	как мы сказали	1	3
28	в отличие от	2	3
29	до сих пор	1	3
30	и не в	2	3
31	одно и то	3	3
32	в высшей степени	3	3
33	и то же	3	3
34	о том что	1	3
35	того же слова	1	3
36	как мы уже	2	3
37	к тому что	1	3
38	как мы видели	1	3
39	на чужое слово	1	2
40	всех без исключения	1	2
41	а не в	1	2
42	том что он	1	2
43	оставаясь в пределах	1	2
44	или иной степени	2	2
45	по крайней мере	1	2
46	в значительной степени	1	2
47	во всяком случае	4	2
48	все более и	1	2
49	то же слово	1	2
50	неразрывной связи с	1	2
51	мы можем сказать	2	2
52	в нем нет	1	2
53	более и более	1	2
54	и прежде всего	4	2
55	к тому же	3	2
56	себя на самом	1	1
57	может быть с	1	1
58	вполне понятно что	2	1
59	него как бы	1	1
60	но как мы	1	1
61	слово и на	1	1
62	а вовсе не	1	1
63	дело в том	1	1
64	бы в его	1	1
65	в этом случае	1	1
66	он не может	3	1
67	в нем и	1	1
68	чужого слова как	1	1
69	без ценностного акцента	1	1
70	для себя и	1	1
71	сам по себе	2	1
72	мы как бы	1	1
73	в этом отношении	1	1
74	и т.д и	1	1
75	а лишь в	1	1
76	рано или поздно	1	1
77	с ними в	1	1
78	от него он	1	1
79	его внутренней речи	3	1
80	чужое слово и	1	1
81	иной степени в	1	1
82	у него нет	1	1
83	и в других	1	1
84	уже говорили что	3	1
85	но тем не	1	1
86	как мы знаем	2	1
87	до конца и	1	1
88	лишь в пределах	1	1
89	отношении к другому	3	1
90	так же не	1	1
91	в обычном смысле	2	1
92	тем не менее	1	1
93	в нем эти	1	1
94	для него в	1	1
95	в котором не	1	1
96	у него с	1	1
97	или иной форме	2	1
98	имеет громадное значение	1	1
99	мы уже говорили	5	1
100	в этом направлении	1	1
101	как впрочем и	1	1
102	можно прямо сказать	1	1
103	для правильного понимания	1	1
104	с другой стороны	3	1
105	с такою же	1	1
106	уже с самого	1	1
107	в его целом	2	1
108	и в том	1	1
109	не иначе как	1	1
110	мы видели что	1	1
111	внутреннего и внешнего	2	1
112	что же такое	1	1
113	и для себя	3	1
114	так сказать с	1	1
115	как бы не	1	1
116	точки зрения другого	1	1
117	как раз все	1	1
118	и пр в	1	1
119	в чужих устах	2	1
120	неразрывно сплетено с	1	1
121	так и в	2	1
122	этого слова и	1	1
123	для себя самого	4	1
124	к нему и	4	1
125	и в идеологическом	1	1
126	друг друга но	1	1
127	и в особенности	1	1
128	но все же	2	1
129	можно сказать что	1	1
130	бы они ни	1	1
131	они ни были	1	1
132	так же и	1	1
133	друг от друга	1	1
134	с чужим словом	1	1
135	мы уже указывали	1	1
136	для него как	1	1
137	друг с другом	4	1
138	то что они	1	1
139	не может обойтись	1	1
140	тем что он	1	1
141	лицом к лицу	1	1
142	но в этом	1	1
143	как и в	1	1
144	можем сказать что	2	1
145	не может наоборот	1	1
146	и все его	1	1
147	отношении к нему	1	1
148	но к этому	1	1
149	этого слова в	2	1
