N	2gram	Nazirov_Tr_1	Myshleni
1	в том	2	33
2	том что	4	27
3	в развитии	1	26
4	то что	4	20
5	в этом	9	19
6	того что	1	17
7	не только	8	15
8	и в	18	15
9	таким образом	1	14
10	что в	4	14
11	того чтобы	1	12
12	и т.д	1	12
13	говорит он	1	12
14	что он	6	12
15	в самом	2	11
16	в целом	4	10
17	но и	4	10
18	ребенка в	2	10
19	в своем	3	9
20	о том	2	9
21	для ребенка	1	9
22	связи с	1	9
23	может быть	7	9
24	не может	5	9
25	не является	1	9
26	заключается в	1	8
27	не в	2	8
28	никогда не	2	8
29	так и	5	8
30	и что	4	8
31	он не	2	7
32	высшей степени	1	7
33	в высшей	1	7
34	по себе	1	7
35	к тому	2	7
36	с одной	1	7
37	потому что	2	7
38	как бы	7	7
39	и не	7	7
40	во всяком	1	7
41	самом деле	1	6
42	мысль что	1	6
43	в этой	4	6
44	в истории	1	6
45	что это	5	6
46	как он	1	6
47	как и	5	6
48	всяком случае	1	6
49	речи в	1	6
50	что эта	1	6
51	как мы	1	6
52	в виду	1	6
53	развития в	1	6
54	но в	6	6
55	по своей	1	6
56	на этот	1	6
57	в частности	2	6
58	вместе с	1	6
59	как это	3	6
60	в связи	1	6
61	на деле	1	5
62	то же	5	5
63	вопрос о	2	5
64	говорит что	2	5
65	уже в	3	5
66	показал что	1	5
67	это не	5	5
68	что с	3	5
69	можно было	1	5
70	и даже	4	5
71	связь между	1	5
72	и их	1	5
73	друг друга	2	5
74	представление о	1	5
75	и др	1	5
76	с помощью	1	5
77	сравнению с	1	5
78	по сравнению	1	5
79	хотя бы	1	4
80	с его	2	4
81	как в	3	4
82	все же	5	4
83	в которой	1	4
84	что все	2	4
85	в них	1	4
86	несмотря на	5	4
87	в своей	1	4
88	значение для	1	4
89	не имеет	2	4
90	того как	1	4
91	и его	6	4
92	что оно	1	4
93	и с	7	4
94	на вопрос	1	4
95	мы видим	1	4
96	только в	1	4
97	который в	2	4
98	прежде всего	4	4
99	ребенка и	2	4
100	так же	4	4
101	все это	4	4
102	для нас	1	4
103	по поводу	2	4
104	человека и	1	3
105	и до	2	3
106	и ее	2	3
107	он сам	7	3
108	в общем	1	3
109	должны были	1	3
110	что именно	1	3
111	смысле этого	1	3
112	бы и	2	3
113	он в	1	3
114	все эти	3	3
115	что она	2	3
116	при этом	3	3
117	и по	1	3
118	об этом	4	3
119	лишь в	1	3
120	но эта	2	3
121	контакт с	1	3
122	в самой	1	3
123	что при	1	3
124	и это	2	3
125	данном случае	2	3
126	и сам	3	3
127	с собой	1	3
128	с ним	3	3
129	ничего не	2	3
130	взрослого человека	1	3
131	но мы	1	3
132	все время	1	3
133	но не	1	3
134	это же	1	3
135	вот почему	1	3
136	для него	3	3
137	отличие от	2	3
138	в отличие	2	3
139	только что	1	3
140	ничем не	2	3
141	а не	1	3
142	и особенно	1	3
143	в данном	2	3
144	этого слова	1	3
145	об отношении	1	3
146	в результате	1	3
147	и все	4	3
148	из тех	1	3
149	к этой	1	3
150	тем самым	3	3
151	ту же	1	2
152	что наконец	1	2
153	он показывает	1	2
154	и есть	1	2
155	в котором	1	2
156	той же	1	2
157	деле же	1	2
158	столь же	2	2
159	во всех	1	2
160	за пределы	1	2
161	отнюдь не	3	2
162	как говорит	2	2
163	наряду с	1	2
164	перед нами	2	2
165	и как	3	2
166	представляет собой	1	2
167	в себе	4	2
168	роли в	1	2
169	чем для	1	2
170	в другом	1	2
171	самого автора	1	2
172	им же	1	2
173	на все	1	2
174	ни в	2	2
175	с такой	1	2
176	должно быть	3	2
177	но если	1	2
178	в женеве	1	2
179	в такой	1	2
180	стало быть	1	2
181	говорит по	1	2
182	быть может	1	2
183	сам говорит	2	2
184	ребенок не	1	2
185	его речи	1	2
186	или как	1	2
187	иными словами	1	2
188	к ней	1	2
189	во всем	1	2
190	и теперь	1	2
191	что на	1	2
192	к себе	1	2
193	не могут	2	2
194	могут быть	1	2
195	но все	2	2
196	его с	1	2
197	к речи	1	2
198	указывает на	1	2
199	в применении	1	2
200	с ее	3	2
201	за то	1	2
202	когда в	1	2
203	понятно что	1	2
204	как у	2	2
205	своей книге	1	2
206	всем протяжении	1	2
207	а также	1	2
208	и психологического	1	2
209	в его	3	2
210	что и	2	2
211	к личности	1	2
212	о своих	1	2
213	гораздо важнее	2	2
214	как нечто	1	2
215	вопрос об	1	2
216	на всем	2	2
217	очень хорошо	1	2
218	в одном	2	2
219	ту сторону	1	2
220	у него	6	2
221	тем что	2	2
222	именно в	1	2
223	психологического исследования	1	2
224	совершенно в	1	2
225	видит в	1	2
226	с этой	1	2
227	на одной	1	2
228	в книге	1	2
229	жизни гораздо	1	2
230	и эта	1	2
231	я и	1	1
232	в сфере	1	1
233	сам по	1	1
234	эта речь	1	1
235	он противопоставляет	1	1
236	силы и	1	1
237	имеет в	2	1
238	же по	1	1
239	что эти	2	1
240	со своей	1	1
241	не встречает	1	1
242	на пороге	1	1
243	связаны между	1	1
244	и о	1	1
245	что уже	1	1
246	исследования в	1	1
247	я не	4	1
248	вместо того	1	1
249	даже самый	1	1
250	очень широкое	1	1
251	не способен	1	1
252	и он	3	1
253	из ее	1	1
254	в ней	1	1
255	и то	2	1
256	и на	7	1
257	он был	2	1
258	между собой	1	1
259	содержатся в	1	1
260	в чем	1	1
261	в ее	2	1
262	ее к	2	1
263	отказ от	1	1
264	но как	1	1
265	в противовес	1	1
266	с совершенно	1	1
267	это и	1	1
268	это самое	1	1
269	чем же	1	1
270	вызывает в	1	1
271	сознательно и	1	1
272	более чем	1	1
273	в той	1	1
274	опирается на	1	1
275	одном из	2	1
276	вот как	1	1
277	и наконец	1	1
278	не удалось	1	1
279	четкое и	1	1
280	от самого	1	1
281	этой идеи	1	1
282	роль играет	1	1
283	автор в	1	1
284	отказывается от	2	1
285	самой природе	1	1
286	имеет для	1	1
287	только один	1	1
288	говорит не	1	1
289	жизнь как	1	1
290	так сказать	1	1
291	и если	1	1
292	по словам	2	1
293	в нем	4	1
294	в переводе	1	1
295	которой не	1	1
296	и еще	1	1
297	не к	1	1
298	что нужно	1	1
299	и вот	1	1
300	него есть	1	1
301	на этом	1	1
302	а затем	1	1
303	факт что	1	1
304	не за	2	1
305	им как	1	1
306	единственное что	1	1
307	в ход	1	1
308	а по	1	1
309	на ту	1	1
310	его в	2	1
311	полноте и	1	1
312	известно что	1	1
313	с самого	1	1
314	приходит в	1	1
315	на первую	1	1
316	нет в	2	1
317	и начальные	1	1
318	рядом с	1	1
319	на грани	1	1
320	тот самый	1	1
321	что не	1	1
322	с тем	2	1
323	всю жизнь	1	1
324	мы располагаем	1	1
325	которой он	1	1
326	обратимся к	1	1
327	линии в	1	1
328	не выдерживает	1	1
329	в ходе	2	1
330	и при	1	1
331	сама собой	1	1
332	из своих	2	1
333	не играют	2	1
334	что сам	1	1
335	на всю	1	1
336	они сами	1	1
337	тому что	1	1
338	она стремится	1	1
339	действительности от	1	1
340	впадает в	1	1
341	и начинает	1	1
342	в обоих	1	1
343	самого начала	1	1
344	и притом	1	1
345	значение этого	1	1
346	только не	1	1
347	по вопросу	1	1
348	стола и	1	1
349	связь и	1	1
350	вот что	1	1
351	в области	1	1
352	перед ним	1	1
353	один раз	1	1
354	по нашему	1	1
355	в момент	1	1
356	противопоставляет свою	1	1
357	всего что	1	1
358	не есть	1	1
359	свое значение	1	1
360	где он	1	1
361	здесь мы	1	1
362	всегда будет	1	1
363	на нечто	1	1
364	не хочу	1	1
365	на другой	1	1
366	личности и	2	1
367	в дальнейшем	5	1
368	ли есть	1	1
369	и которую	1	1
370	же говорит	1	1
371	первостепенное значение	1	1
372	по природе	1	1
373	в борьбе	1	1
374	за этими	1	1
375	но у	1	1
376	это как	1	1
377	после того	1	1
378	стремление к	1	1
379	а к	1	1
380	является по	1	1
381	и здесь	2	1
382	и должно	1	1
383	к проблемам	1	1
384	которой сам	1	1
385	теперь и	2	1
386	и который	1	1
387	и чисто	1	1
388	и мира	1	1
389	она не	1	1
390	это может	1	1
391	к нему	3	1
392	есть с	1	1
393	в настоящей	1	1
394	у которого	1	1
395	для самого	1	1
396	говорит в	1	1
397	совершенно ином	1	1
398	даже известный	1	1
399	один из	3	1
400	в двух	1	1
401	согласиться с	1	1
402	ответа на	1	1
403	что даже	1	1
404	в самое	1	1
405	по мнению	2	1
406	между тем	1	1
407	между этими	2	1
408	от самых	1	1
409	именно на	1	1
410	человека с	1	1
411	так что	2	1
412	так можно	1	1
413	только на	1	1
414	то и	2	1
415	всем его	1	1
416	слова в	1	1
417	в виде	2	1
418	свидетельствует о	1	1
419	но самое	1	1
420	есть такая	1	1
421	одно из	1	1
422	никто не	3	1
423	врастает в	1	1
424	могло бы	1	1
425	не для	1	1
426	к ним	1	1
427	как его	1	1
428	характерны для	1	1
429	в особенности	1	1
430	чем он	2	1
431	вообще не	1	1
432	только к	2	1
433	обратиться к	1	1
434	естественно что	1	1
435	только по	1	1
436	нашему мнению	1	1
437	в ребенке	1	1
438	до конца	2	1
439	с которым	1	1
440	под влиянием	2	1
441	виде в	1	1
442	эти слова	1	1
443	ко всем	1	1
444	и потому	1	1
445	но этот	1	1
446	говорили что	1	1
447	в жизнь	1	1
448	вспомнить что	1	1
449	применении к	1	1
450	общепринятый взгляд	1	1
451	и от	1	1
452	от всего	2	1
453	одна из	2	1
454	о совершенно	1	1
455	и ко	1	1
456	от него	1	1
457	из себя	1	1
458	бы в	1	1
459	но это	4	1
460	к ее	1	1
461	жизни в	1	1
462	известное положение	1	1
463	что под	1	1
464	к числу	1	1
465	это было	1	1
466	точно так	2	1
