1	не может быть	6	11
2	с точки зрения	6	9
3	в котором и	1	3
4	в этом смысле	3	3
5	и в этом	5	3
6	но и здесь	1	3
7	в котором он	1	3
8	но все эти	1	3
9	и в своей	1	2
10	включает в себя	1	2
11	то ни было	1	2
12	то же время	2	2
13	тем не менее	9	2
14	бы он ни	1	2
15	в то же	3	2
16	на первом плане	3	2
17	в том что	10	2
18	и ни в	1	2
19	той или иной	1	2
20	вопрос о том	1	2
21	бы то ни	3	2
22	вовсе не есть	2	2
23	ни в каком	2	2
24	раз и навсегда	1	2
25	не было ни	1	1
26	все эти бесконечные	1	1
27	и тем не	1	1
28	дело в том	5	1
29	в том смысле	1	1
30	было ни в	1	1
31	не только от	1	1
32	в смысле совокупности	1	1
33	хотя бы и	3	1
34	и то что	4	1
35	в противном случае	1	1
36	бытие в котором	1	1
37	не может иметь	1	1
38	в известном смысле	1	1
39	в основе своей	1	1
40	в подробный анализ	1	1
41	в которой я	1	1
42	но можно ли	1	1
43	а не к	1	1
44	не может не	1	1
45	так и живое	1	1
46	может быть и	1	1
47	только в том	3	1
48	возможна только в	1	1
49	той или другой	1	1
50	но совсем не	1	1
51	и в то	2	1
52	уже не будет	1	1
53	уже не только	1	1
54	в себя и	1	1
55	и в его	3	1
56	мы имеем не	1	1
57	а следовательно и	1	1
58	к тому что	2	1
59	к которой он	1	1
60	как это было	1	1
61	вместе с тем	6	1
62	во всяком случае	3	1
63	для того чтобы	1	1
64	а не просто	1	1
65	всю свою жизнь	1	1
66	потому что в	1	1
67	ровно ничего не	1	1
68	само по себе	3	1
69	то же самое	1	1
70	если бы не	1	1
71	лишь при условии	1	1
72	не содержит в	1	1
73	а в смысле	1	1
74	и в результате	1	1
75	и могло бы	2	1
76	себе в своем	1	1
77	лишь постольку поскольку	1	1
78	люди а не	1	1
79	независимо от того	2	1
80	нами и в	1	1
81	том случае когда	1	1
82	что и в	3	1
83	именно в этой	1	1
84	в этом последнем	1	1
85	он не дает	1	1
86	то прежде всего	1	1
87	в теоретической философии	2	1
88	не теряя своей	1	1
89	в том случае	3	1
90	между прочим и	1	1
91	и в своем	1	1
92	конечно это не	1	1
93	мы не можем	1	1
94	но можно и	1	1
95	на то что	2	1
96	в истории философии	3	1
97	оно должно быть	2	1
98	притом не только	1	1
99	в том же	1	1
100	в настоящее время	3	1
101	и не в	1	1
