N	2gram	Tiupa_Narr_2	Myslijsy
1	потому что	2	52
2	то есть	9	42
3	и в	13	39
4	может быть	10	27
5	в том	14	26
6	только в	11	25
7	не может	8	22
8	что в	4	22
9	не только	26	21
10	а не	17	21
11	в нем	5	20
12	но и	15	20
13	и не	14	18
14	языка и	1	17
15	том что	13	16
16	так что	1	16
17	в этом	13	15
18	не в	8	15
19	если бы	4	14
20	по отношению	5	13
21	в себе	8	13
22	таким образом	5	13
23	так и	9	13
24	отношению к	5	13
25	было бы	2	12
26	в душе	2	11
27	есть только	1	11
28	точно так	2	11
29	мы не	2	10
30	как в	5	10
31	и что	2	10
32	а потому	1	10
33	то что	8	10
34	что не	1	10
35	в человеке	1	10
36	но в	6	9
37	как и	4	9
38	для нас	2	9
39	мысли и	1	9
40	тем что	1	9
41	но не	3	8
42	в слове	3	8
43	точки зрения	5	8
44	в одном	1	8
45	того что	6	8
46	со стороны	6	8
47	вместе с	1	8
48	по его	2	7
49	в ней	2	7
50	же с	1	7
51	это не	3	7
52	в этих	1	7
53	то и	3	7
54	с другой	5	7
55	должно быть	1	7
56	и т	2	6
57	то же	4	6
58	все же	6	6
59	и как	1	6
60	бы не	1	6
61	при этом	14	6
62	и по	3	6
63	не менее	4	6
64	тем не	5	6
65	в каком	1	6
66	что и	2	6
67	еще не	2	6
68	как бы	6	6
69	во всех	1	5
70	то в	1	5
71	не следует	3	5
72	несмотря на	2	5
73	не имеет	2	5
74	и его	3	5
75	что при	1	5
76	если же	1	5
77	между тем	3	5
78	в его	6	5
79	вовсе не	2	5
80	что человек	1	5
81	зависит от	2	5
82	так же	2	5
83	и потому	1	5
84	быть только	1	5
85	но это	2	5
86	нем самом	1	5
87	и для	3	5
88	а в	9	5
89	в таком	3	5
90	его мнению	1	4
91	вопрос о	1	4
92	субъекта и	1	4
93	из этих	2	4
94	этом смысле	1	4
95	том смысле	1	4
96	т п	2	4
97	тем самым	5	4
98	однако в	2	4
99	в то	5	4
100	не по	1	4
101	никогда не	6	4
102	же время	3	4
103	и притом	1	4
104	не могут	1	4
105	к тому	9	4
106	бы в	2	4
107	с нею	2	4
108	для него	4	4
109	и даже	3	4
110	в действительности	1	4
111	прежде всего	6	4
112	что мы	1	4
113	тому как	2	4
114	слова и	1	4
115	мысли о	1	4
116	в свою	2	4
117	в своих	2	4
118	а между	1	3
119	не иначе	1	3
120	того же	1	3
121	смотрит на	1	3
122	противном случае	1	3
123	должна быть	2	3
124	что можно	1	3
125	столь же	2	3
126	очевидно что	1	3
127	относится к	1	3
128	в своем	6	3
129	в противном	1	3
130	хотя и	5	3
131	в самом	2	3
132	что это	4	3
133	он не	5	3
134	как кажется	1	3
135	подобно тому	2	3
136	прежде чем	1	3
137	что все	1	3
138	в мире	4	3
139	той же	2	3
140	и с	1	3
141	а его	1	3
142	и тем	5	3
143	в жизни	6	3
144	в этой	4	3
145	не мог	1	3
146	в своей	4	3
147	и без	1	3
148	с точки	2	3
149	тому что	3	3
150	она не	1	3
151	для того	1	3
152	на него	5	3
153	не могло	2	3
154	находятся в	1	3
155	в сознании	2	3
156	оно не	2	3
157	для себя	3	3
158	но при	4	3
159	когда в	1	3
160	к первому	1	3
161	том как	2	3
162	с ним	4	3
163	к одной	1	3
164	и во	1	3
165	в глазах	4	3
