N	2gram	Vygotskiy__5	RusskieA
1	и в	16	29
2	том что	15	22
3	в том	18	22
4	что в	16	22
5	как бы	5	18
6	состоит в	6	15
7	в других	1	15
8	и другие	2	14
9	так как	16	13
10	может быть	9	13
11	в этом	25	11
12	как и	8	11
13	в этот	2	10
14	не только	16	10
15	и с	3	10
16	все это	2	10
17	эту теорию	1	9
18	о том	8	9
19	а в	3	9
20	его в	2	8
21	показывает что	5	8
22	или на	1	8
23	но и	6	8
24	ее в	3	8
25	как в	5	7
26	мы видели	3	7
27	представляют собой	2	7
28	мы имеем	1	6
29	мы не	3	6
30	еще не	4	6
31	и на	6	6
32	при этом	4	6
33	таким образом	19	6
34	того чтобы	17	6
35	на нее	2	6
36	для нас	1	6
37	для того	14	6
38	с тем	3	6
39	вместе с	4	6
40	в данном	1	6
41	этом случае	3	6
42	же в	2	6
43	но не	10	5
44	следующим образом	1	5
45	но в	6	5
46	это не	4	5
47	не может	18	5
48	представление о	1	5
49	потому что	21	5
50	для этого	1	5
51	и что	12	5
52	к жизни	3	5
53	то что	26	5
54	с ней	1	5
55	к этому	3	5
56	же как	7	4
57	то же	8	4
58	вопрос о	12	4
59	это представление	1	4
60	их в	2	4
61	том же	1	4
62	в них	2	4
63	и потом	2	4
64	не в	6	4
65	тогда когда	5	4
66	у нас	2	4
67	что сила	1	4
68	эти представления	1	4
69	как объяснить	1	4
70	к нему	3	4
71	так что	4	4
72	то и	2	4
73	в виде	1	4
74	из них	2	4
75	именно в	4	4
76	а не	10	4
77	о чем	2	4
78	так же	15	4
79	как это	8	4
80	эта теория	4	4
81	предположить что	2	4
82	по существу	3	4
83	это делалось	1	4
84	и все	1	4
85	и о	1	3
86	в ее	1	3
87	что это	1	3
88	все эти	4	3
89	в этой	6	3
90	что она	2	3
91	главным образом	1	3
92	по всем	1	3
93	подобно тому	4	3
94	и по	4	3
95	на этом	3	3
96	и других	1	3
97	должен был	1	3
98	на первый	1	3
99	в этих	3	3
100	в котором	2	3
101	в отличие	2	3
102	но он	7	3
103	она не	1	3
104	не имеет	4	3
105	и после	1	3
106	такие же	1	3
107	и другой	1	3
108	как мы	10	3
109	нас к	3	3
110	во всех	2	3
111	в свете	4	3
112	того что	16	3
113	как например	1	3
114	между тем	3	3
115	в качестве	4	3
116	связь с	1	3
117	или даже	1	3
118	за ним	1	3
119	отличие от	2	3
120	связаны с	1	3
121	тем что	5	3
122	в природе	1	3
123	что для	2	3
124	до конца	3	3
125	для этой	1	3
126	тому как	4	3
127	и там	1	3
128	и от	2	3
129	было бы	10	3
130	но если	6	3
131	прав когда	1	2
132	одним из	2	2
133	и то	4	2
134	тем и	1	2
135	на самом	1	2
136	переход от	7	2
137	это и	3	2
138	но она	1	2
139	что иное	1	2
140	между собой	13	2
141	иное как	1	2
142	это означало	1	2
143	с одной	3	2
144	а он	1	2
145	очевидно что	2	2
146	тогда как	1	2
147	с этим	3	2
148	все же	3	2
149	как уже	3	2
150	и как	3	2
151	не было	1	2
152	к числу	1	2
153	этой цели	1	2
154	не можем	1	2
155	в которой	5	2
156	представляет собой	7	2
157	если он	2	2
158	после этого	1	2
159	представления об	1	2
160	эти теории	2	2
161	том чтобы	1	2
162	но вместе	1	2
163	здесь мы	1	2
164	связанные с	6	2
165	об этом	1	2
166	полагает что	1	2
167	из нее	5	2
168	должно быть	8	2
169	многие другие	1	2
170	в своей	2	2
171	в советской	1	2
172	в их	3	2
173	не столько	1	2
174	должны были	2	2
175	для объяснения	4	2
176	тем не	1	2
177	с развитием	2	2
178	не менее	3	2
179	как можно	1	2
180	что с	5	2
181	в то	5	2
182	дело не	1	2
183	того как	5	2
184	когда они	1	2
185	никогда не	5	2
186	не принадлежат	1	2
187	того в	1	2
188	к ней	1	2
189	во всем	2	2
190	связи с	3	2
191	кроме того	1	2
192	что на	1	2
193	в момент	2	2
194	начиная с	1	2
195	что при	1	2
196	говорит о	3	2
197	в виду	2	2
198	вывод что	2	2
199	и многие	1	2
200	на другой	1	2
201	то время	4	2
202	можно было	5	2
203	не с	2	2
204	оно как	1	2
205	еще в	3	2
206	образом в	2	2
207	из основных	3	2
208	с другим	1	2
209	влияние на	1	2
210	после того	1	2
211	с другой	4	2
212	ее от	1	2
213	что и	3	2
214	в форме	1	2
215	представления о	2	2
216	в самый	1	2
217	один из	1	2
218	в новой	4	2
219	этот вопрос	6	2
220	и ее	1	2
221	где они	1	2
222	есть в	1	2
223	на эту	1	2
224	такое объяснение	1	2
225	моментов в	1	2
226	каждый из	1	2
227	в целях	1	2
228	чем в	3	2
229	здесь в	1	2
230	а с	2	2
231	прежде всего	3	2
232	одной стороны	3	2
233	там где	1	2
234	совершенно очевидно	2	2
235	другие в	1	2
236	совершенно не	2	2
237	нет никаких	1	2
238	из которых	3	2
239	могут быть	4	2
240	с этой	4	2
241	этом и	1	2
242	и для	1	2
243	не что	1	2
244	из этого	2	2
245	приводит нас	2	2
246	в своих	2	2
247	это в	1	2
248	а между	1	1
249	ту же	2	1
250	отношение к	11	1
251	через которые	2	1
252	место при	1	1
253	показать что	3	1
254	к этой	3	1
255	относятся к	1	1
256	и есть	7	1
257	здесь и	1	1
258	этой теории	5	1
259	из самых	1	1
260	нас на	1	1
261	не объясняют	1	1
262	что эти	2	1
263	применении к	1	1
264	с основной	1	1
265	с таким	3	1
266	и должен	1	1
267	мы уже	1	1
268	например в	1	1
269	она в	1	1
270	их исследование	1	1
271	собой как	3	1
272	что если	4	1
273	и сущность	1	1
274	этим связан	1	1
275	совпадает с	2	1
276	говорить о	3	1
277	в царство	1	1
278	из того	11	1
279	мы и	5	1
280	то это	2	1
281	речь это	1	1
282	в ней	2	1
283	что каждый	1	1
284	относится и	1	1
285	которые имели	2	1
286	что его	1	1
287	в различных	2	1
288	которое он	1	1
289	только два	2	1
290	рассмотрение этого	1	1
291	он употребляет	1	1
292	если в	3	1
293	ответ на	3	1
294	отличаются от	1	1
295	что они	5	1
296	другой материал	1	1
297	относится к	1	1
298	за эти	1	1
299	независимо от	1	1
300	что именно	1	1
301	стороны и	2	1
302	в своем	5	1
303	к новому	1	1
304	все остальные	1	1
305	перед нами	1	1
306	тех случаях	1	1
307	когда он	2	1
308	и наконец	1	1
309	не являются	1	1
310	ясно почему	1	1
311	более или	1	1
312	проблему в	1	1
313	в самом	4	1
314	еще на	1	1
315	вопрос почему	1	1
316	уже в	1	1
317	чем больше	1	1
318	он в	3	1
319	ни одна	1	1
320	что к	1	1
321	только один	2	1
322	тому же	2	1
323	как он	6	1
324	на то	1	1
325	но на	1	1
326	вообще не	4	1
327	что без	1	1
328	к выводу	1	1
329	то этим	1	1
330	в нем	7	1
331	так сказать	1	1
332	в первую	1	1
333	до самого	1	1
334	он должен	5	1
335	не представляет	1	1
336	ступень развития	1	1
337	свою силу	1	1
338	только в	10	1
339	по аналогии	1	1
340	именно это	2	1
341	но все	2	1
342	от нее	1	1
343	в одну	1	1
344	что все	6	1
345	значение в	3	1
346	в другом	6	1
347	связанных с	1	1
348	на все	5	1
349	из себя	1	1
350	знает что	2	1
351	входит в	1	1
352	того или	1	1
353	те или	1	1
354	и наша	1	1
355	известно что	1	1
356	мысли приводит	1	1
357	наиболее распространенная	1	1
358	только одно	1	1
359	на основании	2	1
360	для чего	1	1
361	сами собой	1	1
362	в развитии	28	1
363	такой же	4	1
364	их на	1	1
365	развития развитие	2	1
366	или менее	1	1
367	в связь	1	1
368	что между	4	1
369	таким же	3	1
370	этой связи	1	1
371	в такой	5	1
372	в старой	2	1
373	место в	1	1
374	на свою	2	1
375	подтверждается и	1	1
376	только для	2	1
377	свет на	1	1
378	но они	2	1
379	образом из	1	1
380	чтобы это	1	1
381	однако в	1	1
382	что этот	1	1
383	на всю	2	1
384	и таким	1	1
385	случае мы	1	1
386	стоит в	4	1
387	что эта	3	1
388	с которой	1	1
389	и притом	1	1
390	в основе	8	1
391	о таких	1	1
392	вытекает из	3	1
393	ничего не	5	1
394	учения о	2	1
395	в полной	1	1
396	можно видеть	1	1
397	по своей	3	1
398	наоборот он	1	1
399	такая же	1	1
400	представление об	1	1
401	имели место	1	1
402	и его	3	1
403	до того	2	1
404	как будто	2	1
405	этом отношении	5	1
406	не является	5	1
407	которая особенно	1	1
408	и здесь	2	1
409	в духе	1	1
410	чтобы сделать	2	1
411	как только	1	1
412	все не	3	1
413	и другим	2	1
414	наоборот в	1	1
415	для его	2	1
416	теории в	1	1
417	оно не	1	1
418	его теория	1	1
419	ничего общего	3	1
420	в применении	1	1
421	обычно в	1	1
422	и это	1	1
423	иметь в	1	1
424	и которая	1	1
425	из всего	1	1
426	совпадают с	1	1
427	свою очередь	3	1
428	не могу	1	1
429	без всякого	1	1
430	на основе	2	1
431	и этим	1	1
432	в пределах	4	1
433	ряду с	1	1
434	приводит к	7	1
435	идет речь	1	1
436	может дать	1	1
437	и совершенно	1	1
438	то как	3	1
439	что у	2	1
440	поэтому мы	1	1
441	так и	7	1
442	себе этот	1	1
443	мог бы	1	1
444	к тем	1	1
445	том как	2	1
446	он был	1	1
447	высокой ступени	2	1
448	без всякой	1	1
449	если бы	8	1
450	собой и	1	1
451	с ним	5	1
452	выводу что	1	1
453	но может	1	1
454	находится в	2	1
455	имели целью	1	1
456	сводится к	1	1
457	другом месте	4	1
458	и поэтому	2	1
459	совершенно иной	2	1
460	может оказать	1	1
461	можно сказать	5	1
462	может не	1	1
463	аналогии с	1	1
464	приводят нас	1	1
465	и во	1	1
466	путь из	1	1
467	свою теорию	2	1
468	состоит не	1	1
469	с момента	1	1
470	этот момент	1	1
471	привели к	1	1
472	в его	11	1
473	если эта	1	1
474	в ту	1	1
475	все время	1	1
476	как правило	1	1
477	жизнь но	1	1
478	в другую	1	1
479	дать в	1	1
480	вопрос который	1	1
481	показывают что	1	1
482	но так	1	1
483	которой и	1	1
484	но с	2	1
485	сделать это	2	1
486	силу их	1	1
487	тот же	5	1
488	в основном	1	1
489	с ними	1	1
490	на другие	1	1
491	что он	25	1
492	мы увидим	1	1
493	ли он	1	1
494	в какой	6	1
495	и является	3	1
496	к их	2	1
497	который в	1	1
498	силу только	1	1
499	их не	1	1
500	то почему	2	1
501	какой степени	1	1
502	он очень	1	1
503	вопроса о	3	1
504	только на	2	1
505	за первой	1	1
506	значение и	1	1
507	раньше чем	3	1
508	а это	1	1
509	при помощи	1	1
510	и обратно	1	1
511	предположения что	1	1
512	это обстоятельство	1	1
513	не так	1	1
514	для него	5	1
515	всяком случае	1	1
516	для доказательства	1	1
517	в одном	3	1
518	в конце	1	1
519	в состоянии	4	1
520	к ним	2	1
521	как его	1	1
522	должны будем	1	1
523	как раз	1	1
524	они становятся	1	1
525	само собой	1	1
526	рядом с	1	1
527	она начинает	1	1
528	время как	4	1
529	длится до	1	1
530	и даже	2	1
531	даже не	1	1
532	и эту	1	1
533	участвующих в	2	1
534	в ряде	2	1
535	имеет место	2	1
536	что означает	1	1
537	целым рядом	1	1
538	на которых	1	1
539	не на	3	1
540	зависит от	4	1
541	если эти	1	1
542	в изучении	1	1
543	и следовательно	6	1
544	на которые	3	1
545	под влиянием	1	1
546	близка к	1	1
547	также с	1	1
548	есть одно	1	1
549	может иметь	2	1
550	это на	1	1
551	нее как	1	1
552	природе и	1	1
553	в одной	1	1
554	и потому	2	1
555	или по	1	1
556	верно что	2	1
557	не удается	1	1
558	одном ряду	1	1
559	по своему	3	1
560	в область	2	1
561	что за	1	1
562	на тот	1	1
563	имеют силу	1	1
564	смысле этого	1	1
565	он может	3	1
566	и основной	2	1
567	когда же	1	1
568	а потом	1	1
569	те и	1	1
570	бумаги с	1	1
571	изучение этих	1	1
572	равным образом	1	1
573	в тех	1	1
574	исходя из	1	1
575	и более	3	1
576	этого слова	1	1
577	и не	12	1
578	представляется как	1	1
579	не касаясь	2	1
580	но это	3	1
581	и действия	1	1
582	речь будет	1	1
583	освобождение от	1	1
584	же значение	1	1
585	становится ясным	1	1
586	происходит не	1	1
587	в царстве	1	1
588	случаях когда	1	1
589	бы говорить	1	1
590	на улице	1	1
591	место для	1	1
592	и другими	2	1
593	первую очередь	1	1
594	если верно	2	1
595	от него	1	1
596	и новое	1	1
597	не более	1	1
598	тем более	4	1
599	мы должны	8	1
600	наблюдения показывают	1	1
601	только что	5	1
602	которые в	1	1
603	или не	2	1
604	несмотря на	1	1
605	в свою	4	1
606	две стороны	1	1
607	сказать что	13	1
608	другой стороны	2	1
609	и молнии	1	1
610	ему но	1	1
611	на который	2	1
612	содержится в	3	1
613	в заключение	1	1
614	и состоит	1	1
615	повлиять на	2	1
616	это так	1	1
617	во всяком	2	1
618	как на	3	1
619	все что	2	1
