N	2gram	Nazirov_Vr_1	Istorich
1	и в	8	26
2	так же	4	18
3	т е	3	18
4	то что	7	16
5	не только	9	15
6	может быть	4	14
7	что в	7	14
8	же как	2	13
9	но и	7	12
10	так и	1	10
11	таким образом	2	10
12	и его	3	10
13	что он	4	10
14	при помощи	2	10
15	все же	6	9
16	его в	3	9
17	и не	5	9
18	то же	5	8
19	мы знаем	2	8
20	а в	2	8
21	в этом	8	7
22	он не	3	7
23	об этом	5	7
24	как и	6	7
25	в этих	1	7
26	во время	2	7
27	их в	2	7
28	как в	1	7
29	в качестве	1	7
30	героя в	1	7
31	и то	2	6
32	еще не	2	6
33	что они	1	6
34	как он	1	6
35	в плен	1	6
36	не всегда	1	6
37	могут быть	1	6
38	к нему	1	6
39	потому что	1	6
40	не может	2	6
41	вместе с	2	6
42	предположить что	1	6
43	это и	1	5
44	но не	1	5
45	и как	3	5
46	но в	6	5
47	уже не	2	5
48	в силу	1	5
49	и с	6	5
50	это не	4	5
51	точно так	1	5
52	ничего не	1	5
53	и у	3	5
54	и что	8	5
55	в его	3	5
56	в одном	1	5
57	у него	5	5
58	тем что	3	5
59	до сих	1	5
60	из которых	1	5
61	сих пор	1	5
62	к этому	3	5
63	в числе	1	4
64	тогда как	2	4
65	не просто	1	4
66	его на	2	4
67	дает нам	1	4
68	в этот	3	4
69	но он	3	4
70	в своей	2	4
71	что этот	1	4
72	того как	1	4
73	же он	1	4
74	в могиле	1	4
75	так в	2	4
76	о том	4	4
77	и даже	6	4
78	с другой	1	4
79	такое же	1	4
80	все что	1	4
81	этот мотив	1	4
82	другой стороны	1	4
83	к своей	1	3
84	этот персонаж	1	3
85	и и	1	3
86	на то	3	3
87	при этом	4	3
88	что у	3	3
89	что ни	1	3
90	не мог	2	3
91	том что	3	3
92	что эта	1	3
93	не имеет	1	3
94	в русской	3	3
95	нет необходимости	1	3
96	через него	1	3
97	во всем	1	3
98	связи с	3	3
99	к себе	2	3
100	и он	2	3
101	но мы	1	3
102	а также	2	3
103	в другой	1	3
104	в том	3	3
105	человека с	2	3
106	связан с	1	3
107	попадает в	1	3
108	в свете	1	3
109	о чем	2	3
110	наряду с	3	3
111	как бы	4	3
112	для нас	4	3
113	из своего	1	3
114	но это	2	3
115	только что	1	3
116	же в	2	3
117	он всегда	1	3
118	к этой	1	3
119	в русских	2	2
120	начинается с	1	2
121	что образ	1	2
122	и есть	1	2
123	он назван	1	2
124	не хочет	1	2
125	по его	1	2
126	пока только	1	2
127	как эта	1	2
128	ему в	1	2
129	собой в	1	2
130	за это	1	2
131	к ним	2	2
132	отношение к	2	2
133	предположение что	1	2
134	тут же	1	2
135	он ее	1	2
136	в этой	2	2
137	в истории	4	2
138	с этим	1	2
139	в своем	3	2
140	хотя и	1	2
141	что это	1	2
142	в целом	1	2
143	еще один	1	2
144	в себе	2	2
145	в нем	6	2
146	от которого	1	2
147	же это	1	2
148	в одну	2	2
149	было бы	1	2
150	из них	2	2
151	этого не	1	2
152	которой он	1	2
153	этот материал	1	2
154	и их	1	2
155	можно найти	1	2
156	человеком и	1	2
157	что я	2	2
158	тем не	1	2
159	все это	4	2
160	однако в	1	2
161	что есть	3	2
162	не менее	2	2
163	меня я	1	2
164	не могло	1	2
165	одна из	2	2
166	по своей	1	2
167	никуда не	1	2
168	от того	1	2
169	во все	1	2
170	его с	2	2
171	не есть	1	2
172	никогда не	2	2
173	живет в	1	2
174	том как	1	2
175	имеется в	1	2
176	от них	1	2
177	и во	3	2
178	этот момент	2	2
179	в форме	1	2
180	новая форма	1	2
181	того что	1	2
182	он стал	1	2
183	этот факт	1	2
184	это же	1	2
185	себя в	1	2
186	уже в	4	2
187	чтобы он	3	2
188	его и	2	2
189	в особенности	1	2
190	говорит о	1	2
191	на этот	1	2
192	со мной	1	2
193	с помощью	1	2
194	в частности	1	2
195	он уже	1	2
196	между прочим	1	2
197	но для	1	2
198	в связи	3	2
199	и все	7	2
200	мы считаем	1	2
201	на это	2	2
202	связь это	1	1
203	вряд ли	1	1
204	обращается в	1	1
205	д в	1	1
206	говорилось выше	1	1
207	что иван	1	1
208	над которым	1	1
209	той же	1	1
210	их и	1	1
211	полагает что	1	1
212	содержания в	1	1
213	или шесть	1	1
214	он как	1	1
215	совпадает с	1	1
216	не совсем	1	1
217	него он	1	1
218	в ней	4	1
219	он был	3	1
220	а еще	1	1
221	на них	1	1
222	он сам	2	1
223	в чем	3	1
224	во всех	1	1
225	слова часто	1	1
226	как правило	1	1
227	совершенно прав	1	1
228	то он	1	1
229	о смерти	1	1
230	но как	2	1
