N	2gram	Tiupa_Hudo_2	Tragedij
1	и в	28	18
2	в этом	13	9
3	не только	11	8
4	он сам	2	7
5	и с	6	7
6	и на	3	7
7	может быть	8	7
8	как бы	5	7
9	и не	18	7
10	но в	2	6
11	и его	5	6
12	же время	4	6
13	что он	8	6
14	у него	5	6
15	то же	6	5
16	все же	2	5
17	что это	5	5
18	это не	6	5
19	как и	11	5
20	несмотря на	3	5
21	в то	6	5
22	в дальнейшем	1	5
23	так и	8	5
24	не может	4	5
25	к жизни	1	5
26	а я	1	5
27	я не	7	4
28	еще не	3	4
29	в себе	9	4
30	в этой	5	4
31	в нем	3	4
32	об этом	7	4
33	том что	19	4
34	что я	2	4
35	и что	1	4
36	но и	9	4
37	и даже	1	4
38	прежде всего	3	4
39	так же	3	4
40	но это	1	4
41	все это	3	4
42	что в	5	4
43	и все	7	4
44	то что	6	4
45	к людям	2	3
46	в мире	7	3
47	и он	3	3
48	своего рода	16	3
49	отнюдь не	2	3
50	как в	5	3
51	в своем	5	3
52	все эти	1	3
53	при этом	11	3
54	то есть	1	3
55	тем самым	2	3
56	что с	1	3
57	о чем	8	3
58	в поле	1	3
59	с ее	5	3
60	и сам	5	3
61	жизнь и	1	3
62	с ним	7	3
63	к нему	3	3
64	в его	11	3
65	один из	2	3
66	уже в	1	3
67	для него	5	3
68	в конце	1	3
69	как будто	4	3
70	один в	1	3
71	как это	7	3
72	что за	1	3
73	в первом	2	2
74	а как	2	2
75	никогда не	5	2
76	и то	2	2
77	он был	1	2
78	и личность	1	2
79	столь же	3	2
80	с его	5	2
81	автора но	1	2
82	отношение к	2	2
83	не просто	1	2
84	так что	1	2
85	она как	1	2
86	это был	2	2
87	перед нами	11	2
88	боли и	1	2
89	имеет в	1	2
90	в самом	5	2
91	бы и	4	2
92	то и	4	2
93	жизнью и	1	2
94	по словам	1	2
95	он не	4	2
96	что она	7	2
97	ее жизни	2	2
98	но все	1	2
99	что все	3	2
100	его в	2	2
101	дома и	1	2
102	в глазах	6	2
103	в это	3	2
104	к области	1	2
105	не мог	1	2
106	любви и	3	2
107	в ходе	1	2
108	что говорит	2	2
109	одном из	1	2
110	не в	13	2
111	вместе со	2	2
112	раз и	1	2
113	одна из	2	2
114	он и	1	2
115	к тому	7	2
116	и это	3	2
117	но при	3	2
118	в ее	18	2
119	данном случае	2	2
120	еще в	1	2
121	как у	2	2
122	ничего не	5	2
123	и здесь	1	2
124	о том	12	2
125	в глаза	1	2
126	времени в	1	2
127	что и	4	2
128	в том	15	2
129	который в	2	2
130	по мнению	1	2
131	и ее	3	2
132	и детей	1	2
133	уже не	10	2
134	в виде	2	2
135	в душе	8	2
136	в одном	3	2
137	не случайно	10	2
138	на меня	1	2
139	тем что	6	2
140	как же	2	2
141	в самую	1	2
142	говорит о	4	2
143	ребенка в	1	2
144	до конца	1	2
145	в рассказе	21	2
146	для искусства	1	2
147	в данном	2	2
148	о его	2	2
149	еще раз	1	2
150	это уже	2	2
151	потому что	2	2
152	в ресторане	2	2
153	личности и	2	2
154	в частности	7	2
155	только о	1	2
156	по поводу	3	2
157	во сне	3	2
158	в таком	1	2
159	точно так	1	2
160	эта новая	1	1
161	я и	6	1
162	а между	4	1
163	и т	4	1
164	одним из	1	1
165	например в	1	1
166	в сфере	1	1
167	человека и	3	1
168	общую для	1	1
169	самом деле	3	1
170	это и	1	1
171	на деле	1	1
172	последней главе	1	1
173	каторгу в	1	1
174	за все	1	1
175	в мыслях	2	1
176	на две	1	1
177	голову что	1	1
178	высшей степени	1	1
179	мать и	1	1
180	века в	1	1
181	той же	2	1
182	то для	1	1
183	на пороге	2	1
184	ложась спать	1	1
185	на себя	3	1
186	ему в	2	1
187	в разговоре	1	1
188	а теперь	1	1
189	из ее	1	1
190	в ней	3	1
191	ему хотелось	1	1
192	в xix	1	1
193	встречается в	1	1
194	представляет собой	1	1
195	между собой	1	1
196	это же	1	1
197	во всех	1	1
198	на другой	2	1
199	но не	4	1
200	могло быть	1	1
201	но как	1	1
202	свою жизнь	1	1
203	с отцом	1	1
204	а он	1	1
205	тогда как	7	1
206	и подумала	1	1
207	за пределы	1	1
208	в настоящем	1	1
209	чем же	1	1
210	писателя в	2	1
211	дистанция между	1	1
212	мысль о	2	1
213	напомним что	1	1
214	для ее	1	1
215	добро и	1	1
216	то в	4	1
217	со своей	2	1
218	оттого что	1	1
219	в которой	1	1
220	он в	1	1
221	бы не	3	1
222	за себя	1	1
223	и отношения	1	1
224	как он	3	1
225	не могла	5	1
226	жизни ее	1	1
227	человек не	1	1
228	что без	1	1
229	так сказать	1	1
230	роли в	2	1
231	и еще	1	1
232	не как	2	1
233	душу и	1	1
234	мера его	1	1
235	содержит в	1	1
236	так часто	1	1
237	на этом	2	1
238	дистанции между	1	1
239	что сам	1	1
240	на свете	1	1
241	последнее слово	1	1
242	особую роль	1	1
243	от нее	1	1
244	здесь мы	1	1
245	а затем	1	1
246	же не	2	1
247	им как	1	1
248	начинается словами	1	1
249	в другом	2	1
250	в финале	2	1
251	мечту о	1	1
252	лишь в	2	1
253	это было	2	1
254	заключается в	1	1
255	на свои	1	1
256	в них	3	1
257	достоевского и	1	1
258	что ему	1	1
259	этого персонажа	1	1
260	героини в	2	1
261	этого не	1	1
262	а за	2	1
263	всю жизнь	1	1
264	которой он	1	1
265	для чего	1	1
