N	2gram	Vinokur_Vv_1	Hudozhes
1	и в	27	28
2	том что	26	19
3	в ее	11	18
4	и не	13	18
5	своего рода	3	16
6	в том	31	15
7	а не	3	14
8	в этом	34	13
9	не в	8	13
10	о том	15	12
11	не только	21	11
12	при этом	3	11
13	как и	5	11
14	в его	10	11
15	уже не	5	10
16	в себе	4	9
17	но и	5	9
18	так и	1	8
19	между тем	8	8
20	что он	4	8
21	себя в	2	8
22	в жизни	1	8
23	может быть	24	8
24	о чем	4	8
25	по отношению	4	7
26	тогда как	2	7
27	что она	3	7
28	состоит в	2	7
29	об этом	5	7
30	к тому	4	7
31	в частности	3	7
32	как это	5	7
33	и все	1	7
34	с ним	1	7
35	отношению к	4	7
36	я и	1	6
37	в котором	4	6
38	то же	8	6
39	не было	1	6
40	и с	2	6
41	в своей	4	6
42	в то	5	6
43	тем что	6	6
44	казалось бы	2	6
45	для себя	1	6
46	если бы	2	6
47	можно сказать	3	6
48	это не	8	6
49	а в	5	6
50	то что	17	6
51	жизни и	2	6
52	жизни как	2	5
53	в этой	3	5
54	как в	1	5
55	в самом	12	5
56	что это	3	5
57	не могла	1	5
58	рядом с	2	5
59	в своем	3	5
60	не менее	8	5
61	у него	1	5
62	никогда не	3	5
63	ничего не	2	5
64	в тексте	4	5
65	и его	5	5
66	и сам	2	5
67	только на	3	5
68	одно из	5	5
69	для него	1	5
70	наряду с	2	5
71	как бы	5	5
72	да и	4	5
73	что в	11	5
74	и другие	1	5
75	а между	1	4
76	и т	43	4
77	но не	7	4
78	то в	1	4
79	подобно тому	1	4
80	и уже	3	4
81	тем не	8	4
82	для нее	1	4
83	тому что	2	4
84	же время	5	4
85	и сама	1	4
86	как будто	3	4
87	и о	1	4
88	того чтобы	21	4
89	в конечном	1	4
90	только в	13	4
91	в качестве	7	4
92	что и	3	4
93	как раз	4	4
94	для того	21	4
95	говорит о	3	4
96	превращается в	1	4
97	не может	13	4
98	тому как	1	4
99	рассказа в	1	4
100	о своем	1	4
101	бы и	2	4
102	чтобы не	1	3
103	человека и	1	3
104	по его	2	3
105	в ней	3	3
106	еще не	4	3
107	и на	3	3
108	со стороны	12	3
109	раз в	1	3
110	как он	6	3
111	в нем	13	3
112	можно было	7	3
113	жить в	1	3
114	что все	1	3
115	мы уже	1	3
116	с другими	1	3
117	было бы	5	3
118	в них	4	3
119	соответствии с	2	3
120	несмотря на	2	3
121	в этих	3	3
122	этом и	1	3
123	любви и	1	3
124	как о	4	3
125	о них	2	3
126	как только	1	3
127	же самое	2	3
128	и это	6	3
129	что у	1	3
130	внимание на	4	3
131	к нему	2	3
132	одной из	3	3
133	с ними	1	3
134	и ее	4	3
135	с одной	4	3
136	в одном	4	3
137	что на	1	3
138	с другой	8	3
139	и тех	1	3
140	все время	1	3
141	прежде всего	8	3
142	в соответствии	2	3
143	человек в	1	3
144	так же	3	3
145	одной стороны	4	3
146	все это	6	3
147	или в	1	3
148	будто бы	2	3
149	есть и	4	3
150	по поводу	1	3
151	самом деле	6	3
152	все что	1	3
153	же как	3	2
154	и то	5	2
155	первой половины	1	2
156	в первом	5	2
157	той же	4	2
158	а как	3	2
159	который был	1	2
160	говорить о	3	2
161	а для	1	2
162	он сам	3	2
163	нам представляется	1	2
164	различия между	1	2
165	ответ на	3	2
166	отношение к	3	2
167	все же	8	2
