N	3gram	Tiupa_Narr_2	Problemy
1	с точки зрения	2	13
2	в этом смысле	1	10
3	то же время	3	9
4	в то же	3	9
5	по отношению к	5	8
6	в том что	8	6
7	в зависимости от	1	5
8	на самом деле	2	4
9	не может быть	2	4
10	подобно тому как	2	3
11	как раз и	1	3
12	не входит в	1	3
13	и т п	2	3
14	то что было	1	3
15	все то что	2	3
16	в этом отношении	3	3
17	во всяком случае	1	3
18	в самом деле	1	2
19	до сих пор	1	2
20	и не может	2	2
21	и в то	1	2
22	т п все	1	2
23	во всей его	1	2
24	в данном случае	6	2
25	не только в	6	2
26	пределы одного сознания	1	2
27	как бы в	2	2
28	в пределы одного	1	2
29	но с другой	1	2
30	но и не	1	2
31	в большинстве случаев	1	2
32	можно было бы	1	2
33	и оно не	1	1
34	хотя и не	2	1
35	то что я	1	1
36	к себе самому	3	1
37	мы его не	1	1
38	оно и не	1	1
39	отношению к себе	1	1
40	в своем собственном	1	1
41	то же самое	1	1
42	вследствие этого оно	1	1
43	с таким же	1	1
44	и мира и	1	1
45	и в других	1	1
46	и возникает проблема	1	1
47	взаимодействия сознаний и	1	1
48	не могло бы	1	1
49	что все эти	1	1
50	все те же	2	1
51	себе самому и	1	1
52	точно так же	2	1
53	на этот вопрос	1	1
54	в противном случае	1	1
55	может быть только	1	1
56	на себя самого	1	1
57	так и в	1	1
58	то время как	1	1
59	и что в	1	1
60	и рождается в	1	1
61	так же как	2	1
62	а не только	1	1
63	в точке соприкосновения	1	1
64	это прежде всего	1	1
65	в качестве личности	1	1
66	на первый взгляд	1	1
67	если бы эти	1	1
68	своем собственном мире	1	1
69	в известном смысле	3	1
70	в сознании героя	1	1
71	соприкосновения разных сознаний	1	1
72	и потому не	1	1
73	не в том	1	1
74	смысле как мы	1	1
75	за пределы своего	1	1
76	только в форме	1	1
77	но уже не	1	1
78	в мире а	1	1
79	этой точки зрения	1	1
80	о том что	4	1
81	того или иного	3	1
82	а в том	2	1
83	более или менее	1	1
84	по сравнению с	1	1
85	в то время	1	1
86	в другое противоположное	1	1
87	у него есть	1	1
88	жизни а не	1	1
89	не только не	2	1
90	точке соприкосновения разных	1	1
91	рождается в точке	1	1
92	можно сказать что	3	1
93	в полной мере	1	1
94	к тому что	3	1
95	тому что он	2	1
96	для того чтобы	1	1
97	связи с этой	1	1
98	не только к	1	1
