N	2gram	Bakhtin_sl_1	Myshleni
1	мышления и	1	40
2	и речи	2	38
3	речи и	1	28
4	точки зрения	16	26
5	таким образом	9	26
6	в том	3	24
7	и в	41	23
8	том что	2	21
9	в целом	2	20
10	с точки	8	18
11	в этом	12	17
12	того чтобы	1	17
13	не только	16	16
14	так же	2	16
15	того что	3	15
16	для того	2	15
17	как и	4	14
18	речи в	4	14
19	может быть	14	14
20	но и	16	14
21	в его	13	14
22	с помощью	1	13
23	не может	14	12
24	сказать что	2	11
25	как бы	12	11
26	в отношении	6	10
27	с другой	5	10
28	прежде всего	8	10
29	внутренней речи	3	9
30	и с	4	9
31	между тем	2	9
32	в качестве	3	9
33	одной стороны	4	9
34	другой стороны	4	9
35	вместе с	1	9
36	и не	16	9
37	не является	2	9
38	то же	14	8
39	заключается в	1	8
40	самого начала	1	8
41	в процессе	4	8
42	в основе	5	8
43	с самого	1	8
44	и на	14	8
45	с одной	4	8
46	речи как	1	8
47	мы не	2	7
48	в самом	5	7
49	в этой	1	7
50	в другом	2	7
51	в то	14	7
52	и ее	3	7
53	так как	3	7
54	мышлении и	1	7
55	же как	2	6
56	в сущности	13	6
57	все это	5	6
58	столь же	2	6
59	к слову	1	6
60	с этим	3	6
61	могли бы	1	6
62	в себе	3	6
63	лишь в	4	6
64	и тем	2	6
65	с этой	3	6
66	и его	14	6
67	о том	3	6
68	исследования и	1	6
69	все время	3	6
70	только в	6	6
71	между этими	2	6
72	от того	1	6
73	именно в	3	6
74	потому что	2	6
75	между собой	2	5
76	бы в	1	5
77	перед нами	4	5
78	но в	8	5
79	то время	2	5
80	на то	1	5
81	он не	3	5
82	и более	1	5
83	а затем	1	5
84	если бы	1	5
85	для этого	1	5
86	тому что	2	5
87	по своей	1	5
88	как мы	8	5
89	что может	1	5
90	к действительности	1	5
91	и что	1	5
92	можно сказать	2	5
93	так и	11	5
94	что для	1	5
95	слова и	13	5
96	что мы	1	5
97	и все	4	5
98	тем более	1	5
99	из этого	3	5
100	в какой	1	5
101	в котором	2	4
102	время как	2	4
103	с его	4	4
104	но не	2	4
105	как в	8	4
106	целый ряд	1	4
107	и к	5	4
108	все эти	9	4
109	что она	1	4
110	при этом	6	4
111	что все	2	4
112	было бы	3	4
113	ни в	1	4
114	в своей	7	4
115	не столько	1	4
116	не в	7	4
117	этом отношении	1	4
118	с другом	2	4
119	к тому	3	4
120	должен быть	1	4
121	внутренняя речь	1	4
122	приводит к	1	4
123	мы видим	2	4
124	в одном	2	4
125	речи является	1	4
126	как раз	2	4
127	до сих	2	4
128	а с	2	4
129	по существу	3	4
130	друг с	2	4
131	этого слова	1	4
132	сих пор	2	4
133	в результате	3	4
134	хотя бы	3	4
135	в свою	3	4
136	к этому	2	4
137	как на	1	4
138	смысле слова	2	3
139	не остается	1	3
140	и то	2	3
141	как известно	1	3
142	с таким	1	3
143	мы называем	1	3
144	оба эти	1	3
145	мы и	2	3
146	в их	4	3
147	в общем	1	3
148	в новом	1	3
149	что они	2	3
150	которые не	1	3
151	в одной	1	3
152	в своем	3	3
153	все же	7	3
154	еще на	1	3
155	в которой	4	3
156	он в	5	3
157	из этих	3	3
158	речи но	2	3
159	друг другу	2	3
160	и если	1	3
161	его не	1	3
162	на все	2	3
163	между отдельными	1	3
164	всегда и	1	3
165	мы говорили	1	3
166	в которых	1	3
167	она не	3	3
168	в самых	2	3
169	не могло	3	3
170	ничего не	4	3
171	во всем	1	3
172	в каком	1	3
173	могут быть	19	3
174	и это	1	3
175	свою очередь	2	3
176	можно было	2	3
177	внутреннюю речь	1	3
178	одного из	2	3
179	как чисто	1	3
180	может не	8	3
181	и следовательно	7	3
182	связи с	2	3
183	то и	1	3
184	и других	3	3
185	всяком случае	5	3
186	вовсе не	7	3
187	на этот	1	3
188	во всех	17	3
189	а не	15	3
190	ко всем	1	3
191	тем и	2	3
192	и от	4	3
193	от всех	1	3
194	значение в	1	3
195	во всяком	7	3
196	связана с	2	2
197	он может	2	2
198	тех же	1	2
199	как такового	3	2
200	и до	1	2
201	почти всегда	3	2
202	в зависимости	3	2
203	той же	2	2
204	есть не	1	2
205	что между	1	2
206	рассматривается как	1	2
207	почти исключительно	1	2
208	как впрочем	1	2
209	зависимости от	3	2
210	почти на	1	2
211	в ее	2	2
212	со всеми	1	2
213	за пределы	4	2
214	что как	1	2
215	хотя и	2	2
216	сознания в	1	2
217	и наконец	4	2
218	формами мышления	1	2
219	от этого	2	2
220	в первом	3	2
221	бы и	3	2
222	нами в	2	2
223	и те	2	2
224	направлено на	1	2
225	всех этих	4	2
226	различные формы	2	2
227	он должен	1	2
228	не к	1	2
229	одной и	1	2
230	на этом	2	2
231	одно и	2	2
232	значительной степени	1	2
233	том же	4	2
234	есть все	1	2
235	является конечно	1	2
236	из всех	1	2
237	с другими	5	2
238	ближе к	1	2
239	в них	6	2
240	качественное своеобразие	1	2
241	несмотря на	1	2
242	мы видели	1	2
243	должно быть	2	2
244	как таковой	1	2
245	в один	1	2
246	был бы	2	2
247	в этих	2	2
248	мыслью с	1	2
249	что говорит	1	2
250	одном из	1	2
251	и той	2	2
252	точку зрения	3	2
253	и эти	2	2
254	даже в	2	2
255	дело в	1	2
256	к изучению	1	2
257	речь и	3	2
258	никогда не	3	2
259	слова так	2	2
260	слова как	6	2
261	же время	12	2
262	что самое	1	2
263	слову и	1	2
264	рода анализ	1	2
265	интересующие нас	1	2
266	лежит в	4	2
267	и другим	2	2
268	и возникает	1	2
269	данном случае	3	2
270	понимание и	1	2
271	и логической	1	2
272	не с	2	2
273	каждого из	1	2
274	этой концепции	1	2
275	в контекст	2	2
276	на их	1	2
277	в значительной	1	2
278	от них	1	2
279	наконец в	2	2
280	за этой	1	2
281	известном смысле	2	2
282	один из	4	2
283	в двух	1	2
284	нуждается в	1	2
285	словом и	3	2
286	уже не	2	2
287	в виде	2	2
288	речь в	2	2
289	или даже	2	2
290	в известном	2	2
291	для него	3	2
292	в известной	2	2
293	эти понятия	1	2
294	вперед в	1	2
295	другом в	1	2
296	со всем	1	2
297	и даже	6	2
298	в основу	1	2
299	чем он	2	2
300	по всей	3	2
301	если мы	2	2
302	месте и	1	2
303	в стороне	1	2
304	которых мы	1	2
305	системы в	1	2
306	в слове	7	2
307	в изучении	1	2
308	и слово	2	2
309	связей и	1	2
310	в частности	2	2
311	и потому	4	2
312	его на	1	2
313	о чем	1	2
314	в данном	3	2
315	всего в	1	2
316	в течение	1	2
317	основное содержание	2	2
318	там где	4	2
319	в состоянии	1	2
320	в смысле	4	2
321	этого рода	1	2
322	о котором	1	2
323	которая в	1	2
324	как явление	1	2
325	а в	6	2
326	речь или	1	2
327	между ними	2	2
328	с ней	2	2
329	основных форм	1	2
330	занимает в	1	2
331	жизни и	1	2
332	ту же	4	1
333	и т	28	1
334	одним из	4	1
335	например в	2	1
336	словом как	1	1
337	на самом	2	1
338	или к	3	1
339	бы для	1	1
340	это игра	1	1
341	не имеют	1	1
342	действительности и	1	1
343	иметь место	1	1
344	чем именно	1	1
345	входящих в	1	1
346	мы уже	2	1
347	от своего	1	1
348	двух и	1	1
349	на правах	2	1
350	это отношение	2	1
351	плоскость в	1	1
352	но даже	1	1
353	и со	1	1
354	в виду	1	1
355	избежать этой	1	1
356	в ней	4	1
357	который может	1	1
358	на другом	1	1
359	в отличие	1	1
360	еще не	4	1
361	этот пример	1	1
362	в различных	1	1
363	и главное	1	1
364	не изменилось	1	1
365	могло быть	1	1
366	в сторону	1	1
367	не входит	1	1
368	направленное на	1	1
369	которое нашло	1	1
370	слова на	1	1
371	отличие от	1	1
372	не просто	1	1
373	речи причем	1	1
374	между словом	2	1
375	один и	1	1
376	социальных и	1	1
377	ее лежат	1	1
378	в истории	3	1
379	стороны и	1	1
380	как к	2	1
381	кроме того	4	1
382	слово всегда	1	1
383	слова между	1	1
384	и слова	1	1
385	его к	1	1
386	речи из	1	1
387	в действительности	1	1
388	чего не	1	1
389	которая у	1	1
390	то в	2	1
391	себе как	1	1
392	та же	1	1
393	или во	2	1
394	у каждого	2	1
395	выражение в	3	1
396	не могла	2	1
397	вообще не	3	1
398	на его	8	1
399	его социальная	2	1
400	с чем	1	1
401	как оно	3	1
402	в нем	30	1
403	большей или	4	1
404	приведенные нами	1	1
405	т д	5	1
406	от которого	1	1
407	перестает быть	2	1
408	в узком	10	1
409	чем у	1	1
410	к одному	1	1
411	понимания и	1	1
412	слова которое	1	1
413	оно должно	1	1
414	этого мышления	1	1
415	в плане	6	1
416	какой бы	1	1
417	всех своих	2	1
418	его можно	1	1
419	его деятельность	1	1
420	целиком во	1	1
421	могла бы	1	1
422	связанные с	3	1
423	поэтому мы	1	1
424	особенности в	1	1
425	и чистой	1	1
426	действительности в	1	1
427	моменты в	1	1
428	и многообразным	1	1
429	в жизни	1	1
430	прочим в	1	1
431	особенности на	2	1
432	о которых	1	1
433	явления которые	1	1
434	становятся в	1	1
435	как сказано	3	1
436	автора и	4	1
437	нисколько не	2	1
438	в эту	2	1
439	но если	1	1
440	таким же	1	1
441	осознания и	1	1
442	наших дней	1	1
443	и без	1	1
444	однако этот	2	1
445	бы мы	1	1
446	о языке	1	1
447	от его	3	1
448	в основном	3	1
449	из области	1	1
450	лингвистика и	3	1
451	исключительно на	1	1
452	которые в	3	1
453	свет на	1	1
454	тем не	1	1
455	по крайней	1	1
456	слова к	1	1
457	войти в	2	1
458	может внести	1	1
459	и делают	1	1
460	остановимся на	2	1
461	заставляет его	2	1
462	и вся	1	1
463	приводят к	1	1
464	к некоторым	1	1
465	не менее	1	1
466	и развивается	1	1
467	вне поля	1	1
468	ними не	1	1
469	на котором	1	1
470	в направлении	1	1
471	и вместо	1	1
472	ее конкретных	1	1
473	слово без	1	1
474	его внутренняя	1	1
475	эта внутренняя	2	1
476	во всякой	1	1
477	для всего	1	1
478	из него	2	1
479	следовательно и	3	1
480	находятся в	1	1
481	в лингвистическом	1	1
482	говорить как	1	1
483	в другую	1	1
484	вот что	1	1
485	в более	1	1
486	в сознании	2	1
487	в некотором	1	1
488	как живая	1	1
489	ему не	2	1
490	тем это	1	1
491	автор в	1	1
492	его внутренних	1	1
493	своей книге	1	1
494	во все	1	1
495	в других	3	1
496	как только	3	1
497	его за	1	1
498	слова но	1	1
499	отличается от	1	1
500	столько в	1	1
501	той или	9	1
502	особенности и	1	1
503	основной особенности	1	1
504	оно не	6	1
505	речи эта	1	1
506	и силу	1	1
507	к такому	1	1
508	предмету но	1	1
509	с ее	4	1
510	языка и	12	1
511	направлении к	1	1
512	эти элементы	1	1
513	лингвистическом и	1	1
514	только не	1	1
515	в точном	1	1
516	включает в	1	1
517	в нескольких	1	1
518	судьбы и	1	1
519	на которую	1	1
520	конкретные вопросы	1	1
521	всей вероятности	3	1
522	систему в	1	1
523	находится в	1	1
524	только и	1	1
525	дальнейшего развития	1	1
526	именно потому	1	1
527	и здесь	3	1
528	не сталкиваются	1	1
529	в самой	1	1
530	прямо и	4	1
531	все его	4	1
532	а также	2	1
533	нас в	2	1
534	на протяжении	2	1
535	в драме	1	1
536	которых они	1	1
537	на одном	1	1
538	что и	1	1
539	показывает как	1	1
540	это не	6	1
541	в форме	1	1
542	а следовательно	1	1
543	слов и	2	1
544	может иметь	1	1
545	условия для	1	1
546	проходит в	1	1
547	на будущее	1	1
548	как из	1	1
549	но их	1	1
550	в большей	3	1
551	все целиком	1	1
552	явления в	1	1
553	бы из	1	1
554	из многих	2	1
555	также и	3	1
556	раскрыть в	1	1
557	в контексте	2	1
558	действительно не	2	1
559	именно на	1	1
560	в эти	1	1
561	где они	2	1
562	так что	2	1
563	из которого	1	1
564	сколько в	1	1
565	со своим	5	1
566	не пытается	2	1
567	одной из	3	1
568	и у	2	1
569	выделения и	1	1
570	отнести к	1	1
571	от других	2	1
572	слова не	1	1
573	не дает	1	1
574	слово но	1	1
575	из них	3	1
576	эти два	1	1
577	слова в	8	1
578	всякое слово	1	1
579	к ним	1	1
580	как его	5	1
581	но что	1	1
582	у него	3	1
583	свое выражение	2	1
584	эти явления	1	1
585	до наших	1	1
586	именно как	2	1
587	сохраняют в	1	1
588	не были	3	1
589	со стороны	1	1
590	или иной	9	1
591	между которыми	1	1
592	главное и	1	1
593	с известным	1	1
594	уходит в	1	1
595	же о	1	1
596	и др	14	1
597	что не	1	1
598	социальной жизни	1	1
599	работы по	1	1
600	не на	5	1
601	до этого	1	1
602	них и	1	1
603	не было	3	1
604	высказываниями и	1	1
605	до конца	12	1
606	ничем не	1	1
607	более того	3	1
608	однако и	1	1
609	как ни	1	1
610	развиваются в	1	1
611	основных и	2	1
612	и ему	1	1
613	оно ни	1	1
614	почву для	1	1
615	входить в	1	1
616	и прямое	1	1
617	для них	2	1
618	играют в	1	1
619	с которыми	2	1
620	и столь	1	1
621	к своему	6	1
622	глубоко своеобразное	2	1
623	по своему	2	1
624	такого рода	2	1
625	собой в	1	1
626	только так	1	1
627	для понимания	2	1
628	в это	1	1
629	активности и	2	1
630	всех его	7	1
631	всего дальнейшего	1	1
632	в открытой	1	1
633	высказывания и	2	1
634	между прочим	1	1
635	знает только	2	1
636	исследования таков	1	1
637	от влияния	1	1
638	сознания это	1	1
639	особенностей и	1	1
640	но с	1	1
641	крайней мере	1	1
642	и для	4	1
643	живет и	1	1
644	для индивидуального	1	1
645	жизнью в	1	1
646	или в	8	1
647	он по	1	1
648	в отдельных	1	1
649	последнего времени	2	1
650	у них	2	1
651	отдельными и	1	1
652	на границах	1	1
653	находит свое	1	1
654	речь то	1	1
655	эти особенности	1	1
656	или меньшей	4	1
657	потребность в	1	1
658	все то	1	1
659	отношении к	6	1
660	связь с	2	1
661	только с	1	1
662	слово в	10	1
663	первых двух	1	1
664	различных формах	1	1
665	только как	1	1
666	совершенно не	2	1
667	развитие и	1	1
668	о себе	1	1
669	именно к	1	1
670	есть и	1	1
671	на это	1	1
672	и строит	1	1
673	но эти	3	1
674	как слово	1	1
675	и другие	1	1
676	сфера влияния	1	1
677	помощью которых	1	1
678	каждое слово	4	1
679	который не	1	1
680	в таком	1	1
681	все что	1	1
682	этой точки	1	1
683	которая не	3	1
