N	3gram	Losev_Dial_4	Problema
1	и т д	15	13
2	тем не менее	2	10
3	в том что	9	9
4	вовсе не есть	1	8
5	сама по себе	5	8
6	той или иной	1	8
7	и то что	1	7
8	в связи с	1	7
9	в данном случае	1	7
10	сам по себе	2	6
11	и в этом	3	6
12	в этом случае	1	5
13	по крайней мере	7	5
14	с другой стороны	1	5
15	не может быть	6	5
16	с той или	1	5
17	что иное как	8	4
18	не есть символ	1	4
19	т д и	3	4
20	имеется в виду	3	4
21	есть не что	5	4
22	ни в каком	4	4
23	на самом же	1	4
24	или по крайней	3	4
25	в то же	6	4
26	также и то	1	4
27	самом же деле	1	4
28	той или другой	3	4
29	д и т	2	4
30	не что иное	8	4
31	и вовсе не	1	4
32	тех или иных	1	4
33	того или другого	2	3
34	уже не есть	1	3
35	дело в том	1	3
36	должны сказать что	1	3
37	не имеет никакого	2	3
38	не было бы	1	3
39	точно так же	2	3
40	и тем не	1	3
41	содержит в себе	1	3
42	в конце концов	1	3
43	имеет ничего общего	2	3
44	не есть ни	9	3
45	не имеет ничего	2	3
46	что же такое	1	3
47	само по себе	4	3
48	та или иная	2	3
49	мы должны сказать	1	3
50	а не просто	1	3
51	но никак не	1	3
52	о том что	1	3
53	никакого отношения к	2	3
54	по себе а	1	3
55	что он есть	4	2
56	есть также и	1	2
57	только потому что	1	2
58	ровно ничего не	6	2
59	отличаются друг от	1	2
60	о том как	2	2
61	же как и	1	2
62	с точки зрения	9	2
63	на первый план	1	2
64	пункте нашего исследования	1	2
65	в отличие от	1	2
66	в чем не	1	2
67	и что даже	1	2
68	то или иное	3	2
69	и в частности	2	2
70	не только в	1	2
71	не просто как	1	2
72	по сравнению с	2	2
73	ясно что в	1	2
74	и как бы	1	2
75	в каком случае	1	2
76	но только в	1	2
77	не сама по	1	2
78	если его брать	1	2
79	этой точки зрения	2	2
80	ничего общего с	2	2
81	и ни в	1	2
82	ничто не мешает	1	2
83	ни в чем	1	2
84	теми или другими	1	2
85	вовсе не в	2	2
86	но также и	1	2
87	это значит что	7	2
88	и тем более	4	2
89	ни о каком	1	2
90	можно сказать что	1	2
91	друг от друга	1	2
92	не значит что	1	2
93	в сравнении с	2	2
94	если мы действительно	1	2
95	не есть просто	3	2
96	вполне понятно что	1	1
97	или меньшим приближением	1	1
98	но это есть	1	1
99	по себе не	1	1
100	тут идет речь	1	1
101	от всего прочего	1	1
102	из всего этого	1	1
103	вовсе и не	1	1
104	это не есть	4	1
105	в чем же	2	1
106	иметь в виду	2	1
107	а не в	1	1
108	это было бы	1	1
109	не есть также	1	1
110	и нет ничего	2	1
111	ничего не говорим	1	1
112	есть прежде всего	3	1
113	и значит что	1	1
114	повелительно требует своего	1	1
115	сравнению с которой	1	1
116	и есть то	1	1
117	и не только	1	1
118	имеет в виду	1	1
119	идет речь об	1	1
120	но что он	1	1
121	и то и	1	1
122	речь именно о	2	1
123	в ней как	1	1
124	только для того	1	1
125	в той же	1	1
126	или какие-нибудь его	1	1
127	всякому ясно что	1	1
128	или просто о	1	1
129	того и другого	1	1
130	из того что	1	1
131	в собственном смысле	2	1
132	с тем что	1	1
133	миф не есть	8	1
134	от друга и	1	1
135	но это не	1	1
136	перед нами не	1	1
137	что в этом	1	1
138	во всей его	1	1
139	ни о какой	1	1
140	это и значит	1	1
141	однако все эти	1	1
142	с этой точки	2	1
143	и не в	1	1
144	то и другое	2	1
145	есть то что	5	1
146	не есть только	1	1
147	что оно есть	2	1
148	если это так	1	1
149	если угодно можно	2	1
150	сказать что в	1	1
151	говорит ни о	1	1
152	тут перед нами	1	1
153	она же сама	1	1
154	не говорят о	1	1
155	мы будем правы	1	1
156	если бы мы	1	1
157	здесь говорить о	1	1
158	символична в том	1	1
159	художественном образе это	1	1
160	и по сравнению	1	1
161	и все его	1	1
162	это так то	1	1
163	ничего общего не	2	1
164	отвлеченная идея и	1	1
165	было бы только	2	1
166	возможно только потому	1	1
167	есть обязательно и	1	1
168	как и между	1	1
169	того что не	1	1
170	и есть настоящее	1	1
171	художественное произведение и	1	1
172	то тем самым	1	1
173	мы собственно говоря	1	1
174	до некоторой степени	1	1
175	вплоть до их	1	1
176	как и вообще	1	1
177	так или иначе	1	1
178	не говорим о	1	1
179	в нем не	1	1
180	идет речь именно	2	1
181	есть идея и	1	1
182	о ней не	1	1
183	не есть и	1	1
184	лежащий в основе	1	1
185	есть уже не	1	1
186	далеко еще не	1	1
187	потому что мы	2	1
188	тех или других	3	1
189	потому что здесь	2	1
190	не говорит ни	1	1
191	но если бы	1	1
192	если мы будем	1	1
193	даже при условии	1	1
194	т д все	2	1
195	то обстоятельство что	1	1
196	потому что все	1	1
197	имел в виду	1	1
198	от того что	2	1
199	то что мы	2	1
200	а во-вторых поскольку	1	1
201	уже не просто	1	1
202	это и есть	4	1
203	во всех языках	1	1
204	есть символ в	5	1
205	его брать как	1	1
206	не имеет никакой	1	1
207	равно как и	2	1
208	не только не	1	1
209	ни с чем	1	1
210	как бы ни	1	1
211	существовать так как	1	1
212	речь идет о	1	1
213	общего и индивидуального	1	1
214	ту или иную	2	1
215	поскольку речь идет	1	1
216	на то что	3	1
217	именно так как	1	1
218	которые могут быть	1	1
219	это не мешает	1	1
220	каком случае нельзя	1	1
221	и повелительно требует	1	1
222	художественный образ есть	1	1
223	мы только что	1	1
224	это как и	1	1
225	то в чем	1	1
226	большим или меньшим	1	1
227	она не имеет	1	1
228	тем более не	3	1
229	имеет никакого отношения	2	1
230	то же что	3	1
231	начинаем говорить о	1	1
232	для того чтобы	5	1
233	значит что и	1	1
234	все эти мифологические	1	1
235	общего не имеет	1	1
236	заключается не в	1	1
237	никогда и не	1	1
238	может быть в	1	1
239	т д в	1	1
240	в себе не	1	1
241	она имеет свою	1	1
242	то самое что	2	1
243	только тогда когда	4	1
244	для этого необходимо	1	1
245	поэтому если мы	1	1
246	точки зрения в	1	1
247	д все это	1	1
248	мы еще не	1	1
