N	3gram	Tiupa_Disk_2	Myshleni
1	с точки зрения	2	21
2	в этом случае	2	14
3	в том что	6	13
4	с самого начала	1	7
5	по отношению к	4	5
6	в данном случае	6	5
7	с одной стороны	4	5
8	в самом деле	1	4
9	не может быть	3	4
10	о том что	3	4
11	на всем протяжении	1	4
12	по своей природе	1	4
13	такой же мере	1	3
14	при переходе от	1	3
15	состоит в том	2	3
16	одной стороны и	2	3
17	в этом отношении	4	3
18	одно и то	2	3
19	и то что	2	3
20	не совпадает с	1	3
21	и то же	2	3
22	тем не менее	1	3
23	во втором случае	1	3
24	содержит в себе	2	3
25	в такой же	1	3
26	можно сказать что	1	3
27	как и в	5	3
28	том что в	1	2
29	и столь же	1	2
30	одной и той	1	2
31	прежде всего в	1	2
32	и той же	1	2
33	в отличие от	12	2
34	того и другого	1	2
35	в большинстве случаев	1	2
36	в той мере	1	2
37	в этот период	1	2
38	именно в этом	1	2
39	мере в какой	1	2
40	в конечном счете	1	2
41	друг от друга	1	2
42	той мере в	1	2
43	всего в том	1	1
44	в обоих случаях	2	1
45	для этого она	1	1
46	по сути дела	1	1
47	еще не имели	1	1
48	подобно тому как	2	1
49	в том числе	1	1
50	в соответствии с	2	1
51	так и во	1	1
52	ни одно из	2	1
53	и не может	2	1
54	и в современной	1	1
55	в первую очередь	2	1
56	друг на друга	1	1
57	по аналогии с	1	1
58	том числе и	1	1
59	заключает в себе	2	1
60	одном и том	1	1
61	из той же	1	1
62	с ней в	1	1
63	между ним и	1	1
64	здесь как и	1	1
65	в целом и	1	1
66	и том же	1	1
67	на некоторое время	1	1
68	в одно и	1	1
69	но при этом	2	1
70	рассуждать исходя из	1	1
71	потому что в	1	1
72	с другой стороны	1	1
73	прежде всего на	1	1
74	об одном и	1	1
75	значение не только	1	1
76	не могут быть	1	1
77	во всяком случае	1	1
78	к выводу о	1	1
79	так и в	3	1
80	включает в себя	1	1
81	это отнюдь не	1	1
82	в этом заключается	1	1
83	той или иной	3	1
84	и вследствие этого	1	1
85	в силу своей	1	1
86	но также и	1	1
87	в то же	4	1
88	тем что он	1	1
89	мы имеем дело	1	1
90	друг друга и	1	1
