N	3gram	Bakhtin_KF_1	Dialekti
1	с точки зрения	9	14
2	тем не менее	2	10
3	а не просто	1	6
4	не может быть	11	6
5	вовсе не есть	2	5
6	само по себе	1	5
7	не есть просто	1	4
8	только тогда когда	1	3
9	ни в каком	2	3
10	ровно ничего не	1	3
11	мир как целое	1	3
12	на то что	1	3
13	в том что	2	3
14	мы не можем	1	2
15	не было ни	1	2
16	и в этом	3	2
17	хотя бы только	1	2
18	к тому что	1	2
19	того или иного	3	2
20	было ни в	1	2
21	в зависимости от	1	2
22	он не может	1	2
23	и тем не	1	2
24	той или иной	2	2
25	во всяком случае	1	2
26	не значит еще	1	1
27	но только не	1	1
28	не выходит из	1	1
29	на самом деле	3	1
30	мы никогда не	1	1
31	бы то ни	2	1
32	возможна только в	1	1
33	и вопрос о	1	1
34	и во всех	1	1
35	во всем его	2	1
36	а следовательно и	1	1
37	жизни и смерти	1	1
38	ясно что мир	1	1
39	а все остальное	1	1
40	когда мы говорим	1	1
41	но может быть	1	1
42	не содержит в	1	1
43	и в то	1	1
44	потому что в	1	1
45	я могу быть	1	1
46	отнюдь еще не	1	1
47	в конечном счете	1	1
48	то ни было	2	1
49	только к тому	1	1
50	что и в	1	1
51	имеем в виду	2	1
52	если бы я	1	1
53	в этом мире	1	1
54	то же самое	1	1
55	и пр и	1	1
56	и как бы	1	1
57	ни к чему	2	1
58	и в котором	1	1
59	в том смысле	1	1
60	и ни в	2	1
61	сознание но и	1	1
62	к чему не	2	1
63	и должен быть	1	1
64	в то же	2	1
65	одна и та	1	1
66	не значит что	1	1
67	в котором действительно	1	1
68	и прошлое и	1	1
69	ни в чем	4	1
70	не менее в	1	1
71	смысле не есть	1	1
72	может быть только	7	1
73	то же время	2	1
74	не о том	1	1
75	и та же	1	1
76	не содержится в	1	1
77	говорить ни о	1	1
78	отсюда ясно что	1	1
79	в лучшем случае	1	1
80	признать что в	1	1
81	но все эти	3	1
82	и говорить о	1	1
83	не отличаются от	1	1
84	никогда не сможет	1	1
85	не имеет определенного	1	1
86	из себя не	1	1
87	не в том	1	1
88	я не могу	1	1
89	друг против друга	1	1
90	на первом плане	2	1
91	ничем не отличаются	1	1
92	это не значит	1	1
93	я заговорил о	1	1
94	жизнь не может	1	1
95	в этом его	2	1
96	это может быть	1	1
