N	2gram	Potebnia_M_1	FransuaR
1	и в	39	40
2	то есть	42	18
3	и его	5	17
4	прежде всего	4	16
5	в этом	15	15
6	не только	21	13
7	в его	5	13
8	и не	18	13
9	вовсе не	5	12
10	что в	22	12
11	как и	9	11
12	но и	20	11
13	таким образом	13	10
14	как мы	2	10
15	в сущности	2	9
16	он не	3	9
17	в них	3	9
18	может быть	27	9
19	и все	3	9
20	той же	3	8
21	и на	1	8
22	все эти	1	8
23	и с	3	8
24	во время	1	8
25	в том	26	8
26	у него	1	8
27	но в	9	8
28	то же	6	7
29	в своем	3	7
30	в виду	2	7
31	в одном	8	7
32	в духе	1	7
33	во всех	5	6
34	в самом	3	6
35	в этих	7	6
36	в то	4	6
37	же время	4	6
38	связи с	3	6
39	связь с	2	6
40	и других	4	6
41	он говорит	1	6
42	в своей	3	6
43	к этому	1	6
44	в нем	20	5
45	так сказать	2	5
46	и для	5	5
47	те же	1	5
48	мы видим	4	5
49	для него	4	5
50	то что	10	5
51	не было	4	5
52	а не	21	5
53	в связи	1	5
54	в своих	4	5
55	жизни и	2	4
56	в ней	7	4
57	в истории	7	4
58	в нашем	1	4
59	жизнью и	1	4
60	в мире	3	4
61	было бы	12	4
62	ни в	1	4
63	том что	16	4
64	в эту	1	4
65	в их	2	4
66	даже в	1	4
67	того чтобы	2	4
68	в следующий	1	4
69	в области	1	4
70	у нас	2	4
71	о том	2	4
72	и о	2	4
73	так в	1	4
74	роль в	1	4
75	и во	3	4
76	один из	1	4
77	только на	3	4
78	из них	1	4
79	так как	21	4
80	и даже	4	4
81	до сих	1	4
82	и потому	5	4
83	в данном	1	4
84	сих пор	1	4
85	все это	1	4
86	видно что	2	4
87	ни для	1	4
88	еще более	2	4
89	самом деле	1	3
90	на самом	1	3
91	и есть	2	3
92	его связь	1	3
93	только для	3	3
94	с его	1	3
95	по отношению	13	3
96	в этой	3	3
97	и как	6	3
98	в себе	13	3
99	связанные с	1	3
100	при этом	6	3
101	но дело	2	3
102	мы видели	4	3
103	не понимает	1	3
104	их в	1	3
105	для этого	2	3
106	в таких	2	3
107	во всем	4	3
108	о нем	1	3
109	они были	1	3
110	начиная с	1	3
111	но все	2	3
112	и самое	2	3
113	здесь не	1	3
114	в ее	1	3
115	не подлежит	1	3
116	можно было	1	3
117	еще в	1	3
118	если бы	14	3
119	в другом	1	3
120	никак не	2	3
121	связь между	2	3
122	между тем	5	3
123	нуждается в	2	3
124	что и	6	3
125	во всей	1	3
126	и следовательно	2	3
127	еще не	6	3
128	только в	25	3
129	поэтому и	1	3
130	так и	13	3
131	в начале	2	3
132	одно из	3	3
133	не так	3	3
134	мы находим	1	3
135	тем что	9	3
136	в других	2	3
137	для того	3	3
138	сказать что	3	3
139	там где	4	3
140	в xviii	1	3
141	не может	22	3
142	вместе с	8	3
143	ко всем	2	3
144	как в	10	3
145	такого рода	1	3
146	как бы	6	3
147	в более	4	3
148	и от	3	3
149	но это	5	3
150	а в	5	3
151	слово в	1	3
152	между ними	1	3
153	к этой	3	3
154	они не	1	3
155	одним из	2	2
156	например в	1	2
157	он считает	1	2
158	того же	3	2
159	переход от	1	2
160	тем же	2	2
161	и этот	1	2
162	с в	5	2
163	мы не	10	2
164	хотя бы	2	2
165	на такой	1	2
166	которые он	1	2
167	на них	1	2
168	но не	8	2
169	думать что	3	2
170	в течение	2	2
171	что он	1	2
172	переходят друг	1	2
173	к новому	2	2
174	все же	6	2
175	и той	3	2
176	и понимания	9	2
177	его к	2	2
178	в которой	2	2
179	в целом	2	2
180	он в	1	2
181	из этих	4	2
182	и если	2	2
183	на его	1	2
184	как он	1	2
185	одной и	3	2
186	на этом	1	2
187	значительной степени	2	2
188	друг в	1	2
189	лишь в	1	2
190	раз при	1	2
191	далеко не	1	2
192	только во	1	2
193	от языка	4	2
194	в один	2	2
195	точки зрения	8	2
196	в котором	1	2
197	одном из	1	2
198	но он	2	2
199	том же	2	2
200	этот мир	1	2
201	не менее	6	2
202	ее не	1	2
203	дело в	2	2
204	на волю	1	2
205	до того	1	2
206	этом отношении	1	2
207	должны быть	7	2
208	и это	3	2
209	следовательно и	2	2
210	времени и	2	2
211	одного из	2	2
212	здесь нет	1	2
213	не исчерпывается	1	2
214	в разных	2	2
215	и историческое	1	2
216	образом в	1	2
217	с другой	7	2
218	нас в	1	2
219	язык и	5	2
220	в языке	33	2
221	это не	7	2
222	говорит он	4	2
223	к нему	1	2
224	как нечто	1	2
225	но как	3	2
226	или же	3	2
227	и ее	1	2
228	с нею	4	2
229	уже в	1	2
230	слова в	2	2
231	не находит	1	2
232	как его	1	2
233	на их	1	2
234	даже и	2	2
235	те места	1	2
236	рядом с	1	2
237	не были	2	2
238	влияние на	2	2
239	именно в	1	2
240	еще и	1	2
241	что для	3	2
242	в друга	1	2
243	все то	2	2
244	с этим	7	2
245	ни от	1	2
246	в состоянии	3	2
247	смысл в	1	2
248	этого слова	1	2
249	слова и	4	2
250	своей жизни	1	2
