N	2gram	Tiupa_Lite_3	Narrotol
1	не только	14	26
2	а не	12	17
3	представляет собой	2	16
4	тогда как	17	15
5	но и	14	15
6	при этом	15	14
7	в том	12	14
8	в качестве	5	14
9	и не	22	14
10	в этом	14	13
11	и в	16	13
12	том что	8	13
13	состоит в	6	12
14	такого рода	10	12
15	только в	7	11
16	в частности	11	11
17	может быть	12	10
18	в данном	4	10
19	своего рода	10	9
20	так и	9	9
21	то есть	5	9
22	к тому	6	9
23	а в	5	9
24	в себе	6	8
25	то что	12	8
26	не в	10	8
27	коммуникативного события	5	8
28	в тексте	4	8
29	не может	8	8
30	к себе	8	7
31	у него	1	6
32	в рамках	4	6
33	в своем	1	6
34	все же	2	6
35	и к	3	6
36	но в	3	6
37	всего лишь	5	6
38	в жизни	8	6
39	никогда не	4	6
40	данном случае	4	6
41	коммуникативное событие	4	6
42	и т.п	6	6
43	можно сказать	2	6
44	а также	4	6
45	в его	6	6
46	вслед за	3	6
47	того что	9	6
48	со стороны	7	6
49	прежде всего	3	6
50	как бы	8	6
51	жизни в	4	6
52	я не	2	5
53	отличие от	5	5
54	что он	5	5
55	как в	5	5
56	хотя и	4	5
57	в нем	2	5
58	тем не	1	5
59	он не	1	5
60	на протяжении	1	5
61	по мысли	6	5
62	и тем	3	5
63	далеко не	2	5
64	точки зрения	7	5
65	в котором	1	5
66	место в	4	5
67	не столько	1	5
68	тем самым	7	5
69	в то	9	5
70	о том	6	5
71	с одной	4	5
72	по отношению	4	5
73	с другой	6	5
74	одной стороны	4	5
75	себе самому	3	5
76	в той	1	5
77	в отличие	5	5
78	я в	7	5
79	отношению к	4	5
80	то же	9	4
81	в ее	5	4
82	в этой	8	4
83	отнюдь не	3	4
84	перед нами	1	4
85	тому же	5	4
86	в силу	1	4
87	уже не	3	4
88	в мире	16	4
89	в глазах	3	4
90	исходной ситуации	2	4
91	и уже	1	4
92	в своей	7	4
93	не к	1	4
94	в конце	2	4
95	не менее	2	4
96	при всей	1	4
97	но при	1	4
98	читателя в	1	4
99	времени и	1	4
100	если бы	2	4
101	как у	4	4
102	и т.д	1	4
103	в другом	6	4
104	свидетельствует о	1	4
105	для него	2	4
106	следует признать	2	4
107	как и	5	4
108	мира в	3	4
109	как это	3	4
110	в литературе	1	4
111	и все	1	4
112	же в	2	4
113	и у	1	4
114	жизни и	3	4
115	что в	2	4
116	для себя	2	3
117	самом деле	3	3
118	едва ли	3	3
119	жизни так	1	3
120	с его	6	3
121	как правило	1	3
122	но не	4	3
123	большей части	2	3
124	что они	1	3
125	в целом	5	3
126	и его	6	3
127	особое место	2	3
128	так сказать	1	3
129	например мы	1	3
130	конечном счете	1	3
131	самим собой	3	3
132	в итоге	1	3
133	соответствии с	5	3
134	в слове	3	3
135	о которой	2	3
136	и того	1	3
137	что я	5	3
138	тому что	1	3
139	того чтобы	2	3
140	же время	7	3
141	по своей	3	3
142	принципиальная особенность	1	3
143	этом отношении	5	3
144	той или	2	3
145	на том	1	3
146	и сам	2	3
147	мира и	2	3
148	о котором	1	3
149	о ней	1	3
150	о нем	2	3
151	внимание на	2	3
152	коммуникативного поведения	1	3
153	в конечном	1	3
154	по слову	1	3
155	это не	5	3
156	один из	2	3
