N	2gram	Medvedev_V_1	Vladivir
1	вл соловьева	1	160
2	с м	1	41
3	и в	26	31
4	в году	6	30
5	не только	25	24
6	а к	1	22
7	но и	10	19
8	то что	6	18
9	и не	19	17
10	и даже	2	15
11	у него	6	15
12	в этом	26	14
13	том что	8	14
14	он был	1	14
15	что в	10	14
16	у вл	1	13
17	но в	2	12
18	в его	14	12
19	что он	4	12
20	по поводу	2	12
21	с его	3	11
22	о том	10	11
23	в том	15	11
24	между прочим	2	11
25	потому что	1	11
26	и то	1	10
27	также и	2	10
28	он не	2	10
29	письме к	9	10
30	как мы	1	9
31	никогда не	4	9
32	н н	2	9
33	в конце	3	9
34	только в	7	9
35	даже и	3	9
36	с а	1	9
37	в течение	2	9
38	а в	3	9
39	московского университета	1	8
40	и по	3	8
41	в то	6	8
42	в дальнейшем	1	8
43	в письме	13	8
44	кроме того	1	7
45	как это	12	7
46	и его	6	7
47	для него	8	7
48	об этом	9	7
49	о нем	1	7
50	уже в	1	7
51	как раз	3	7
52	еще и	2	7
53	е в	2	7
54	сказать что	5	7
55	то же	10	6
56	и к	3	6
57	н в	1	6
58	это было	1	6
59	он и	2	6
60	в котором	3	6
61	у нас	2	6
62	а толстой	2	6
63	и сам	1	6
64	так и	5	6
65	и что	1	6
66	можно сказать	4	6
67	в качестве	11	6
68	может быть	22	6
69	на этот	1	6
70	и потому	2	6
71	не может	17	6
72	к этому	9	6
73	не был	1	5
74	но как	3	5
75	когда он	3	5
76	не очень	1	5
77	на то	1	5
78	и если	1	5
79	к н	3	5
80	которой он	1	5
81	не в	6	5
82	со своим	2	5
83	что и	3	5
84	вовсе не	3	5
85	но он	1	5
86	не было	7	5
87	и психологии	1	5
88	все это	10	5
89	и от	3	5
90	а также	1	5
91	с ним	1	5
92	жизни и	3	5
93	в своих	2	5
94	к с	2	4
95	из его	3	4
96	мы и	1	4
97	что его	2	4
98	в этой	4	4
99	в истории	1	4
100	в своем	8	4
101	хотя и	2	4
102	и как	3	4
103	говорит что	1	4
104	в которой	2	4
105	в себе	6	4
106	как он	2	4
107	в нем	6	4
108	главным образом	7	4
109	что у	2	4
110	этом смысле	1	4
111	как и	7	4
112	несмотря на	1	4
113	еще в	1	4
114	в своей	4	4
115	же время	5	4
116	к ней	1	4
117	да и	1	4
118	никак не	1	4
119	июня года	1	4
120	один из	5	4
121	и у	2	4
122	в особенности	2	4
123	что для	3	4
124	и все	1	4
125	и особенно	1	4
126	для нас	1	4
127	и через	2	3
128	увидим ниже	1	3
129	но она	1	3
130	на себя	1	3
131	и он	2	3
132	это время	1	3
133	но не	2	3
134	в в	1	3
135	в общем	2	3
136	отношение к	1	3
137	он пишет	7	3
138	и речи	1	3
139	за пределы	1	3
140	что они	3	3
141	отнюдь не	3	3
142	как в	1	3
143	все же	5	3
144	более или	6	3
145	в целом	4	3
146	он в	1	3
147	все эти	6	3
148	но на	1	3
149	на его	1	3
150	то есть	1	3
151	эти годы	1	3
152	довольно подробно	1	3
153	со своими	1	3
154	или менее	6	3
155	во время	3	3
156	взгляд на	1	3
157	д н	1	3
158	на свою	1	3
159	но это	1	3
160	что этот	1	3
161	в науке	2	3
162	на него	1	3
163	но только	1	3
164	вот что	9	3
165	свидетельствуют о	2	3
166	таким образом	31	3
167	к тому	4	3
168	в жизни	2	3
169	здесь не	1	3
170	к его	2	3
171	жизнь и	1	3
172	свидетельствует о	1	3
173	и просто	2	3
174	конце концов	2	3
175	и так	1	3
176	уже не	1	3
177	только на	1	3
178	в виде	1	3
179	марта года	2	3
180	но что	1	3
181	и из	1	3
182	с другой	11	3
183	если не	1	3
184	в связи	3	3
185	вместе с	7	3
186	по своему	1	3
187	толстого в	3	3
188	в начале	1	3
189	собственно говоря	1	3
190	года в	1	3
191	другой стороны	8	3
192	января года	3	3
193	и т	23	2
194	одним из	5	2
195	это и	6	2
196	по его	2	2
197	в ноябре	1	2
198	хотя бы	19	2
199	но даже	3	2
200	еще не	2	2
201	он сам	2	2
202	знаем что	2	2
203	в чем	2	2
204	ответ на	1	2
205	нет и	3	2
206	в свои	1	2
207	конечно не	1	2
208	писал я	1	2
209	из этих	7	2
210	тому же	1	2
211	что она	2	2
212	время и	1	2
213	т д	14	2
214	и еще	1	2
215	на этом	1	2
216	так например	2	2
217	приступил к	1	2
218	что все	3	2
219	для характеристики	1	2
220	а по	1	2
221	лишь в	2	2
222	года на	1	2
223	было бы	7	2
224	кажется что	1	2
225	ни в	1	2
226	в них	4	2
227	за это	1	2
228	писал о	1	2
229	на основании	8	2
230	с тем	3	2
231	к а	1	2
232	года и	2	2
233	точки зрения	3	2
234	полностью в	1	2
235	что такое	2	2
236	это делает	3	2
237	почти не	1	2
238	значение для	1	2
239	в философии	4	2
240	даже в	5	2
241	этой области	3	2
242	не менее	2	2
243	дело не	1	2
244	не по	2	2
245	к изучению	1	2
246	того чтобы	3	2
247	не имели	1	2
248	и весь	2	2
249	что на	1	2
250	в каком	1	2
251	для его	4	2
252	для того	3	2
253	на это	2	2
254	то время	1	2
255	это мы	3	2
256	не столько	2	2
257	связи со	1	2
258	однако эта	1	2
259	то как	1	2
260	и вл	1	2
261	работы то	1	2
262	о котором	1	2
263	образом в	3	2
264	с того	1	2
265	толстой и	1	2
266	как было	1	2
267	которой мы	1	2
268	ума и	2	2
269	а именно	1	2
270	того что	3	2
271	с ними	4	2
272	всяком случае	1	2
273	по этому	9	2
274	том чтобы	2	2
275	одной из	1	2
276	и других	1	2
277	из них	9	2
278	н страхову	1	2
279	мы знаем	3	2
280	и толстой	1	2
281	и никогда	1	2
282	тем что	1	2
283	пишет с	1	2
284	даже не	2	2
285	же о	2	2
286	только что	4	2
287	из многочисленных	2	2
288	что мы	2	2
289	жизнь в	1	2
290	него в	3	2
291	начиная с	2	2
292	где же	1	2
293	он говорит	5	2
294	октября года	1	2
295	по существу	3	2
296	о его	2	2
297	этом и	2	2
298	пока еще	2	2
299	и для	2	2
300	которых он	1	2
301	в результате	5	2
302	от него	1	2
303	и ни	1	2
304	а н	1	2
305	его точки	1	2
306	совершенно не	1	2
307	университета а	1	2
308	в самом	4	2
309	к этой	1	2
310	и это	1	2
311	в частности	11	2
312	как на	3	2
313	во всяком	1	2
314	как известно	2	1
315	и бытие	1	1
316	и есть	5	1
317	то в	1	1
318	мысли а	1	1
319	можно говорить	1	1
320	он всегда	1	1
321	видеть в	2	1
322	в их	5	1
323	наивная и	1	1
324	что если	1	1
325	ответить на	1	1
326	реальной жизнью	1	1
327	в основных	3	1
328	почти все	1	1
329	время как	1	1
330	не вполне	2	1
331	у л	3	1
332	пишет в	3	1
333	не способен	1	1
334	в ней	2	1
335	значительной мере	3	1
336	самый замечательный	1	1
337	в различных	2	1
338	во имя	1	1
339	во всех	6	1
340	видели что	3	1
341	у н	1	1
342	явлений и	3	1
343	значение и	1	1
344	по отношению	7	1
345	а и	1	1
346	себе и	2	1
347	на вопрос	2	1
348	толстой очень	1	1
349	его развития	1	1
350	относится к	2	1
351	или у	1	1
352	что во	1	1
353	этом же	2	1
354	и воображение	1	1
355	что по	1	1
356	ноябре года	1	1
357	к большим	1	1
358	в противоположность	3	1
359	а г	1	1
360	не приходится	2	1
361	многих из	1	1
362	ни один	7	1
363	таковы например	1	1
364	так или	1	1
365	было свойственно	1	1
366	творчество и	1	1
367	если он	1	1
368	так сказать	2	1
369	жизнью и	1	1
370	не следует	8	1
371	после этого	2	1
372	всем своем	1	1
373	в силу	11	1
374	наконец наиболее	1	1
375	гегель в	1	1
376	этой эпохе	1	1
377	из него	1	1
378	именно это	1	1
379	одно и	1	1
380	поскольку она	1	1
381	том же	6	1
382	однако все	1	1
383	лет как	1	1
384	чего он	1	1
385	поэзии и	1	1
386	их и	4	1
387	говорил что	2	1
388	них не	4	1
389	который у	1	1
390	не нашел	1	1
391	с целью	1	1
392	знает что	1	1
393	заключается в	2	1
