N	2gram	Losev_Prob_5	Narrotol
1	не только	18	31
2	но и	13	27
3	и не	12	23
4	при этом	4	19
5	может быть	7	15
6	в качестве	4	14
7	в частности	4	14
8	как и	7	13
9	а не	5	13
10	а в	6	13
11	в этом	17	12
12	только в	9	12
13	и в	30	11
14	в данном	2	11
15	состоит в	1	10
16	своего рода	1	10
17	и его	6	10
18	такого рода	2	10
19	то есть	21	9
20	времени и	1	9
21	во времени	1	9
22	то что	18	9
23	то же	2	8
24	не может	5	8
25	данном случае	2	8
26	в том	12	8
27	уже не	6	8
28	со стороны	1	8
29	в рассказе	1	8
30	но в	9	7
31	том что	17	7
32	у него	11	7
33	и он	4	6
34	в самом	5	6
35	не в	7	6
36	в этой	10	6
37	в себе	4	6
38	тому же	1	6
39	об этом	4	6
40	не мог	4	6
41	к тому	2	6
42	во втором	2	6
43	в его	12	6
44	как бы	6	6
45	один из	2	6
46	как раз	5	6
47	или в	4	6
48	и пространстве	1	6
49	а также	3	6
50	жизни и	2	6
51	и на	6	5
52	той или	1	5
53	перед нами	1	5
54	так и	7	5
55	точки зрения	10	5
56	в своей	22	5
57	тем самым	1	5
58	потому что	13	5
59	на другой	1	5
60	можно сказать	6	5
61	то в	1	4
62	на себя	1	4
63	еще не	3	4
64	с его	1	4
65	но не	7	4
66	как в	2	4
67	все же	9	4
68	хотя и	8	4
69	из этих	1	4
70	в нем	6	4
71	из них	2	4
72	по себе	2	4
73	и тем	3	4
74	в одном	3	4
75	вплоть до	1	4
76	в то	4	4
77	того чтобы	2	4
78	никогда не	7	4
79	к себе	1	4
80	в ней	3	4
81	что у	5	4
82	о том	12	4
83	внимание на	3	4
84	же время	1	4
85	к нему	3	4
86	в литературе	1	4
87	того что	3	4
88	являет собой	1	4
89	или иной	1	4
90	прежде всего	6	4
91	о чем	1	4
92	мира в	3	4
93	однако и	1	4
94	и состоит	1	4
95	также и	12	3
96	и то	5	3
97	самом деле	2	3
98	едва ли	4	3
99	мы имеем	2	3
100	мы не	2	3
101	он сам	3	3
102	в своем	11	3
103	и как	6	3
104	в нашем	1	3
105	большей части	1	3
106	он не	3	3
107	для того	3	3
108	и с	5	3
109	это не	2	3
110	по мысли	2	3
111	не всегда	3	3
112	и ее	1	3
113	тем не	5	3
114	их в	1	3
115	однако в	3	3
116	не менее	5	3
117	в русской	3	3
118	как будто	3	3
119	этом отношении	1	3
120	за ними	2	3
121	у нас	7	3
122	и о	5	3
123	еще в	5	3
124	когда в	1	3
125	сводится к	1	3
126	обращается к	1	3
127	его жизни	1	3
128	между тем	2	3
129	что он	7	3
130	в состав	1	3
131	по отношению	2	3
132	в финале	1	3
133	именно в	3	3
134	не было	1	3
135	как это	1	3
136	в начале	3	3
137	но для	2	3
138	это уже	2	3
139	и все	9	3
140	отношению к	2	3
141	что в	5	3
142	а о	1	2
143	тем же	3	2
144	мать и	1	2
145	иным как	2	2
146	и для	6	2
147	не вполне	1	2
148	жизни как	1	2
149	ему в	1	2
150	и самого	3	2
151	в чем	2	2
152	чем это	1	2
153	друг на	1	2
154	если в	1	2
155	в едином	1	2
156	отнюдь не	4	2
157	если она	1	2
158	что касается	3	2
159	раз в	2	2
160	на то	2	2
161	обыкновенного человека	1	2
162	и вот	1	2
163	не будет	2	2
164	говорил о	1	2
165	а по	1	2
166	а его	4	2
167	входит в	1	2
168	я в	1	2
169	для них	3	2
170	на друга	1	2
171	он и	5	2
172	и тогда	2	2
173	сих пор	2	2
174	того кто	1	2
175	она не	1	2
176	не имеет	1	2
177	дело в	2	2
178	и сама	2	2
179	ничего не	2	2
180	как она	1	2
181	и является	2	2
182	и после	3	2
183	связи с	7	2
184	не столь	3	2
