N	2gram	Voloshinov_1	Tragedij
1	и в	16	18
2	в году	1	9
3	в этом	9	9
4	не только	7	8
5	и с	8	7
6	и на	4	7
7	может быть	17	7
8	как бы	5	7
9	и не	4	7
10	но в	4	6
11	и его	8	6
12	что он	2	6
13	у него	2	6
14	то же	2	5
15	все же	1	5
16	что это	2	5
17	как и	2	5
18	несмотря на	1	5
19	так и	4	5
20	не может	8	5
21	я не	1	4
22	еще не	5	4
23	в этой	4	4
24	в нем	4	4
25	том что	3	4
26	что я	1	4
27	и что	1	4
28	но и	4	4
29	и даже	4	4
30	прежде всего	9	4
31	так же	2	4
32	но это	2	4
33	все это	4	4
34	что в	3	4
35	и все	4	4
36	то что	3	4
37	в мире	1	3
38	отнюдь не	4	3
39	и как	3	3
40	все эти	5	3
41	при этом	6	3
42	с ее	4	3
43	и сам	1	3
44	мог бы	1	3
45	с ним	2	3
46	к нему	1	3
47	в его	4	3
48	один из	2	3
49	уже в	1	3
50	для него	6	3
51	в конце	1	3
52	как это	3	3
53	в основном	3	3
54	если б	3	2
55	что эти	1	2
56	никогда не	2	2
57	и то	1	2
58	он был	1	2
59	не был	1	2
60	столь же	1	2
61	с его	7	2
62	отношение к	5	2
63	она как	1	2
64	в самом	2	2
65	то и	1	2
66	он не	2	2
67	что она	1	2
68	его в	4	2
69	ни в	5	2
70	с тем	1	2
71	вопрос о	1	2
72	но эта	1	2
73	одна из	1	2
74	не имеет	1	2
75	в русском	1	2
76	не могут	2	2
77	его за	1	2
78	к тому	1	2
79	и это	6	2
80	году в	1	2
81	данном случае	1	2
82	еще в	1	2
83	ничего не	1	2
84	и здесь	1	2
85	о том	2	2
86	что и	2	2
87	в том	3	2
88	по мнению	1	2
89	и ее	4	2
90	уже не	1	2
91	в душе	2	2
92	в известной	1	2
93	в одном	3	2
94	не случайно	1	2
95	в самую	1	2
96	говорит о	1	2
97	ребенка и	3	2
98	но особенно	1	2
99	в данном	1	2
100	ненависть к	2	2
101	о его	1	2
102	этот маленький	1	2
103	это уже	1	2
104	в частности	2	2
105	по поводу	1	2
106	во сне	2	2
107	я и	6	1
108	ту же	2	1
109	человека и	1	1
110	и др	3	1
111	самом деле	6	1
112	это и	1	1
113	и есть	3	1
114	на две	3	1
115	высшей степени	1	1
116	века в	1	1
117	и могут	1	1
118	той же	1	1
119	для достижения	1	1
120	в виду	1	1
121	в ней	1	1
122	было до	1	1
123	что судьба	1	1
124	между собой	2	1
125	это же	1	1
126	в чем	5	1
127	во всех	3	1
128	на другой	1	1
129	но не	1	1
130	отказ от	1	1
131	но как	2	1
132	всем его	1	1
133	значение и	1	1
134	с совершенно	1	1
135	за пределы	2	1
136	к сожалению	1	1
137	это самое	1	1
138	в центре	1	1
139	статье мы	1	1
140	и наконец	4	1
141	но несмотря	1	1
142	чего же	1	1
143	психика не	1	1
144	шутки и	2	1
145	право на	1	1
146	жизнь как	1	1
147	как он	1	1
148	человек не	1	1
149	вообще не	2	1
150	в переводе	2	1
151	и еще	1	1
152	перенес в	1	1
153	душу и	1	1
154	и по	2	1
155	на этом	3	1
156	с сознанием	3	1
157	таким образом	9	1
158	последнее слово	1	1
159	от нее	1	1
160	из предшествующего	1	1
161	в другом	1	1
162	конечно в	1	1
163	на все	1	1
164	не нашел	1	1
165	лишь в	1	1
166	это было	1	1
167	быть не	1	1
168	а это	1	1
169	ни разу	1	1
170	в них	2	1
171	в высшей	1	1
172	всю жизнь	2	1
173	в развитии	2	1
174	очень важный	1	1
175	но если	1	1
176	в своей	2	1
177	почти не	2	1
178	и посвящена	1	1
179	значение для	1	1
180	сам же	1	1
181	и вот	3	1
182	страха и	1	1
183	борьбу с	1	1
184	на всю	1	1
185	желание в	1	1
186	не менее	2	1
187	на работу	1	1
188	она не	1	1
189	самого начала	4	1
190	он пуст	1	1
191	как его	1	1
192	только не	1	1
193	на путях	1	1
194	это мы	1	1
195	и всегда	1	1
196	ужас и	1	1
197	в отношениях	1	1
198	и притом	3	1
199	она хочет	1	1
200	для нас	2	1
201	и теперь	3	1
202	связи с	1	1
203	что на	2	1
204	в области	3	1
205	в момент	1	1
206	к себе	3	1
207	мы узнаем	1	1
208	могут быть	3	1
209	что оно	2	1
210	и т.д	1	1
211	не есть	2	1
212	как некое	1	1
213	что при	1	1
214	в применении	1	1
215	как мы	4	1
216	и о	2	1
217	того чтобы	1	1
