N	3gram	Bakhtin_Fr_6	Psycholo
1	в том что	2	17
2	для того чтобы	1	13
3	в самом деле	4	11
4	с точки зрения	2	10
5	заключается в том	1	10
6	не может быть	1	8
7	совершенно ясно что	1	6
8	до сих пор	3	5
9	в этом отношении	3	5
10	сам по себе	1	4
11	в данном случае	2	4
12	о том что	5	4
13	том что он	1	3
14	в конце концов	1	3
15	в то время	1	3
16	что и в	1	3
17	том что в	1	2
18	таким образом все	1	2
19	на этот вопрос	1	2
20	и то что	2	2
21	каждый из них	2	2
22	начала и до	1	2
23	в этой области	1	2
24	таким образом в	2	2
25	то же время	5	2
26	с другой стороны	2	2
27	в то же	5	2
28	мы видим что	1	2
29	и того же	1	1
30	и до наших	1	1
31	конце концов оказывается	1	1
32	прямо сказать что	2	1
33	в чем же	1	1
34	и поэтому его	1	1
35	один и тот	1	1
36	никак не может	2	1
37	свидетельствует о том	1	1
38	и удовольствие от	1	1
39	о том как	1	1
40	что же касается	1	1
41	и там где	1	1
42	и для всех	1	1
43	в зависимости от	1	1
44	было бы нелепо	1	1
45	леонардо да винчи	1	1
46	человек как бы	1	1
47	в первой главе	1	1
48	лишь тогда когда	1	1
49	но и в	2	1
50	особенности тогда когда	1	1
51	мы находим в	1	1
52	только то что	1	1
53	что в некоторых	1	1
54	за то что	1	1
55	же трудно как	1	1
56	а с другой	1	1
57	в основе своей	1	1
58	по самому своему	1	1
59	вместе с тем	1	1
60	они все же	1	1
61	из того факта	1	1
62	и что он	1	1
63	с одной стороны	4	1
64	это в самом	1	1
65	и тот же	2	1
66	она никогда не	1	1
67	и в целом	1	1
68	самому своему существу	1	1
69	все же не	1	1
70	в связи с	1	1
71	одного и другого	1	1
72	а не как	1	1
73	с этой целью	1	1
74	то есть от	1	1
75	вместо того чтобы	3	1
76	до наших дней	1	1
77	своему существу есть	1	1
78	более или менее	1	1
79	то есть с	1	1
80	так же трудно	1	1
81	нечего и говорить	1	1
82	того факта что	1	1
83	всего того что	1	1
84	но в несколько	1	1
85	нужно сказать что	2	1
86	с помощью которых	2	1
87	в особенности тогда	1	1
88	можно сказать что	1	1
89	с тем и	1	1
90	одного и того	1	1
91	имеют существенное значение	1	1
92	после того как	1	1
93	в первом случае	3	1
94	в особенности же	1	1
