1	все это	4	7
2	в том	12	5
3	в этом	18	5
4	и в	16	3
5	в его	2	3
6	не в	4	3
7	но ведь	1	3
8	не только	16	3
9	для нас	1	3
10	отношению к	4	2
11	том что	12	2
12	как бы	10	2
13	по отношению	4	2
14	в литературоведении	1	2
15	далеко не	1	2
16	только в	4	2
17	то же	4	2
18	может быть	6	2
19	и что	1	2
20	как будто	3	2
21	что в	2	2
22	в конце	4	2
23	в частности	16	2
24	по существу	2	2
25	то что	7	2
26	за пределы	4	2
27	и заключается	1	2
28	было бы	3	2
29	еще не	2	2
30	в результате	3	2
31	ведь это	2	2
32	по природе	2	2
33	дело не	2	2
34	но и	12	2
35	или даже	2	2
36	тем более	1	2
37	таким образом	2	2
38	очевидно что	1	2
39	иначе говоря	11	1
40	столь же	4	1
41	но не	4	1
42	а между	1	1
43	бы он	1	1
44	а в	3	1
45	в данном	8	1
46	еще и	1	1
47	и не	12	1
48	сама по	1	1
49	в конечном	3	1
50	его в	2	1
51	сказать и	1	1
52	со своими	1	1
53	можно принять	1	1
54	даже не	1	1
55	в котором	2	1
56	бы в	3	1
57	одной стороны	4	1
58	один из	2	1
59	тем что	3	1
60	те же	2	1
61	у него	4	1
62	прежде всего	3	1
63	он по	2	1
64	только для	1	1
65	крайней мере	3	1
66	а тем	1	1
67	и как	1	1
68	но только	1	1
69	с другой	6	1
70	и будет	1	1
71	о том	7	1
72	у которых	1	1
73	а вот	1	1
74	с одной	5	1
75	так и	15	1
76	ли не	2	1
77	связи с	1	1
78	что автор	1	1
79	в противном	1	1
80	противном случае	1	1
81	в целом	8	1
82	и его	4	1
83	в то	2	1
84	что все	2	1
85	хотя бы	1	1
86	и по	1	1
87	по крайней	3	1
88	тем же	1	1
89	место в	3	1
90	только то	1	1
91	именно в	3	1
92	хотелось бы	1	1
93	и понимает	1	1
94	в мире	6	1
95	перед нами	1	1
96	и о	1	1
97	не мешает	1	1
98	не должна	1	1
99	и более	1	1
100	не может	4	1
101	же самое	1	1
102	по себе	2	1
103	представить себе	1	1
104	полагает что	1	1
105	в этой	9	1
106	как и	14	1
107	может служить	1	1
108	отнюдь не	8	1
109	в силу	1	1
110	ничего не	9	1
111	в каждом	1	1
112	всему этому	1	1
113	и должны	1	1
114	в этих	2	1
115	в таких	2	1
116	остается в	1	1
117	в связи	1	1
118	никак не	2	1
119	в сущности	4	1
120	вступает в	2	1
121	зависит от	1	1
122	никогда не	3	1
123	тому что	1	1
124	что она	2	1
125	целом все	1	1
126	я и	3	1
127	между тем	2	1
128	объекта и	2	1
129	конечном счете	2	1
130	на этот	2	1
131	даже в	2	1
132	стало быть	2	1
133	из тех	1	1
134	все эти	1	1
135	вовсе не	2	1
136	это не	1	1
137	мы должны	1	1
138	что на	3	1
139	или нет	1	1
140	в чем	1	1
141	может не	1	1
142	же не	2	1
143	в них	1	1
144	же время	2	1
145	и наконец	1	1
146	в своей	2	1
147	и потому	1	1
148	сколь и	1	1
149	с ним	2	1
