N	3gram	Bakhtin_Fr_1	Narrotol
1	в том что	6	8
2	не только в	1	6
3	по отношению к	1	5
4	в отличие от	4	5
5	с одной стороны	2	5
6	к тому же	1	4
7	к себе самому	2	3
8	в этом отношении	3	3
9	но при этом	1	3
10	в известном смысле	1	3
11	той или иной	5	3
12	то же время	1	3
13	можно сказать что	1	3
14	в то же	1	3
15	по своей природе	1	2
16	с точки зрения	3	2
17	на самом деле	2	2
18	но и в	2	2
19	и не может	1	2
20	тому же в	1	2
21	играют существенную роль	1	2
22	существенную роль в	2	2
23	не может быть	1	2
24	как бы в	1	2
25	все то что	1	2
26	а между тем	1	1
27	или хотя бы	1	1
28	в своем роде	1	1
29	в той или	5	1
30	точки зрения на	1	1
31	то и не	1	1
32	в чем же	1	1
33	прежде всего на	2	1
34	не только художественная	1	1
35	в самом деле	1	1
36	нового времени и	3	1
37	в неразрывном единстве	1	1
38	как раз и	2	1
39	к небольшому числу	1	1
40	и он не	1	1
41	не входит в	2	1
42	и т.п но	1	1
43	в чужой мир	1	1
44	себе самому и	1	1
45	что с точки	1	1
46	на этот вопрос	2	1
47	и здесь мы	1	1
48	может быть только	1	1
49	до сих пор	4	1
50	то что было	1	1
51	как раз в	1	1
52	еще в самом	1	1
53	он вовсе не	1	1
54	это прежде всего	1	1
55	вовсе и не	1	1
56	и особенно в	1	1
57	при этом между	1	1
58	в связи с	1	1
59	время в этой	1	1
60	во всяком случае	1	1
61	смысле они не	1	1
62	и в других	2	1
63	прямо или косвенно	1	1
64	но одновременно и	1	1
65	так и в	2	1
66	то есть в	4	1
67	начало и конец	1	1
68	в основе своей	2	1
69	в этой системе	1	1
70	в большинстве случаев	2	1
71	в области литературы	2	1
72	только в форме	1	1
73	не знает и	2	1
74	мысли и воображения	1	1
75	для того чтобы	1	1
76	усматривает и в	1	1
