N	2gram	Propp_Isto_3	Marksizm
1	точки зрения	2	34
2	может быть	11	26
3	и не	12	26
4	не может	4	24
5	с точки	1	20
6	и в	22	19
7	и его	4	19
8	таким образом	10	17
9	в этом	17	16
10	как бы	1	15
11	как мы	8	13
12	прежде всего	3	13
13	как и	3	12
14	и пр	11	12
15	так и	2	11
16	связи с	6	11
17	и для	2	11
18	самом деле	1	10
19	в нем	9	10
20	только в	4	9
21	все же	5	8
22	не только	14	8
23	при этом	2	8
24	друг друга	6	8
25	до сих	5	8
26	но и	12	8
27	сих пор	5	8
28	то что	7	8
29	в ее	1	7
30	но в	10	7
31	все эти	4	7
32	и те	1	7
33	то же	6	7
34	а не	6	7
35	в связи	3	7
36	так же	3	7
37	отнюдь не	1	6
38	кроме того	1	6
39	мы не	1	6
40	ничего не	6	6
41	в пределах	4	6
42	и здесь	7	6
43	в его	3	6
44	в том	9	6
45	в основном	1	6
46	другой стороны	7	6
47	конечно не	1	5
48	входит в	1	5
49	не в	4	5
50	ничего общего	1	5
51	и все	3	5
52	этот вопрос	2	5
53	ясно что	1	5
54	в начале	1	5
55	вовсе не	2	5
56	с другой	7	5
57	мы знаем	2	5
58	и потому	2	5
59	хотя бы	1	5
60	к этому	7	5
61	во всяком	2	5
62	вопрос о	2	4
63	и на	4	4
64	нет и	1	4
65	чем же	1	4
66	как в	2	4
67	не будем	3	4
68	и тот	1	4
69	здесь мы	5	4
70	не будет	1	4
71	было бы	3	4
72	не менее	5	4
73	по себе	1	4
74	самого начала	1	4
75	в ней	2	4
76	с самого	1	4
77	еще не	10	4
78	только на	2	4
79	от того	1	4
80	далеко не	3	4
81	и между	1	4
82	с этим	8	4
83	в данном	4	4
84	что же	1	4
85	тот же	1	4
86	а в	6	4
87	и эта	1	4
88	сказать что	3	4
89	что в	15	4
90	на самом	2	3
91	и есть	2	3
92	не имеют	2	3
93	действительности и	1	3
94	а как	1	3
95	имеет свою	3	3
96	в большинстве	1	3
97	внутри этой	2	3
98	по отношению	2	3
99	общего с	1	3
100	целый ряд	3	3
101	и как	3	3
102	и к	3	3
103	этот процесс	1	3
104	в корне	1	3
105	но все	2	3
106	его в	3	3
107	он не	5	3
108	том что	8	3
109	в своей	1	3
110	и ее	3	3
111	в котором	2	3
112	является в	1	3
113	войти в	1	3
114	в то	2	3
115	для всего	1	3
116	не имеет	2	3
117	не есть	1	3
118	и это	2	3
119	не существует	1	3
120	в дальнейшем	4	3
121	и ту	1	3
122	одного из	2	3
123	можно сказать	2	3
124	с другими	1	3
125	здесь в	1	3
126	того что	5	3
127	быть и	3	3
128	одной из	1	3
129	и действительно	2	3
130	между тем	2	3
131	не дает	2	3
132	большинстве случаев	2	3
133	из них	7	3
134	в каком	1	3
135	не было	2	3
136	на этот	1	3
137	все это	1	3
138	смысле этого	1	3
139	этом случае	5	3
140	и от	3	3
141	нет ничего	2	3
