N	2gram	Vygotskiy__4	Myslijsy
1	то есть	13	34
2	потому что	24	33
3	то что	44	29
4	может быть	22	26
5	таким образом	13	24
6	в этом	28	23
7	в том	21	23
8	и в	33	23
9	и не	13	18
10	что в	21	17
11	при этом	2	15
12	только в	4	15
13	то же	9	14
14	в себе	6	14
15	как и	5	14
16	того что	4	14
17	так как	12	14
18	для нас	7	14
19	если бы	10	13
20	не было	3	12
21	а не	6	12
22	том что	22	12
23	не в	2	11
24	по себе	9	11
25	но и	3	11
26	не может	10	11
27	по отношению	1	10
28	не только	7	10
29	мы можем	5	10
30	тем что	3	10
31	что мы	6	10
32	и потому	2	10
33	между тем	1	9
34	мы не	5	8
35	то это	3	8
36	в своем	7	8
37	но в	2	8
38	было бы	12	8
39	тогда когда	1	8
40	о том	20	8
41	другими словами	1	8
42	сказать что	13	8
43	отношению к	1	8
44	и т	6	7
45	очевидно что	1	7
46	как в	3	7
47	с этим	5	7
48	что это	13	7
49	на то	10	7
50	в нем	7	7
51	что такое	1	7
52	мысли и	1	7
53	это не	6	7
54	и что	25	7
55	что и	3	7
56	вовсе не	5	7
57	с тем	4	7
58	этого слова	3	7
59	что если	3	6
60	независимо от	1	6
61	и к	2	6
62	в которой	4	6
63	того как	1	6
64	когда мы	6	6
65	мысль о	1	6
66	так и	3	6
67	тех пор	2	6
68	что не	4	6
69	до тех	2	6
70	для того	23	6
71	вместе с	8	6
72	тем и	2	6
73	и то	2	5
74	говорить о	3	5
75	не то	4	5
76	бы и	2	5
77	как бы	25	5
78	так сказать	1	5
79	и мы	15	5
80	должно быть	3	5
81	с ним	5	5
82	не имеет	2	5
83	образом в	2	5
84	есть только	2	5
85	внимание на	2	5
86	к нему	1	5
87	так что	7	5
88	есть в	1	5
89	не можем	3	5
90	уже в	2	5
91	в его	10	5
92	для него	1	5
93	допустим что	2	5
94	не из	1	5
95	слова и	4	5
96	все это	13	5
97	а в	4	5
98	во всяком	3	5
99	сам по	2	4
100	есть не	1	4
101	и о	4	4
102	в истории	1	4
103	могли бы	2	4
104	думать что	2	4
105	что все	11	4
106	и с	2	4
107	его в	3	4
108	мы имеем	2	4
109	точки зрения	6	4
110	в котором	2	4
111	сих пор	3	4
112	т п	3	4
113	и более	1	4
114	в то	3	4
115	того чтобы	22	4
116	в сознании	1	4
117	в каком	8	4
118	же самое	6	4
119	если же	1	4
120	и может	5	4
121	и та	2	4
122	можно сказать	2	4
123	что он	20	4
124	хотя бы	2	4
125	в одном	3	4
126	только на	1	4
127	до сих	3	4
128	так же	13	4
129	в той	3	4
130	да и	3	4
131	слов в	2	4
132	и все	12	4
133	в сравнении	1	4
134	есть уже	1	4
135	слово в	2	4
136	по поводу	4	4
137	тем самым	3	4
138	в таком	4	4
139	например в	3	3
140	человека и	1	3
141	самом деле	12	3
142	на самом	6	3
143	и есть	4	3
144	в первом	1	3
145	и до	3	3
146	что эти	2	3
147	слова в	1	3
148	мы уже	5	3
149	той же	4	3
150	и значение	1	3
151	ответить на	1	3
152	которое в	1	3
153	еще не	1	3
154	и на	5	3
155	то мы	1	3
156	заметим что	1	3
157	там где	1	3
158	в действительности	2	3
159	и хотя	1	3
160	в самом	12	3
161	формы в	1	3
162	все эти	6	3
163	бы не	2	3
164	так в	1	3
165	и если	9	3
166	на его	1	3
167	т д	2	3
168	в нее	2	3
169	на нее	2	3
170	не будет	4	3
171	от одного	1	3
172	но уже	1	3
173	в них	2	3
174	с точки	4	3
175	но это	1	3
176	не от	1	3
177	в которых	3	3
178	их в	3	3
179	ее не	1	3
180	что есть	1	3
181	в нас	1	3
182	только не	2	3
183	никогда не	5	3
184	же время	2	3
185	связи с	2	3
186	до того	1	3
187	так то	1	3
188	же самым	1	3
189	только от	1	3
190	к тому	12	3
191	что у	4	3
192	те же	2	3
193	мы в	3	3
194	в виду	2	3
195	и только	7	3
196	этот вопрос	4	3
197	и так	4	3
198	при помощи	4	3
199	и других	4	3
200	себе в	1	3
201	и их	1	3
202	всяком случае	3	3
203	со стороны	2	3
204	и из	3	3
205	именно в	2	3
206	до этого	2	3
207	душевной жизни	1	3
208	более чем	1	3
209	нет ничего	1	3
210	это есть	1	3
211	и таким	1	3
212	в смысле	1	3
213	и другим	2	3
214	в этих	1	3
215	только что	15	3
216	я говорю	1	3
217	и состоит	1	3
218	и вместе	1	3
219	в искусстве	2	3
220	таком случае	1	2
221	на деле	1	2
222	нам кажется	2	2
223	а как	2	2
224	как мы	4	2
225	человеческой природы	2	2
226	наша мысль	1	2
227	имеет свою	1	2
228	что иное	1	2
229	я не	4	2
230	но даже	1	2
231	мы и	1	2
232	в ней	6	2
233	заключенное в	1	2
234	иное как	1	2
235	столь же	2	2
236	тем как	1	2
237	значение и	1	2
238	с психологической	2	2
239	это сравнение	1	2
240	и чем	1	2
241	и я	1	2
242	же с	1	2
243	одном из	1	2
244	имеет в	1	2
245	это можно	1	2
246	так или	1	2
247	в нашем	1	2
248	из этих	2	2
249	он думает	1	2
250	его части	1	2
251	что она	10	2
252	не следует	1	2
253	он все	3	2
254	он не	11	2
255	идет от	1	2
256	для понимания	2	2
257	том и	1	2
258	из него	1	2
259	подобно тому	1	2
260	здесь мы	3	2
261	в мире	3	2
262	об этом	4	2
263	образ не	1	2
264	это было	4	2
265	например с	1	2
266	этом мы	1	2
267	она и	1	2
268	одна и	2	2
269	можно считать	1	2
270	но что	1	2
271	и без	1	2
272	в первый	3	2
273	что до	1	2
274	от его	1	2
275	признать что	1	2
276	вопрос о	2	2
277	сами по	3	2
278	и вообще	1	2
279	даже в	2	2
280	же мы	2	2
281	можем сказать	1	2
282	тому что	6	2
283	она не	3	2
284	без него	1	2
285	что только	1	2
286	даже не	2	2
287	и другое	2	2
288	самого начала	5	2
289	мысли в	1	2
290	в сущности	6	2
291	к ней	1	2
292	как она	10	2
293	и мысли	1	2
294	и его	5	2
295	этот образ	1	2
296	раз как	1	2
297	что на	1	2
298	у нас	4	2
299	образом что	2	2
300	в высокой	1	2
301	указывает на	3	2
302	из себя	1	2
303	и это	5	2
304	не могу	1	2
305	значение этого	1	2
306	в ее	2	2
307	на той	1	2
308	и когда	2	2
309	что может	3	2
310	можно было	4	2
311	что от	1	2
312	действительность и	1	2
313	пор пока	2	2
314	и здесь	3	2
315	мы могли	2	2
316	в самой	6	2
317	все содержание	1	2
318	но мы	2	2
319	что его	3	2
320	все в	1	2
321	которые мы	1	2
322	но нет	1	2
323	природы и	1	2
324	бы в	1	2
325	в другой	1	2
326	высокой степени	1	2
327	ко второму	1	2
328	в ту	1	2
329	мы хотим	1	2
330	но так	1	2
331	один из	2	2
332	в двух	4	2
333	мы видим	6	2
334	тот же	3	2
335	связь и	1	2
336	что даже	1	2
337	в обществе	1	2
338	бы ни	1	2
339	именно на	1	2
340	конечно не	3	2
341	и у	1	2
342	если мы	12	2
