N	3gram	Nazirov_Tv_1	FransuaR
1	то же время	12	9
2	в то же	13	9
3	в конце концов	1	4
4	в свою очередь	1	3
5	за то что	1	3
6	но в то	4	3
7	мы уже говорили	1	3
8	в том что	6	3
9	дело в том	3	2
10	по отношению к	1	2
11	имеем в виду	1	2
12	но все это	1	2
13	то что в	1	2
14	то есть о	1	2
15	те и другие	1	2
16	все это в	1	2
17	как и в	1	2
18	это прежде всего	1	2
19	таким образом и	1	2
20	что у него	1	2
21	мы имеем в	1	2
22	и те и	1	2
23	в отрыве от	1	2
24	здесь нет ни	1	1
25	что иное как	1	1
26	образом и в	1	1
27	какое отличие от	1	1
28	и в ряде	1	1
29	на самом деле	2	1
30	как и его	1	1
31	то же самое	1	1
32	в том же	1	1
33	пространства и времени	1	1
34	в мировой литературе	1	1
35	об эпизоде с	1	1
36	является одним из	2	1
37	на самом же	1	1
38	к человеку и	1	1
39	в ту эпоху	2	1
40	что все это	3	1
41	небесных светил и	1	1
42	в этом романе	2	1
43	уже говорили что	1	1
44	найти в человеке	1	1
45	не что иное	1	1
46	в данном случае	2	1
47	не только в	2	1
48	связан с темой	1	1
49	же время они	1	1
50	в году в	2	1
51	со всеми его	1	1
52	это та же	1	1
53	о том что	5	1
54	не только для	1	1
55	прошлое и будущее	1	1
56	он не описывает	1	1
57	в связи с	1	1
58	и в романе	1	1
59	целый ряд других	1	1
60	у него в	1	1
61	имел в виду	1	1
62	связанные с ними	1	1
63	с самого начала	3	1
64	и в самом	1	1
65	к тому же	1	1
66	самом же деле	1	1
67	что в каждом	1	1
68	свое завершение в	1	1
69	один из самых	1	1
70	приходит на смену	1	1
