N	2gram	Vinokur_Vv_1	Istorich
1	и т	43	27
2	и в	27	26
3	т д	37	24
4	так же	3	18
5	т е	38	18
6	то что	17	16
7	не только	21	15
8	может быть	24	14
9	что в	11	14
10	же как	3	13
11	но и	5	12
12	так и	1	10
13	таким образом	19	10
14	показывает что	1	10
15	и его	5	10
16	что он	4	10
17	при помощи	2	10
18	все же	8	9
19	его в	6	9
20	что и	3	9
21	так как	13	9
22	и не	13	9
23	то же	8	8
24	мы знаем	1	8
25	этих случаях	2	8
26	а в	5	8
27	мы имеем	3	7
28	в этом	34	7
29	об этом	5	7
30	как и	5	7
31	в этих	3	7
32	во время	1	7
33	как в	1	7
34	что здесь	2	7
35	в качестве	7	7
36	превращается в	1	7
37	и то	5	6
38	еще не	4	6
39	как он	6	6
40	мы видели	2	6
41	не всегда	1	6
42	мы можем	2	6
43	могут быть	4	6
44	в дальнейшем	2	6
45	к нему	2	6
46	мы видим	1	6
47	потому что	14	6
48	а не	3	6
49	не может	13	6
50	вместе с	6	6
51	это и	1	5
52	мы уже	1	5
53	то это	3	5
54	но не	7	5
55	эта связь	1	5
56	и как	9	5
57	но в	10	5
58	уже не	5	5
59	в силу	3	5
60	но все	3	5
61	в другом	3	5
62	и с	2	5
63	это не	8	5
64	не в	8	5
65	точно так	2	5
66	ничего не	2	5
67	и у	1	5
68	как мы	9	5
69	и что	4	5
70	в его	10	5
71	с ними	1	5
72	раньше чем	3	5
73	в одном	4	5
74	у него	1	5
75	тем что	6	5
76	до сих	5	5
77	и др	2	5
78	из которых	2	5
79	сих пор	5	5
80	мы должны	1	5
81	в точности	1	5
82	к этому	3	5
83	вопрос о	8	4
84	в числе	1	4
85	в которых	6	4
86	тогда как	2	4
87	не просто	4	4
88	дает нам	1	4
89	в этот	2	4
90	но он	1	4
91	в своей	4	4
92	что этот	1	4
93	того как	3	4
94	представляют собой	6	4
95	здесь не	2	4
96	о том	15	4
97	и даже	5	4
98	дает ему	1	4
99	вовсе не	6	4
100	с другой	8	4
101	все что	1	4
102	в тех	2	4
103	другой стороны	5	4
104	например в	2	3
105	что иное	4	3
106	из этих	5	3
107	только тогда	1	3
108	в одной	1	3
109	его к	2	3
110	все эти	3	3
111	одном случае	1	3
112	на то	1	3
113	на его	1	3
114	что она	3	3
115	при этом	3	3
116	он должен	1	3
117	что у	1	3
118	что ни	1	3
119	а затем	1	3
120	должен был	4	3
121	не мог	2	3
122	том что	26	3
123	от своего	1	3
124	и при	2	3
125	по сравнению	3	3
126	и более	1	3
127	как это	5	3
128	не имеет	4	3
129	на котором	2	3
130	во всем	2	3
131	связи с	3	3
132	есть только	2	3
133	данном случае	5	3
134	большей частью	1	3
135	на вопрос	6	3
136	иное как	5	3
137	а также	3	3
138	о природе	7	3
139	в том	31	3
140	только в	13	3
141	как нечто	8	3
142	или же	3	3
143	и других	3	3
144	в руки	6	3
145	а именно	6	3
146	не на	1	3
147	в свете	1	3
148	о чем	4	3
149	что мы	2	3
150	входить в	1	3
151	в данном	11	3
152	сравнению с	3	3
153	наряду с	2	3
154	как бы	5	3
155	по существу	2	3
156	этом случае	6	3
157	или в	1	3
158	но это	1	3
159	только что	4	3
160	же в	1	3
161	е в	4	3
162	между ними	2	3
163	не что	4	3
164	и другие	1	3
165	в средние	1	2
166	и есть	3	2
167	должна быть	2	2
168	видеть в	1	2
169	и за	1	2
170	по его	2	2
171	а как	3	2
172	связана с	4	2
173	как эта	1	2
174	в некотором	1	2
175	собой в	2	2
176	общих чертах	1	2
177	то мы	1	2
178	понятно почему	1	2
179	при жизни	2	2
180	тех же	1	2
181	к ним	1	2
182	отношение к	3	2
183	в этой	3	2
184	в истории	9	2
185	с этим	2	2
186	в своем	3	2
187	этой стороны	2	2
188	хотя и	3	2
189	говорит что	1	2
190	упомянуть что	1	2
191	увидим что	1	2
192	сливается с	3	2
193	что это	3	2
194	в целом	5	2
195	представляет собой	12	2
196	и тот	1	2
197	в себе	4	2
198	имеем в	1	2
199	в нем	13	2
200	задний план	1	2
201	же это	2	2
202	не к	2	2
203	его от	1	2
204	на этом	3	2
205	так например	6	2
206	такого же	2	2
207	главным образом	1	2
208	лишь в	1	2
209	хотя бы	5	2
210	было бы	5	2
211	известно что	1	2
212	из них	3	2
213	и тем	5	2
214	стоит на	1	2
215	ни одной	1	2
216	этого не	2	2
217	с тем	6	2
218	можно считать	1	2
219	указать что	1	2
220	тем не	8	2
221	все это	6	2
222	однако в	3	2
223	и наоборот	2	2
224	по себе	9	2
225	уже выше	1	2
226	не менее	8	2
227	в таких	1	2
228	можно указать	1	2
229	дело не	3	2
230	к этим	1	2
231	не по	1	2
232	представлением о	1	2
233	не могло	1	2
234	так много	1	2
235	одна из	2	2
236	показывает как	1	2
237	в тексте	4	2
238	что на	1	2
239	в области	4	2
240	от того	3	2
241	у нас	2	2
242	к отдельным	2	2
243	не могут	5	2
244	не есть	4	2
245	в греческом	1	2
246	совершенно ясно	1	2
247	и этим	1	2
248	на том	3	2
249	никогда не	3	2
250	связь в	1	2
251	том как	1	2
252	и на	3	2
253	имеется в	1	2
254	если бы	2	2
255	это обычно	1	2
256	другими словами	1	2
257	говорит об	1	2
258	после того	2	2
259	связь между	4	2
260	в форме	2	2
261	того что	12	2
262	с той	1	2
263	на которой	1	2
264	этот факт	1	2
265	себя в	2	2
266	так что	5	2
267	уже в	5	2
268	чтобы он	2	2
269	в виде	4	2
270	есть в	1	2
271	не дает	1	2
272	его и	1	2
273	в языке	1	2
274	только с	3	2
275	даже и	3	2
276	в особенности	4	2
277	из таких	1	2
278	но есть	1	2
279	иногда это	1	2
280	говорит о	3	2
281	на этот	4	2
282	точности соответствует	1	2
283	с помощью	1	2
284	в частности	3	2
285	и вот	3	2
286	этого слова	2	2
287	такого рода	2	2
288	смысле этого	8	2
289	можем только	1	2
290	д мы	1	2
291	с этой	4	2
292	есть и	4	2
293	в который	1	2
294	же самое	2	2
295	но для	1	2
296	это уже	1	2
297	только одна	1	2
298	в связи	2	2
299	на задний	1	2
300	и все	1	2
301	на языке	2	2
302	превратился в	1	2
303	этот вопрос	4	2
304	сказать что	5	2
305	средние века	1	2
306	академии наук	1	1
307	вряд ли	2	1
308	вопрос мы	1	1
309	д в	2	1
310	дело обстоит	1	1
311	эти сведения	1	1
312	почти не	1	1
313	из его	2	1
314	что эти	1	1
315	др в	1	1
316	был и	1	1
317	в зависимости	1	1
318	нечто что	2	1
319	по очереди	1	1
320	той же	4	1
321	есть не	3	1
322	бы уже	1	1
323	мы не	2	1
324	что между	1	1
325	что если	2	1
326	уже более	1	1
327	ответить на	1	1
328	или другим	1	1
329	не была	1	1
330	приводят к	1	1
331	есть нечто	1	1
332	так чтобы	3	1
333	нет еще	1	1
334	не вполне	4	1
335	стороне дела	1	1
336	зависимости от	1	1
337	так называемые	1	1
338	себе что	3	1
339	в ней	3	1
340	меньшей степени	1	1
341	было до	1	1
342	не от	1	1
343	он был	1	1
344	он сам	3	1
345	что по	1	1
346	в широком	7	1
347	в различных	2	1
348	в чем	4	1
349	современной русской	1	1
350	во всех	2	1
351	только после	2	1
352	ними в	1	1
353	своей работе	1	1
354	от его	1	1
355	этом говорилось	1	1
356	но как	2	1
357	а и	1	1
358	не образуют	1	1
359	себе и	2	1
360	которых при	1	1
361	или иное	1	1
362	он служит	1	1
363	и я	1	1
364	независимо от	3	1
365	общего с	1	1
366	что именно	2	1
367	как к	1	1
368	что нет	2	1
369	однако не	4	1
370	ее задач	1	1
371	он настоящий	1	1
372	и к	1	1
373	чем к	1	1
374	исторические корни	1	1
375	ясно и	1	1
376	есть ли	1	1
377	еще на	1	1
378	та же	1	1
379	у каждого	1	1
380	большей части	2	1
381	это впрочем	1	1
382	что так	1	1
383	пользуется также	1	1
384	говорят о	1	1
385	и те	2	1
386	доказывать что	1	1
387	не могла	1	1
388	на свой	1	1
389	вообще не	3	1
390	и стало	1	1
391	не следует	2	1
392	в свет	1	1
393	выражается в	1	1
394	того объекта	1	1
395	есть та	1	1
396	не как	3	1
397	том чтобы	6	1
398	во главе	1	1
399	широком смысле	8	1
400	но вместе	2	1
401	из него	1	1
402	подобно тому	1	1
403	одно и	1	1
404	им как	1	1
405	этого уже	1	1
406	или два	1	1
407	них не	1	1
408	на этой	3	1
409	себя не	1	1
410	этой стороне	1	1
411	и которые	1	1
412	в египте	1	1
413	то все	1	1
414	он есть	1	1
415	числе тех	1	1
416	но уже	2	1
417	в них	4	1
418	о которых	2	1
419	животных так	1	1
420	она и	1	1
421	по очень	1	1
422	и уже	3	1
423	перестает быть	1	1
424	у древних	1	1
425	рода и	1	1
426	и такая	1	1
427	здесь все	2	1
428	как целое	3	1
429	иначе говоря	1	1
430	и тогда	3	1
431	и становится	1	1
432	только тем	1	1
433	особенно сильно	1	1
434	его нельзя	1	1
435	или вообще	5	1
436	точки зрения	7	1
437	важнее что	1	1
438	представить себе	5	1
439	в котором	4	1
440	внутренняя связь	1	1
441	то для	1	1
442	как указывает	1	1
443	должны были	1	1
444	момент в	1	1
445	для которых	3	1
446	не его	1	1
447	не должно	1	1
448	надо признать	1	1
449	более древних	1	1
450	бы нас	1	1
451	тому что	2	1
452	и очень	1	1
453	берут в	1	1
454	нет никакого	1	1
455	а от	1	1
456	так он	1	1
457	одна сторона	1	1
458	с особой	1	1
459	в то	5	1
460	легко представить	1	1
461	это дает	1	1
462	тогда когда	3	1
463	раз наоборот	1	1
464	народов в	1	1
465	тому кто	1	1
466	которого он	1	1
467	на связь	1	1
468	и имеет	1	1
469	их из	1	1
470	в общих	1	1
471	преимущественно в	2	1
472	находятся в	2	1
473	два различных	1	1
474	которые и	1	1
475	действительно в	1	1
476	в русском	1	1
477	можно сказать	3	1
478	ее с	1	1
479	и является	1	1
480	до того	2	1
481	труда а	1	1
482	или иных	3	1
483	ему не	1	1
484	не потому	1	1
485	одним из	5	1
486	у меня	1	1
487	в момент	1	1
488	когда мы	2	1
489	и другой	1	1
490	должны быть	1	1
491	с полной	1	1
492	к тому	4	1
493	что при	1	1
494	почему эта	1	1
495	и это	6	1
496	понятным почему	1	1
497	именно эту	1	1
498	которых и	1	1
499	как не	1	1
500	нужно однако	1	1
501	меня в	1	1
502	только при	1	1
503	средних веков	2	1
504	д такая	1	1
505	чтобы быть	1	1
506	ли есть	1	1
507	на нее	2	1
508	вещи и	1	1
509	ясно что	9	1
510	здесь нет	4	1
511	во второй	3	1
512	это только	4	1
513	жизнь и	1	1
514	и трудно	1	1
515	между собой	1	1
516	короче говоря	1	1
517	в эпоху	1	1
518	для этого	3	1
519	по мере	4	1
520	с ним	1	1
521	смысле и	2	1
522	но здесь	1	1
523	в виду	4	1
524	собственно в	1	1
525	а к	1	1
526	могла служить	1	1
527	слова а	1	1
528	вот почему	3	1
529	еще при	2	1
530	внимание на	4	1
531	одного из	1	1
532	говорилось о	1	1
533	мог бы	2	1
534	д но	5	1
535	этих двух	1	1
536	в какой-нибудь	1	1
537	помощи которых	1	1
538	а через	1	1
539	наук в	2	1
540	данного текста	1	1
541	бы в	1	1
542	говорит он	2	1
543	как первоначально	1	1
544	тем более	2	1
545	и об	1	1
546	как вообще	1	1
547	это несомненно	1	1
548	по содержанию	2	1
549	быть и	2	1
550	один из	6	1
551	но с	4	1
552	сама имеет	1	1
553	оказалось что	2	1
554	тот же	1	1
555	одной из	3	1
556	что даже	2	1
557	могло быть	1	1
558	который по	2	1
559	нем не	1	1
560	может оказаться	3	1
561	очень много	1	1
562	эти отдельные	1	1
563	и так	1	1
564	до нас	3	1
565	а только	8	1
566	чаще всего	1	1
567	по другим	1	1
568	к какому	2	1
569	с двумя	1	1
570	своего рода	3	1
571	только на	3	1
572	народов не	1	1
573	шла речь	4	1
574	в начале	3	1
575	обстоит как	1	1
576	об отдельных	3	1
577	когда оно	1	1
578	очевидно что	1	1
579	одно из	5	1
580	теснейшим образом	1	1
581	ее задачи	1	1
582	но нет	1	1
583	пока не	1	1
584	руки и	1	1
585	как их	1	1
586	в ряде	2	1
587	центре внимания	2	1
