N	2gram	Propp_Isto_6	Vladivir
1	и в	26	31
2	не только	10	24
3	но и	9	19
4	то что	6	18
5	и не	10	17
6	и даже	1	15
7	у него	7	15
8	в этом	12	14
9	том что	10	14
10	и с	6	14
11	он был	2	14
12	что в	12	14
13	там же	3	13
14	но в	7	12
15	в его	5	12
16	что он	9	12
17	с его	4	11
18	же с	1	11
19	о том	7	11
20	в том	12	11
21	между прочим	1	11
22	потому что	13	11
23	и то	3	10
24	также и	1	10
25	он не	2	10
26	так что	3	10
27	как мы	4	9
28	никогда не	13	9
29	только в	5	9
30	а в	3	9
31	и по	4	8
32	в то	5	8
33	так как	18	8
34	тут же	1	7
35	мы сейчас	1	7
36	кроме того	3	7
37	мы уже	6	7
38	как это	5	7
39	и его	7	7
40	для него	1	7
41	об этом	1	7
42	уже в	1	7
43	еще и	1	7
44	е в	2	7
45	сказать что	3	7
46	того же	2	6
47	то же	5	6
48	то он	2	6
49	и к	1	6
50	свое время	1	6
51	он и	2	6
52	в котором	1	6
53	у нас	5	6
54	и сам	2	6
55	так и	5	6
56	и что	5	6
57	можно сказать	2	6
58	в качестве	3	6
59	может быть	11	6
60	на этот	1	6
61	не может	6	6
62	к этому	3	6
63	но как	4	5
64	когда он	3	5
65	на то	2	5
66	и если	1	5
67	не в	3	5
68	со своим	1	5
69	что и	4	5
70	вовсе не	2	5
71	но он	2	5
72	не было	3	5
73	а с	2	5
74	что же	2	5
75	все это	1	5
76	видно что	2	5
77	и от	3	5
78	а также	4	5
79	с ним	8	5
80	в свое	2	5
81	жизни и	2	5
82	в своих	3	5
83	из его	2	4
84	что его	1	4
85	в этой	2	4
86	в истории	1	4
87	в своем	2	4
88	хотя и	1	4
89	и как	2	4
90	в этот	1	4
91	в себе	3	4
92	как он	6	4
93	в нем	8	4
94	главным образом	3	4
95	что у	2	4
96	как и	5	4
97	несмотря на	1	4
98	еще в	3	4
99	в своей	3	4
100	к ней	1	4
101	никак не	1	4
102	к нему	1	4
103	по своей	1	4
104	один из	3	4
105	в особенности	1	4
106	после смерти	2	4
107	для нас	2	4
108	и через	3	3
109	он как	1	3
110	но она	1	3
111	и он	4	3
112	и на	12	3
113	то мы	1	3
114	но не	2	3
115	отношение к	1	3
116	что они	2	3
117	как в	6	3
118	все же	8	3
119	более или	1	3
120	в целом	1	3
121	он в	1	3
122	все эти	8	3
123	но на	1	3
124	и вот	3	3
125	на его	4	3
126	здесь мы	4	3
127	то есть	1	3
128	в египте	16	3
