N	2gram	Berdyaev_N_1	Vladivir
1	и в	16	40
2	то что	4	28
3	не только	5	25
4	и не	11	25
5	у него	2	24
6	том что	2	18
7	в том	8	18
8	но и	3	18
9	что в	9	17
10	в этом	7	16
11	в его	1	14
12	не может	16	14
13	только в	1	13
14	в конце	1	12
15	сказать что	3	12
16	никогда не	6	11
17	потому что	4	11
18	о том	4	11
19	ни в	6	10
20	и его	1	10
21	то это	1	10
22	не есть	3	10
23	прежде всего	4	10
24	и потому	4	10
25	это есть	7	10
26	уже не	2	9
27	в себе	2	9
28	и с	2	9
29	в своей	3	9
30	не менее	4	9
31	есть только	1	9
32	философии и	1	9
33	в своем	1	8
34	в этой	1	8
35	он не	8	8
36	не был	1	8
37	и что	2	8
38	а также	1	8
39	может быть	7	8
40	а не	17	8
41	так же	2	8
42	хотя и	2	7
43	что все	2	7
44	с тем	3	7
45	как и	7	7
46	в то	2	7
47	так как	1	7
48	вместе с	2	7
49	к тому	3	7
50	а в	2	7
51	смысле слова	3	6
52	оно есть	1	6
53	и на	2	6
54	не будет	7	6
55	по себе	1	6
56	в смысле	2	6
57	во всем	1	6
58	и это	2	6
59	и от	2	6
60	так и	2	6
61	значит что	4	6
62	и даже	2	6
63	xix века	5	6
64	в боге	1	6
65	это значит	1	6
66	но это	6	6
67	хотя бы	2	6
68	мы уже	1	5
69	в ней	5	5
70	совсем не	12	5
71	в истории	3	5
72	все эти	2	5
73	тоже не	1	5
74	можно было	2	5
75	должно быть	4	5
76	но если	1	5
77	тем что	1	5
78	у нас	1	5
79	для себя	1	5
80	еще в	1	5
81	с другой	3	5
82	что он	1	5
83	не было	4	5
84	в самом	1	4
85	вопрос о	3	4
86	еще не	3	4
87	но не	2	4
88	то он	1	4
89	но в	2	4
90	оно должно	1	4
91	было бы	1	4
92	такой же	2	4
93	в котором	1	4
94	не имеет	4	4
95	в каком	1	4
96	то время	1	4
97	не с	1	4
98	от того	1	4
99	и все	4	4
100	как это	2	4
101	такого рода	2	4
102	по существу	2	4
103	мы должны	1	4
104	есть и	1	4
105	же как	2	3
106	я не	2	3
107	с большим	1	3
108	в чем	1	3
109	отличие от	1	3
110	за пределы	3	3
111	не удалось	1	3
112	и у	1	3
113	уже в	1	3
114	из этих	1	3
115	с их	2	3
116	если есть	1	3
117	в нем	5	3
118	в россии	3	3
119	христианство и	1	3
120	но все	1	3
121	том случае	1	3
122	нельзя мыслить	1	3
123	это было	3	3
124	это не	4	3
125	этом смысле	2	3
126	этого не	1	3
127	не больше	1	3
128	не столько	1	3
129	в отличие	1	3
130	не в	6	3
131	что этот	1	3
132	если нет	2	3
133	того чтобы	2	3
134	в духе	3	3
135	всегда есть	1	3
136	оно не	1	3
137	него как	1	3
138	в виду	1	3
139	философии жизни	1	3
140	к нему	1	3
141	с одной	2	3
142	вот что	1	3
143	всяком случае	1	3
144	и только	1	3
145	человека и	3	3
146	процесс в	1	3
147	одной стороны	2	3
148	но для	2	3
149	и для	4	3
150	истина есть	1	3
151	нельзя сказать	1	3
152	или не	1	3
153	как на	1	3
154	во всяком	1	3
155	в этот	1	2
156	не имел	1	2
157	живое и	1	2
158	не хочет	1	2
159	по преимуществу	1	2
160	не имеют	2	2
161	должна быть	3	2
162	и этот	1	2
163	мы не	2	2
164	совершенно так	1	2
165	в сущности	1	2
166	время как	2	2
167	на себя	1	2
168	это время	1	2
169	быть в	2	2
170	что его	1	2
171	истории в	5	2
172	к богу	2	2
173	себе и	1	2
174	с этим	2	2
175	и к	5	2
176	от этого	1	2
177	в которой	1	2
178	и материального	2	2
179	дальше и	1	2
180	что она	2	2
181	и еще	1	2
182	не к	2	2
183	в силу	1	2
184	всех своих	1	2
185	случае если	1	2
186	в жизни	5	2
187	в это	1	2
188	в этих	1	2
189	к тем	1	2
190	что истина	1	2
191	и сейчас	1	2
192	политическая жизнь	1	2
193	и более	1	2
194	она не	3	2
195	есть прежде	1	2
196	и бытия	1	2
197	на путях	2	2
198	она должна	1	2
199	по своей	1	2
200	был и	1	2
201	были еще	1	2
202	бог и	1	2
203	нет ни	1	2
204	не могут	1	2
205	и вполне	1	2
206	духовные основы	1	2
207	не существует	3	2
208	роль в	2	2
209	в мире	3	2
210	во многом	1	2
211	которая в	1	2
212	и вся	1	2
213	но тут	1	2
214	в каких	1	2
215	который в	2	2
216	в обществе	2	2
217	также еще	1	2
218	свидетельствует о	1	2
219	из них	1	2
220	друг друга	1	2
221	бытия и	1	2
222	и вместе	1	2
223	для того	1	2
224	не на	1	2
225	еще до	2	2
226	что мы	1	2
227	как не	8	2
228	есть бог	1	2
229	но оно	1	2
230	нет ничего	1	2
231	и красота	1	2
232	наряду с	3	2
233	как например	1	2
234	о свободе	1	2
235	духовного и	2	2
236	ни к	2	2
237	все они	2	2
238	другой стороны	2	2
239	но можно	1	2
240	того же	1	2
241	жизни а	1	2
242	с его	6	2
243	же и	1	2
244	к этой	1	2
245	нужно помнить	1	1
246	новое время	4	1
247	также что	1	1
248	только потому	1	1
249	это и	2	1
250	и есть	10	1
251	из всех	1	1
252	личность от	1	1
253	от своих	1	1
254	но она	2	1
255	жизни это	1	1
256	должны занять	1	1
257	что религия	1	1
258	есть вместе	1	1
259	и совсем	1	1
260	освобождения от	1	1
261	и мира	1	1
262	во всех	3	1
263	силы и	2	1
264	черты и	1	1
265	в новом	2	1
266	писатели и	1	1
267	эту природу	1	1
268	ориентироваться в	1	1
269	нет и	2	1
270	в свои	2	1
271	как в	3	1
272	у в	1	1
273	связанный с	1	1
274	духа и	3	1
275	как результат	1	1
276	учителей церкви	2	1
277	не быть	1	1
278	к чему	1	1
279	и запада	1	1
280	и воли	1	1
281	он в	1	1
282	думать что	2	1
283	в известном	1	1
284	мира но	1	1
285	человек не	1	1
286	религия и	1	1
287	в статье	1	1
288	находится во	1	1
289	она становится	1	1
290	перестает быть	4	1
291	есть переход	1	1
292	к одному	1	1
293	и языческих	1	1
294	имеют никакого	1	1
295	их в	1	1
296	том и	2	1
297	смысле как	1	1
298	от других	1	1
299	и заключается	2	1
300	этом он	1	1
301	и материальному	1	1
302	распадается на	1	1
303	лишь в	6	1
304	знает что	1	1
305	говорит что	1	1
306	искусство не	1	1
307	в человечестве	1	1
308	и правды	1	1
309	истории и	9	1
310	мира с	1	1
311	в новое	3	1
312	в них	4	1
313	не всегда	1	1
314	бороться за	1	1
315	бога и	3	1
316	тут нет	1	1
317	но я	2	1
318	во время	1	1
319	она сама	1	1
320	и их	1	1
321	в такой	1	1
322	и процесс	1	1
323	что вся	1	1
324	место в	2	1
325	мир и	2	1
326	но он	1	1
327	оба они	1	1
328	освободить человека	2	1
329	к религиозному	3	1
330	возвращается к	2	1
331	личность в	2	1
332	в атмосфере	1	1
333	человека вот	1	1
334	одна из	2	1
335	в основе	3	1
336	века было	2	1
337	понимает эту	1	1
338	и имеет	1	1
339	того и	1	1
340	под этим	1	1
341	и весь	2	1
342	рушится и	1	1
343	как будто	2	1
344	в будущем	2	1
345	ли это	2	1
346	ему не	1	1
347	бытия как	1	1
348	в космосе	1	1
349	и оно	1	1
350	и учителей	1	1
351	заключается что	2	1
352	когда мы	2	1
353	разобраться в	1	1
354	и всех	1	1
355	но также	1	1
356	бы он	1	1
357	все еще	1	1
358	человечества это	1	1
359	с ее	5	1
360	в ее	3	1
361	воля не	1	1
362	слишком большой	1	1
363	слова а	1	1
364	стремиться к	2	1
365	и которые	1	1
366	и религии	1	1
367	запада и	1	1
368	стремление к	2	1
369	и должно	2	1
370	то они	1	1
371	более высокой	1	1
372	мира а	2	1
373	можно сказать	1	1
374	общественности и	1	1
375	вопросу о	1	1
376	а во	1	1
377	на всех	1	1
378	все в	1	1
379	и во	1	1
380	я думаю	1	1
381	нуждается в	1	1
382	востока и	1	1
383	века и	2	1
384	может иметь	1	1
385	он легко	1	1
386	и она	1	1
387	религия в	1	1
388	если взять	1	1
389	и мы	4	1
390	тут мы	1	1
391	его последние	1	1
392	в новой	7	1
393	смысле и	1	1
394	не ставит	2	1
395	будто бы	1	1
396	и греческой	1	1
397	их не	1	1
398	удалось но	1	1
399	в эти	1	1
400	внешней силы	1	1
401	конечно не	3	1
402	вопроса о	1	1
403	эти черты	1	1
404	вернуться к	2	1
405	бог не	1	1
406	него и	1	1
407	а это	1	1
408	индивидуального разума	1	1
409	человека на	1	1
410	не будут	2	1
411	земли и	1	1
412	не для	1	1
413	религиозного сознания	1	1
414	и никакой	1	1
415	эти века	1	1
416	на их	1	1
417	не хотел	1	1
418	характерны для	1	1
419	в последние	1	1
420	возможно что	1	1
421	выходит за	1	1
422	в истинном	1	1
423	говорим о	1	1
424	и из	1	1
425	государство и	2	1
426	до сих	1	1
427	к которому	1	1
428	есть непосредственное	1	1
429	котором и	1	1
430	в природе	2	1
431	себя и	1	1
432	к более	2	1
433	и возвращается	1	1
434	был в	1	1
435	последние годы	1	1
436	этой идеей	1	1
437	о кризисе	1	1
438	человеческой жизни	1	1
439	христианского монотеизма	1	1
440	всемирной истории	2	1
441	уже давно	1	1
442	для них	1	1
443	очень долго	1	1
444	перейти от	3	1
445	мы говорим	2	1
446	времени а	1	1
447	творческое движение	1	1
448	не знал	2	1
449	по своему	4	1
450	к жизни	3	1
451	но сам	1	1
452	личность человека	1	1
453	эту мысль	1	1
454	в состоянии	1	1
455	том смысле	1	1
456	природе но	1	1
457	конечно есть	1	1
458	и нет	1	1
459	приблизиться к	1	1
460	известном смысле	1	1
461	сих пор	1	1
462	только для	1	1
463	все это	5	1
464	ближе к	1	1
465	должны быть	1	1
466	мире а	1	1
467	ней нет	1	1
468	в более	1	1
469	для настоящего	1	1
470	он конечно	1	1
471	в христианстве	1	1
472	мира и	2	1
473	чтобы понять	1	1
474	а к	1	1
475	огромную роль	1	1
476	я хочу	1	1
477	мышления не	1	1
478	самом себе	1	1
479	вот этот	1	1
480	есть уже	1	1
481	боге и	1	1
482	от всякого	2	1
483	и начинается	2	1
484	в свою	1	1
485	всего мира	1	1
486	природе и	2	1
487	учителя церкви	1	1
488	огромное значение	1	1
489	жизни и	8	1
490	того времени	1	1
491	том числе	1	1
492	который не	1	1
493	все что	1	1
494	они не	1	1
